_id,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status
2009-017742-31-FR,Groupe dtude sur le risque dexposition des soignants aux agents infectieux GERES,NA,NA,unknown,accepted
2009-017744-14-BE,GSK,GSK,GSK,industry,accepted
2009-017745-55-DE,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2009-017752-28-DK,Rigshospitalet,Rigshospitalet,Rigshospitalet,unknown,accepted
2009-017753-34-BG,CSL Behring,CSL Behring,CSL Behring,industry,accepted
2009-017757-36-ES,Instituto Cientfico y Tecnolgico de Navarra,NA,NA,unknown,accepted
2009-017765-31-FI,Mikko Pitkänen,NA,NA,unknown,accepted
2009-017768-18-FR,CHU de Saint-Étienne,NA,NA,hospital,accepted
2009-017772-25-BG,Novartis,Novartis,Novartis,industry,accepted
2009-017775-19-BE,Novartis,Novartis,Novartis,industry,accepted
2009-017781-23-BE,Baxter,Baxter,Baxter,industry,accepted
2009-017782-30-AT,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,unknown,accepted
2009-017788-40-FR,CRLCC Alexis Vautrin,NA,NA,unknown,accepted
2009-017789-22-AT,Ursapharm Arzneimittel,NA,NA,industry,accepted
2009-017793-20-ES,Fundación Progreso y Salud,NA,NA,unknown,accepted
2009-017794-37-DK,Professor Jørgen Berg Dahl,NA,NA,unknown,accepted
2009-017798-39-IT,IRCCS Istituto Nazionale dei Tumori,NA,NA,unknown,accepted
2009-017799-26-ES,Instituto Aragons de Ciencias de la Salud,NA,NA,unknown,accepted
2009-017800-10-GB,NHS Lothian,NA,NA,hospital,accepted
2009-017801-12-BG,Abbott,Abbott,Abbott,industry,accepted
2009-017802-35-EE,Novartis,Novartis,Novartis,industry,accepted
2009-017803-27-FR,CHU de Nancy,NA,NA,hospital,accepted
2009-017804-95-ES,Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,NA,NA,unknown,accepted
2009-017805-13-BG,Octapharma,NA,NA,industry,accepted
2009-017806-36-GB,University of Surrey,NA,NA,unknown,accepted
2009-017807-27-ES,Instituto Valenciano de Infertilidad IVI de Valencia,NA,NA,unknown,accepted
2009-017809-11-DE,GSK,GSK,GSK,industry,accepted
2009-017814-56-PL,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2009-017819-16-ES,Juan Cordoba,NA,NA,unknown,accepted
2009-017823-24-EE,University of Tartu,NA,NA,hospital,accepted
2009-017825-21-ES,Instituto Aragons de Ciencias de la Salud,NA,NA,unknown,accepted
2009-017827-24-ES,Jos Luis Vzquez Martnez,NA,NA,unknown,accepted
2009-017828-54-IT,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2009-017829-19-ES,Instituto Cientfico y Tecnolgico de Navarra,NA,NA,unknown,accepted
2009-017831-16-DK,Aarhus University,Aarhus University,Aarhus University,unknown,accepted
2009-017837-23-ES,Yolanda de Diego Otero,NA,NA,unknown,accepted
2009-017838-44-DK,Sequel Pharmaceuticals,NA,NA,industry,accepted
2009-017839-18-DE,PurGenesis Techonologies,NA,NA,industry,accepted
2009-017840-15-CZ,DSC Services,NA,NA,industry,accepted
2009-017842-30-GB,West Hertfordshire Hospitals NHS Trust,NA,NA,hospital,accepted
2009-017843-32-NL,Foundation of Liver Research SLO,NA,NA,foundation,accepted
2009-017848-14-ES,Roche,Roche,Roche,unknown,accepted
2009-017849-57-NL,Radboudumc,NA,NA,unknown,accepted
2009-017852-28-DE,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2009-017853-36-DE,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2009-017854-11-ES,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,hospital,accepted
2009-017858-12-FR,LEO Pharma,LEO Pharma,LEO Pharma,industry,accepted
2009-017859-98-BE,Promedior,NA,NA,industry,accepted
2009-017860-17-FR,Socit Franaise de Cardiologie,NA,NA,unknown,accepted
2009-017862-22-NL,ZonMw,NA,NA,unknown,accepted
2009-017869-27-DE,University Hospital Zurich,NA,NA,hospital,accepted
2009-017871-13-PL,New Medical Enzymes,NA,NA,industry,accepted
2009-017872-26-IT,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2009-017874-20-DE,Axcan Pharma,NA,NA,industry,accepted
2009-017878-21-SE,Albireo,NA,NA,industry,accepted
2009-017882-42-FR,Raptor Therapeutics,NA,NA,industry,accepted
2009-017885-22-BE,Ludwig Institute for Cancer Research,NA,NA,unknown,accepted
2009-017901-12-FR,Lyocentre,NA,NA,industry,accepted
2009-017903-28-BE,HOVON,HOVON,HOVON,foundation,accepted
2009-017904-95-BE,Upsher-Smith Laboratories,NA,NA,industry,accepted
2009-017905-13-BE,Roche,Roche,Roche,industry,accepted
2009-017918-69-AT,ABScience,NA,NA,industry,accepted
2009-017921-20-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2009-017923-25-FR,CHU de Clermont-Ferrand,NA,NA,hospital,accepted
2009-017925-20-GB,University Of Leeds,NA,NA,unknown,accepted
2009-017926-38-FR,AP-HP,NA,NA,unknown,accepted
2009-017930-35-BE,ABScience,NA,NA,industry,accepted
2009-017938-46-DE,AbbVie,AbbVie,AbbVie,industry,accepted
2009-017939-18-GB,University College London,NA,NA,academic,accepted
2009-017940-15-FR,AP-HP,NA,NA,unknown,accepted
2009-017942-30-DE,Shionogi,NA,NA,industry,accepted
2009-017943-32-BE,University Hospital Antwerp,NA,NA,hospital,accepted
2009-017946-30-BE,Amgen,Amgen,Amgen,industry,accepted
2009-017950-11-DE,ViiV Healthcare,ViiV Healthcare,ViiV Healthcare,industry,accepted
2009-017951-87-BE,ViiV Healthcare,ViiV Healthcare,ViiV Healthcare,industry,accepted
2009-017957-37-BE,Bayer,Bayer,Bayer,industry,accepted
2009-017959-98-NL,Rotterdam Eye Hospital,NA,NA,hospital,accepted
2009-017961-52-DE,Novartis,Novartis,Novartis,industry,accepted
2009-017966-21-ES,Dr. Gerhard Mann chem.-pharm. Fabrik GmbH,NA,NA,unknown,accepted
2009-017971-10-RO,Schering-Plough,Merck & Co.,MSD / Merck & Co.,industry,accepted
2009-017978-21-BE,Merck Serono,Merck KGaA,Merck KGaA / EMD Serono,industry,accepted
2009-017995-26-BE,LYSARC,LYSARC,LYSARC,unknown,accepted
2009-017996-11-FR,Fédération Francophone de Cancérologie Digestive - FFCD,NA,NA,unknown,accepted
2009-017997-19-BE,Ghent University,Ghent University,Ghent University,hospital,accepted
2009-017998-37-BE,Ghent University,Ghent University,Ghent University,hospital,accepted
2009-017999-25-BE,Amgen,Amgen,Amgen,industry,accepted
2009-018001-51-BE,ViiV Healthcare,ViiV Healthcare,ViiV Healthcare,industry,accepted
2009-018004-18-LV,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2009-018005-43-DE,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2009-018006-21-AT,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2009-018009-26-ES,Fundación para la Investigación La Fe,NA,NA,foundation,accepted
2009-018010-18-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2009-018014-20-GB,Common Services Agency,NA,NA,public_body,accepted
2009-018015-11-BE,ImClone Systems,NA,NA,industry,accepted
2009-018016-25-NL,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,unknown,accepted
2009-018017-40-DE,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,industry,accepted
2009-018018-21-DE,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,industry,accepted
2009-018022-30-BE,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2009-018024-15-DE,Clinuvel Pharmaceuticals,NA,NA,industry,accepted
2009-018025-73-DE,GMIHO,NA,NA,unknown,accepted
2009-018029-57-GB,Logical Therapeutics,NA,NA,industry,accepted
2009-018034-11-SE,Karolinska Institutet,NA,NA,unknown,accepted
2009-018038-12-RO,Schering-Plough,Merck & Co.,MSD / Merck & Co.,industry,accepted
2009-018044-18-NL,Meander Medical Center,NA,NA,unknown,accepted
2009-018046-38-AT,Phafag,NA,NA,industry,accepted
2009-018049-19-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2009-018050-34-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2009-018054-33-SI,University of Ljubljana,NA,NA,unknown,accepted
2009-018056-42-IT,Azienda Ospedaliera G. Brotzu,NA,NA,unknown,accepted
2009-018058-44-FR,GERCOR,GERCOR,GERCOR,cooperative_group,accepted
2009-018059-18-SE,futurum,NA,NA,unknown,accepted
2009-018064-95-BE,KU Leuven,NA,NA,unknown,accepted
2009-018066-36-ES,Glaukos,NA,NA,industry,accepted
2009-018067-27-ES,Glaukos,NA,NA,industry,accepted
2009-018070-64-DE,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2009-018072-33-AT,Universitätsklinikum Münster,NA,NA,unknown,accepted
2009-018074-56-GB,Newcastle upon Tyne Hospitals NHS Foundation Trust,NA,NA,hospital,accepted
2009-018077-31-BE,St. Anna Kinderkrebsforschung/CCRI,NA,NA,unknown,accepted
2009-018079-15-HU,Idenix Pharmaceuticals,NA,NA,industry,accepted
2009-018083-94-IT,Istituto Europeo di Oncologia,NA,NA,unknown,accepted
2009-018084-27-BG,Teva,Teva,Teva,industry,accepted
2009-018085-35-DK,Regionalhospital Silkeborg,NA,NA,unknown,accepted
2009-018086-12-NL,Isala,NA,NA,unknown,accepted
2009-018087-10-SE,Karolinska University Hospital,Karolinska University Hospital,Karolinska University Hospital,hospital,accepted
2009-018090-30-FR,Institut Claudius Regaud,NA,NA,unknown,accepted
2009-018091-34-GR,Novartis,Novartis,Novartis,industry,accepted
2009-018092-14-DE,Krankenhaus Nordwest gGmbH,NA,NA,unknown,accepted
2009-018095-33-FR,Institut Pasteur,NA,NA,unknown,accepted
2009-018097-64-DE,GSK,GSK,GSK,industry,accepted
2009-018101-52-CZ,Novartis,Novartis,Novartis,unknown,accepted
2009-018102-22-FR,Pierre Fabre,Pierre Fabre,Pierre Fabre,industry,accepted
2009-018103-40-ES,David Lpez Vaquero,NA,NA,unknown,accepted
2009-018108-17-AT,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,unknown,accepted
2009-018109-29-DE,Johnson & Johnson,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2009-018112-26-NL,Weleda,NA,NA,industry,accepted
2009-018117-40-FR,Novartis,Novartis,Novartis,industry,accepted
2009-018118-21-CZ,Mundipharma,NA,NA,industry,accepted
2009-018119-14-GB,Cambridge University Hospitals NHS Foundation Trust,NA,NA,hospital,accepted
2009-018121-75-BE,Medivation,NA,NA,industry,accepted
2009-018123-32-DE,Medivation,NA,NA,industry,accepted
2009-018125-70-AT,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,unknown,accepted
2009-018137-37-GB,University College London,NA,NA,academic,accepted
2009-018139-98-FI,Ville-Valtteri Vlimki,NA,NA,unknown,accepted
2009-018141-20-AT,LEO Pharma,LEO Pharma,LEO Pharma,industry,accepted
2009-018143-25-SE,Västra Götalandsregionen,NA,NA,unknown,accepted
2009-018146-38-FR,Swedish Orphan Biovitrum,NA,NA,industry,accepted
2009-018148-45-IT,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2009-018153-23-GB,University Of Oxford,NA,NA,unknown,accepted
2009-018155-16-ES,Stallergenes,NA,NA,industry,accepted
2009-018157-23-AT,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2009-018161-12-BE,Shire,Takeda,Takeda,industry,accepted
2009-018162-34-NL,University Medical Center Groningen,NA,NA,unknown,accepted
2009-018166-36-FR,CHU de Poitiers,NA,NA,hospital,accepted
2009-018167-26-BE,Novartis,Novartis,Novartis,industry,accepted
2009-018168-81-DK,Merck Serono,Merck KGaA,Merck KGaA / EMD Serono,industry,accepted
2009-018169-12-FR,CHU de Nîmes,NA,NA,hospital,accepted
2009-018171-13-ES,Fundación Oncosur,NA,NA,unknown,accepted
2009-018172-33-AT,Sanofi,Sanofi,Sanofi,industry,accepted
2009-018173-31-BE,Population Health Research Institute,NA,NA,unknown,accepted
2009-018174-54-CZ,Novartis,Novartis,Novartis,industry,accepted
2009-018175-14-FR,Servier,Servier,Servier,industry,accepted
2009-018181-36-GB,University of Nottingham,NA,NA,unknown,accepted
2009-018182-13-ES,Ainara Aguirre Caballero,NA,NA,unknown,accepted
2009-018187-10-NL,Ziekenhuisgroep Twente,NA,NA,unknown,accepted
2009-018189-36-ES,CHU de Saint-Étienne,NA,NA,hospital,accepted
2009-018190-31-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2009-018191-34-DE,Follica,NA,NA,industry,accepted
2009-018194-31-GB,Pharmarama International,NA,NA,industry,accepted
2009-018195-33-ES,Centro de Investigacin Biomdica en Red en el rea de Salud Mental CIBERSAM,NA,NA,unknown,accepted
2009-018197-66-AT,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2009-018200-17-GB,University of Leicester,NA,NA,hospital,accepted
2009-018209-32-IT,Azienda Sanitaria Ospedaliera S. Giovanni Battista di Torino,NA,NA,unknown,accepted
2009-018212-26-FR,CHU de Besançon,NA,NA,unknown,accepted
2009-018214-19-FR,CHU de Nancy,NA,NA,unknown,accepted
2009-018215-53-NL,Sanofi,Sanofi,Sanofi,industry,accepted
2009-018218-21-DE,Menarini Ricerche,NA,NA,industry,accepted
2009-018228-14-BE,UZ Leuven,UZ Leuven,UZ Leuven,hospital,accepted
2009-018240-23-BE,Clovis Oncology,NA,NA,industry,accepted
2009-018245-21-DK,Rigshospitalet,Rigshospitalet,Rigshospitalet,unknown,accepted
2009-018246-38-NL,Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,NA,NA,hospital,accepted
2009-018247-24-IT,Azienda Ospedaliera San Gerardo di Monza,Azienda Ospedaliera San Gerardo di Monza,Azienda Ospedaliera San Gerardo di Monza,unknown,accepted
2009-018258-43-IT,Azienda Ospedaliero-Universitaria Careggi,NA,NA,unknown,accepted
2009-018266-35-BE,CHU de Limoges,NA,NA,hospital,accepted
2009-018267-27-ES,InfaCare Pharmaceutical,NA,NA,industry,accepted
2009-018269-11-FI,Pohjois-Karjalan keskussairaala,NA,NA,unknown,accepted
2009-018277-31-FR,CHU de Nîmes,NA,NA,hospital,accepted
2010-018233-21-NL,Leiden University Medical Center,NA,NA,unknown,accepted
2010-018235-17-DK,Rigshospitalet,Rigshospitalet,Rigshospitalet,unknown,accepted
2010-018249-78-GB,University of Nottingham,NA,NA,unknown,accepted
2010-018254-12-PT,Pfizer,Pfizer,Pfizer,industry,accepted
2010-018270-20-ES,Asociacin Andaluza de Hematologa y Hemoterapia,NA,NA,unknown,accepted
2010-018273-38-FR,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2010-018275-20-NL,Radboudumc,Radboudumc,Radboudumc,unknown,accepted
2010-018276-25-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2010-018279-99-DE,Otto-von-Guericke-Universität Magdeburg,NA,NA,unknown,accepted
2010-018283-16-BE,BHR Pharma,NA,NA,industry,accepted
2010-018284-42-NL,University Medical Center Groningen,NA,NA,unknown,accepted
2010-018285-23-GB,Kings College London / Guys and St.Thomas NHS Foundation Trust,NA,NA,hospital,accepted
2010-018295-24-DE,BMS,Bristol-Myers Squibb,BMS,industry,accepted
2010-018296-19-ES,Mara del Pino Alberiche Ruano,NA,NA,unknown,accepted
2010-018298-39-BE,UZ Leuven,UZ Leuven,UZ Leuven,unknown,accepted
2010-018300-85-BG,Menarini Ricerche,NA,NA,industry,accepted
2010-018301-11-FR,Centre chirurgical Marie Lannelongue,NA,NA,unknown,accepted
2010-018309-12-FR,Hôpital Ambroise Paré,NA,NA,hospital,accepted
2010-018311-15-DK,GE Healthcare,NA,NA,industry,accepted
2010-018313-29-GB,Photopharmica,NA,NA,industry,accepted
2010-018314-75-BE,Amgen,Amgen,Amgen,industry,accepted
2010-018315-15-BG,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2010-018316-32-HU,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2010-018318-62-HU,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2010-018319-13-BG,Galderma Research and Development,NA,NA,industry,accepted
2010-018320-10-BE,Actelion Pharmaceuticals,Actelion Pharmaceuticals,Actelion Pharmaceuticals,industry,accepted
2010-018322-40-BE,Actelion Pharmaceuticals,Actelion Pharmaceuticals,Actelion Pharmaceuticals,industry,accepted
2010-018324-13-IT,Consorzio per la Ricerca Oncologica,NA,NA,unknown,accepted
2010-018326-39-IE,Department of Genito-Urinary Medicine and Infectious Diseases,NA,NA,unknown,accepted
2010-018327-26-NL,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,unknown,accepted
2010-018329-20-FR,Teva,Teva,Teva,industry,accepted
2010-018331-18-GB,Roche,Roche,Roche,industry,accepted
2010-018332-41-DK,Dept. of Infectious diseases / virology University of Gothenburg,NA,NA,unknown,accepted
2010-018333-21-IT,IRCCS IRST Romagna,NA,NA,unknown,accepted
2010-018334-51-DE,Bavarian Nordic,NA,NA,industry,accepted
2010-018335-17-ES,Fundacin de la Universidad de Salamanca,NA,NA,academic,accepted
2010-018339-16-DE,GMIHO,NA,NA,unknown,accepted
2010-018340-14-GB,University of Nottingham,NA,NA,unknown,accepted
2010-018341-56-GB,University Of Oxford,NA,NA,unknown,accepted
2010-018342-31-IT,Azienda Ospedaliero-Universitaria Careggi,NA,NA,unknown,accepted
2010-018343-34-DE,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,unknown,accepted
2010-018345-64-IT,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2010-018350-13-BE,Abbott,Abbott,Abbott,industry,accepted
2010-018353-36-IT,Azienda Ospedaliera Ospedale Niguarda Ca' Granda,NA,NA,hospital,accepted
2010-018354-12-DE,Biocon,NA,NA,industry,accepted
2010-018355-10-DE,Almirall Hermal,NA,NA,industry,accepted
2010-018361-33-HU,Arrow Therapeutics,NA,NA,industry,accepted
2010-018363-42-IT,Istituto Nazionale per lo Studio e la Cura dei Tumori - Fondazione G. Pascale,NA,NA,foundation,accepted
2010-018365-34-FR,Raptor Therapeutics,NA,NA,industry,accepted
2010-018369-48-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2010-018370-21-DE,CESAR Central European Society for Anticancer Drug Research - EWIV,NA,NA,unknown,accepted
2010-018371-18-DE,Novartis,Novartis,Novartis,industry,accepted
2010-018373-38-FR,University of Birmingham,University Of Birmingham,University Of Birmingham,unknown,accepted
2010-018374-20-BE,Cardiome UK,NA,NA,unknown,accepted
2010-018375-22-BG,Roche,Roche,Roche,industry,accepted
2010-018377-38-NL,Leiden University Medical Center,NA,NA,unknown,accepted
2010-018379-70-ES,Fundacin PETHEMA,NA,NA,unknown,accepted
2010-018383-16-BE,Cephalon,NA,NA,industry,accepted
2010-018385-23-AT,Celgene,Bristol-Myers Squibb,BMS,industry,accepted
2010-018386-32-BE,Celgene,Bristol-Myers Squibb,BMS,industry,accepted
2010-018389-22-AT,GSK,GSK,GSK,industry,accepted
2010-018392-22-ES,GSK,GSK,GSK,industry,accepted
2010-018399-25-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2010-018401-10-BE,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Otsuka Pharmaceutical,industry,accepted
2010-018403-29-DK,Jrgen B. Dahl,NA,NA,unknown,accepted
2010-018405-12-LT,"Forest Research Institute, Inc.",NA,NA,industry,accepted
2010-018407-28-BG,Schering-Plough,Merck & Co.,MSD / Merck & Co.,industry,accepted
2010-018408-96-BG,Schering-Plough,Merck & Co.,MSD / Merck & Co.,industry,accepted
2010-018409-13-BG,Schering-Plough,Merck & Co.,MSD / Merck & Co.,industry,accepted
2010-018410-78-BG,Schering-Plough,Merck & Co.,MSD / Merck & Co.,industry,accepted
2010-018411-15-ES,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2010-018412-32-BE,GSK,GSK,GSK,industry,accepted
2010-018413-30-DE,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2010-018414-69-DE,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2010-018416-33-FR,Centre Hospitalier Universitaire de Lille,NA,NA,unknown,accepted
2010-018418-53-DE,Novartis,Novartis,Novartis,industry,accepted
2010-018419-14-DE,Novartis,Novartis,Novartis,industry,accepted
2010-018421-19-NL,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,hospital,accepted
2010-018430-48-ES,GEMCAD,NA,NA,unknown,accepted
2010-018431-18-BE,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2010-018435-18-GB,Papworth Hospital,NA,NA,hospital,accepted
2010-018436-41-AT,Bayer,Bayer,Bayer,industry,accepted
2010-018437-21-AT,Sanofi,Sanofi,Sanofi,industry,accepted
2010-018441-61-DE,Dr. Gerhard Mann chem.-pharm. Fabrik GmbH/ Bausch Lomb,NA,NA,industry,accepted
2010-018447-34-GB,Great Ormond Street Hospital For Children NHS Trust,NA,NA,hospital,accepted
2010-018448-15-DK,Hvidovre Hospital,NA,NA,hospital,accepted
2010-018450-12-SE,Agneta Blanck Olerup,NA,NA,unknown,accepted
2010-018454-13-BE,Laboratoires SMB,NA,NA,industry,accepted
2010-018456-27-IT,Azienda Ospedaliera Ospedali Galliera,NA,NA,unknown,accepted
2010-018466-22-GB,University Of Leeds,NA,NA,unknown,accepted
2010-018467-42-DE,University Medical Center Hamburg-Eppendorf,NA,NA,unknown,accepted
2010-018471-26-AT,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2010-018476-24-DE,Roche,Roche,Roche,industry,accepted
2010-018477-38-AT,CSL Behring,CSL Behring,CSL Behring,industry,accepted
2010-018478-19-ES,GEICO,NA,NA,unknown,accepted
2010-018480-42-DE,Baxter,Baxter,Baxter,industry,accepted
2010-018481-22-DE,Novartis,Novartis,Novartis,industry,accepted
2010-018485-24-CZ,BIOTEST,NA,NA,industry,accepted
2010-018486-37-SE,Kris-och Traumacentrum,NA,NA,unknown,accepted
2010-018487-16-DE,ViiV Healthcare,ViiV Healthcare,ViiV Healthcare,industry,accepted
2010-018490-38-DK,Aarhus University Hospital,Aarhus University Hospital,Aarhus University Hospital,unknown,accepted
2010-018491-24-NL,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,unknown,accepted
2010-018494-37-NL,HOVON,HOVON,HOVON,foundation,accepted
2010-018495-25-DK,Medicinsk Forskning,NA,NA,unknown,accepted
2010-018498-39-NL,Erasmus MC,NA,NA,unknown,accepted
2010-018501-10-BE,Bayer,Bayer,Bayer,industry,accepted
2010-018506-37-ES,M Isabel Fernndez Garca,NA,NA,unknown,accepted
2010-018517-29-DE,Otto-von-Guericke-Universität Magdeburg,NA,NA,unknown,accepted
2010-018518-56-BE,Eisai,Eisai,Eisai,industry,accepted
2010-018519-14-IT,Istituto Europeo di Oncologia,NA,NA,unknown,accepted
2010-018523-26-IT,Azienda Ospedaliero-Universitaria Spedali Civili di Brescia,NA,NA,unknown,accepted
2010-018524-58-DE,B. Braun Melsungen,NA,NA,industry,accepted
2010-018529-21-SE,Karolinska Institutet,NA,NA,unknown,accepted
2010-018531-17-GB,Central Manchester Foundation Hospitals Trust,NA,NA,hospital,accepted
2010-018532-40-BE,ViiV Healthcare,ViiV Healthcare,ViiV Healthcare,industry,accepted
2010-018534-44-CZ,Phytopharm,NA,NA,industry,accepted
