raw_sponsor,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status,match_score,match_source,match_reason,suggested_clean,n_trials
medac Gesellschaft fuer klinische Spezialprparate mbH,Medac Gesellschaft fuer klinische Spezialprapaerate mbH,NA,NA,NA,accepted,99,llm_reviewed,alias match: 'medac gesellschaft fuer klinische spezialprparate mbh' → 'Medac Gesellschaft fuer klinische Spezialprapaerate mbH',Medac Gesellschaft fuer klinische Spezialprapaerate mbH,1
QUALIPHAR NV,Qualiphar,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'qualiphar nv' → 'Qualiphar',Qualiphar,1
Ghent University Hospital / San Raffaele Hospital,Ghent University Hospital / San Raffaele Hospital,NA,NA,hospital,accepted,100,combined_preserved,combined multi-entity sponsor preserved without sub-entity collapse,Ghent University Hospital / San Raffaele Hospital,1
University of South Florida,University of South Florida,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'university of south florida' → 'University of South Florida',University of South Florida,1
"DEPARTMENT OF DERMATOLOGY, UNIVERSITY OF MODENA AND REGGIO EMILIA",NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,University Of Modena And Reggio Emilia,1
Barcelona Macula Foundation Research for Vision,Barcelona Macula Foundation,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'barcelona macula foundation research for vision' → 'Barcelona Macula Foundation',Barcelona Macula Foundation,1
"Department of Biomedical Engineering, Linkping University",Linköping University,NA,NA,unknown,accepted,98,llm_reviewed,alias match: 'linkping university' → 'Linköping University',Linköping University,1
Consorci Parc de Salut Mar de Barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'consorci parc de salut mar de barcelona' → 'Consorci Mar Parc de Salut de Barcelona',Consorci Mar Parc de Salut de Barcelona,1
Minna Honkila,Minna Honkila,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'minna honkila' → 'Minna Honkila',Minna Honkila,1
"First Department of Medicine, University of Szeged",University of Szeged,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'first department of medicine university of szeged' → 'University of Szeged',University of Szeged,1
F. Hoffmann-la roche Ltd,Roche,Roche,Roche,industry,accepted,98,manual,alias match: 'f hoffmann-la roche' → 'Roche',Roche,1
"Nora Therapeutics, Inc.",Nora Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'nora therapeutics inc' → 'Nora Therapeutics',Nora Therapeutics,1
Laboratoires Leurquin Mediolanum S.A.S.,Laboratoires Leurquin Mediolanum S.A.S.,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'laboratoires leurquin mediolanum s a s' → 'Laboratoires Leurquin Mediolanum S.A.S.',Laboratoires Leurquin Mediolanum S.A.S.,1
University or Troms,University of Troms,NA,NA,unknown,accepted,95,final_family_map,entity-family match: troms university → 'University of Troms',University of Troms,1
Clinica Medica 5,Clinica Medica 5,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'clinica medica 5' → 'Clinica Medica 5',Clinica Medica 5,1
River Vision Development Corporation,River Vision Development,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'river vision development corporation' → 'River Vision Development',River Vision Development,1
"Rigshospitalet, Department of Oncology",NA,NA,NA,unknown,unknown,0,NA,generic department label without parent institution,Rigshospitalet,1
FONDAZIONE NEOPLASIE SANGUE ONLUS FO.NE.SA. Onlus,FO.NE.SA.Onlus,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'fondazione neoplasie sangue onlus fo ne sa onlus' → 'FO.NE.SA.Onlus',FO.NE.SA.Onlus,1
Fondazione Neureca Onlus,Fondazione Neureca Onlus,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'fondazione neureca onlus' → 'Fondazione Neureca Onlus',Fondazione Neureca Onlus,1
"Daiichi Sankyo , Inc",Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,industry,accepted,99,manual,alias match: 'daiichi sankyo inc' → 'Daiichi Sankyo',Daiichi Sankyo,1
Laboratorios LETI S.L.U,Laboratorios Leti,NA,NA,industry,accepted,99,llm_reviewed,alias match: 'laboratorios leti s l u' → 'Laboratorios Leti',Laboratorios Leti,1
Jan van Breemen Research Institute Reade and VU University Medical Centre,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,hospital,accepted,99,llm_reviewed,alias match: 'jan van breemen research institute reade and vu university medical centre' → 'Amsterdam UMC',Amsterdam UMC,1
IRCCS Policlinico San Donato,Policlinico San Donato S.p.A.,NA,NA,hospital,accepted,95,final_family_map,entity-family match: irccs san donato hospital → 'Policlinico San Donato S.p.A.',Policlinico San Donato S.p.A.,1
University Hospital Zrich,Universitätsspital Zürich,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'university hospital zrich' → 'Universitätsspital Zürich',Universitätsspital Zürich,1
"Ferrer Internacional, SA",Ferrer Internacional,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ferrer internacional sa' → 'Ferrer Internacional',Ferrer Internacional,1
"rijnstate hospital, the netherlands",NA,NA,NA,NA,review,92,final_family_map,ambiguous entity-family match: rijnstate hospital,Rijnstate Hospital,1
IKF Klinische Krebsforschung GmbH am Krankenhaus Nordwest gGmbH,Krankenhaus Nordwest gGmbH,NA,NA,unknown,accepted,95,final_family_map,entity-family match: ikf klinische krebsforschung nordwest ggmbh hospital → 'Krankenhaus Nordwest gGmbH',Krankenhaus Nordwest gGmbH,1
Department of Neurology,NA,NA,NA,unknown,unknown,0,NA,generic department label without parent institution,Department Of,1
German Foundation for Chronically Ill,German Foundation for Chronically Ill,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'german foundation for chronically ill' → 'German Foundation for Chronically Ill',German Foundation for Chronically Ill,1
Jules Borde Institute,Institut Jules Bordet,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'jules borde institute' → 'Institut Jules Bordet',Institut Jules Bordet,1
Unfallkrankenhaus Salzburg,Unfallkrankenhaus Salzburg,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'unfallkrankenhaus salzburg' → 'Unfallkrankenhaus Salzburg',Unfallkrankenhaus Salzburg,1
Fundaci Instituto de Investigacin Biomdica de Bellvitge Fundaci IDIBELL,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'fundaci instituto de investigacin biomdica de bellvitge fundaci idibell' → 'Hospital Universitari de Bellvitge - IDIBELL',Hospital Universitari de Bellvitge - IDIBELL,1
"Haukeland Universitetssykehus, Helse Bergen, Barneklinikken",Helse Bergen HF,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'haukeland universitetssykehus helse bergen barneklinikken' → 'Helse Bergen HF',Helse Bergen HF,1
Iniciativa Andaluza en Terapias Avanzadas-Fundacin Pblica Andaluza Progreso y Salud,Iniciativa Andaluza en Terapias Avanzadas-Fundacin Pblica Andaluza Progreso y Salud,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'iniciativa andaluza en terapias avanzadas-fundacin pblica andaluza progreso y salud' → 'Iniciativa Andaluza en Terapias Avanzadas-Fundacin Pblica Andaluza Progreso y Salud',Iniciativa Andaluza en Terapias Avanzadas-Fundacin Pblica Andaluza Progreso y Salud,1
Rigel Pharmaceuticals Inc,Rigel Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'rigel pharmaceuticals inc' → 'Rigel Pharmaceuticals',Rigel Pharmaceuticals,1
Fondazione IRCCS IStituto Nazionale dei Tumori,IRCCS Istituto Nazionale dei Tumori,NA,NA,foundation,accepted,99,manual,alias match: 'fondazione irccs istituto nazionale dei tumori' → 'IRCCS Istituto Nazionale dei Tumori',IRCCS Istituto Nazionale dei Tumori,1
Research and Development University Hospital of North Staffordshire / Keele University,Keele University / University Hospital of North Staffordshire NHS Trust,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'research and development university hospital of north staffordshire / keele university' → 'Keele University / University Hospital of North Staffordshire NHS Trust',Keele University / University Hospital of North Staffordshire NHS Trust,1
"Odense University Hospital, Department of Neurology",Odense University Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: odense neurology hospital → 'Odense University Hospital',Odense University Hospital,1
department of experimental and clinical medicine F. Magrassi,Department of experimental and clincial medicine F. Magrassi,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'department of experimental and clinical medicine f magrassi' → 'Department of experimental and clincial medicine F. Magrassi',Department of experimental and clincial medicine F. Magrassi,1
Multiplex Pharma Holdings LLC,Multiplex Pharma Holdings,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'multiplex pharma holdings llc' → 'Multiplex Pharma Holdings',Multiplex Pharma Holdings,1
TARGEON,TARGEON,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'targeon' → 'TARGEON',TARGEON,1
European Society for Blood and Marrow Transplantation,EBMT,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'european society for blood and marrow transplantation' → 'EBMT',EBMT,1
Ospedale San Raffaele di Milano,Ospedale San Raffaele,Ospedale San Raffaele,Ospedale San Raffaele,hospital,accepted,98,manual,alias match: 'ospedale san raffaele' → 'Ospedale San Raffaele',Ospedale San Raffaele,1
Ultragenyx Pharmaceuticals Inc.,Ultragenyx Pharmaceutical,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ultragenyx pharmaceuticals inc' → 'Ultragenyx Pharmaceutical',Ultragenyx Pharmaceutical,1
"Radboud University Medical Centre, department of Psychiatry",Radboudumc,Radboudumc,Radboudumc,hospital,accepted,95,final_family_map,entity-family match: radboud psychiatry hospital → 'Radboudumc',Radboudumc,1
"Skne University Hospital, Region Skne",Skåne University Hospital,NA,NA,hospital,accepted,98,manual,alias match: 'skne university hospital' → 'Skåne University Hospital',Skåne University Hospital,1
"DIATER, Laboratorio de Diagnstico y Aplicaciones Teraputicas, S.A.",Diater Laboratorio de Diagnóstico y Aplicaciones Terapéuticas,NA,NA,industry,accepted,99,llm_reviewed,alias match: 'diater laboratorio de diagnstico y aplicaciones teraputicas s a' → 'Diater Laboratorio de Diagnóstico y Aplicaciones Terapéuticas',Diater Laboratorio de Diagnóstico y Aplicaciones Terapéuticas,1
"The Fertility Clinic, Skive regional Hospital","The Fertility Clinic, Sygehus Viborg Skive",NA,NA,hospital,accepted,99,llm_reviewed,"alias match: 'the fertility clinic skive regional hospital' → 'The Fertility Clinic, Sygehus Viborg Skive'","The Fertility Clinic, Sygehus Viborg Skive",1
Fundacion para La Investigacin Biomdica Hospital Universitario La Paz FIBHULP,Fundación para la Investigación Biomédica del Hospital Universitario La Paz,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'fundacion para la investigacin biomdica hospital universitario la paz fibhulp' → 'Fundación para la Investigación Biomédica del Hospital Universitario La Paz',Fundación para la Investigación Biomédica del Hospital Universitario La Paz,1
Fundacio Parc Taul,Fundació Parc Taulí,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'fundacio parc taul' → 'Fundació Parc Taulí',Fundació Parc Taulí,1
Dr. Daniel Podzamczer Palter. Hospital Univesitari de Bellvitge. Unidad de VIH.,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'dr daniel podzamczer palter hospital univesitari de bellvitge unidad de vih' → 'Hospital Universitari de Bellvitge - IDIBELL',Hospital Universitari de Bellvitge - IDIBELL,1
"Oslo University Hospital, Division of Emergencies and Critical Care",Oslo University Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: oslo emergencies critical care hospital → 'Oslo University Hospital',Oslo University Hospital,1
"Dept of Plastic Surgery, Breast Surgery  Burns",NA,NA,NA,unknown,unknown,0,NA,generic department label without parent institution,Dept Of Plastic Surgery Breast Surgery Burns,1
GSO Global Clinical Research B.V.,GSO Global Clinical Research,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'gso global clinical research b v' → 'GSO Global Clinical Research',GSO Global Clinical Research,1
Alexion Pharmaceuticals Inc,Alexion,AstraZeneca,AstraZeneca,industry,accepted,98,manual,alias match: 'alexion pharmaceuticals' → 'Alexion',Alexion,1
Medical University Greifswald,Universitätsmedizin Greifswald,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'medical university greifswald' → 'Universitätsmedizin Greifswald',Universitätsmedizin Greifswald,1
"Universittsklinikum Essen, Westdeutsches Tumorzentrum",Universitaetsklinikum Essen,Universitätsklinikum Essen,Universitätsklinikum Essen,unknown,accepted,96,manual,alias match: 'universittsklinikum essen' → 'Universitaetsklinikum Essen',Universitaetsklinikum Essen,1
KUleuven,KU Leuven,KU Leuven,KU Leuven,academic,accepted,99,manual,alias match: 'kuleuven' → 'KU Leuven',KU Leuven,1
UniversittsSpital Zrich,Universitätsspital Zürich,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'universittsspital zrich' → 'Universitätsspital Zürich',Universitätsspital Zürich,1
A.I.E.O.P.,A.I.E.O.P. - Associazione Italiana Ematologia Oncologia Pediatrica,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'a i e o p' → 'A.I.E.O.P. - Associazione Italiana Ematologia Oncologia Pediatrica',A.I.E.O.P. - Associazione Italiana Ematologia Oncologia Pediatrica,1
MSD Belgium BVBA/SPRL,MSD Belgium BVBA/SPRL,NA,NA,unknown,accepted,100,combined_preserved,combined multi-entity sponsor preserved without sub-entity collapse,MSD Belgium BVBA/SPRL,1
ATVB Verein,ATVB Verein,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'atvb verein' → 'ATVB Verein',ATVB Verein,1
Gregers Gautier Hermann,Gregers Gautier Hermann,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'gregers gautier hermann' → 'Gregers Gautier Hermann',Gregers Gautier Hermann,1
"Merck Sharp  Dohme Corp., a subsidary of Merck  Co.",MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted,97,manual,alias match: 'merck sharp dohme' → 'MSD',MSD,1
ous,ous,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ous' → 'ous',ous,1
"Arbor Pharmaceuticals, LLC.",Arbor Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'arbor pharmaceuticals llc' → 'Arbor Pharmaceuticals',Arbor Pharmaceuticals,1
Prima BioMed Ltd,Prima BioMed,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'prima biomed ltd' → 'Prima BioMed',Prima BioMed,1
"University Hospitals Coventry and Warwickshire NHS Trust / University of Warwick, Research Support Services","University Hospitals Coventry and Warwickshire NHS Trust / University of Warwick, Research Support Services",NA,NA,hospital,accepted,100,combined_preserved,combined multi-entity sponsor preserved without sub-entity collapse,"University Hospitals Coventry and Warwickshire NHS Trust / University of Warwick, Research Support Services",1
"Dipartimento di Medicina, Universit di Perugia",Università degli Studi di Perugia,NA,NA,academic,accepted,99,llm_reviewed,alias match: 'dipartimento di medicina universit di perugia' → 'Università degli Studi di Perugia',Università degli Studi di Perugia,1
Pherecydes Pharma SA,Pherecydes Pharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'pherecydes pharma sa' → 'Pherecydes Pharma',Pherecydes Pharma,1
Academic MS Center Limburg,Academic MS Center Limburg,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'academic ms center limburg' → 'Academic MS Center Limburg',Academic MS Center Limburg,1
INSTITUT PAOLI CALMETTES,Institut Paoli Calmette,NA,NA,unknown,accepted,94,ctis_businesskey,alias match: 'institut paoli calmettes' → 'Institut Paoli Calmette',Institut Paoli Calmette,1
Prof. Peter Licht,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Prof Peter Licht,1
"Cardioxyl Pharmaceuticals, Inc.",Cardioxyl Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'cardioxyl pharmaceuticals inc' → 'Cardioxyl Pharmaceuticals',Cardioxyl Pharmaceuticals,1
Asociacin Instituto Biodonostia,Asociacion Instituto Biogipuzkoa,NA,NA,unknown,accepted,95,final_family_map,entity-family match: asociacin biodonostia institute → 'Asociacion Instituto Biogipuzkoa',Asociacion Instituto Biogipuzkoa,1
Department of Medicine and Endocrinology,Department of Medicine and Endocrinology,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'department of medicine and endocrinology' → 'Department of Medicine and Endocrinology',Department of Medicine and Endocrinology,1
"Azienda Ospedaliera, Polo Universitario Luigi Sacco, Milano",Ospedale Luigi Sacco - Azienda Ospedaliera-Polo Universitario,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'azienda ospedaliera polo universitario luigi sacco milano' → 'Ospedale Luigi Sacco - Azienda Ospedaliera-Polo Universitario',Ospedale Luigi Sacco - Azienda Ospedaliera-Polo Universitario,1
"ProFibrix, A wholly owned subsidary of the Medicines Company",The Medicines Company,NA,NA,unknown,accepted,100,containment:llm_reviewed,alias containment: 'the medicines company' → 'The Medicines Company',The Medicines Company,1
Ortopdkirurgisk afdeling Odense Universitetshospital,Odense University Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: ortopdkirurgisk odense hospital → 'Odense University Hospital',Odense University Hospital,1
GEINO,GEINO,NA,NA,cooperative_group,accepted,99,llm_reviewed,alias match: 'geino' → 'GEINO',GEINO,1
