"register","raw","normalised","n_trials","changed"
"EUCTR","10028395 - Musculoskeletal and connective tissue disorders / 10029205 - Nervous system disorders","Musculoskeletal and connective tissue disorders / Nervous system disorders",2,TRUE
"EUCTR","10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps / 10038604 - Reproductive system and breast disorders","Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Reproductive system and breast disorders",2,TRUE
"EUCTR","10029205 - Nervous system disorders / 10037175 - Psychiatric disorders","Nervous system disorders / Psychiatric disorders",2,TRUE
"EUCTR","100000004848 / 100000004850","Investigations / Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004848 / 100000004851","Investigations / Blood and lymphatic system disorders",1,TRUE
"EUCTR","100000004848 / 100000004858 / 10021881 - Infections and infestations / 10042613 - Surgical and medical procedures","Investigations / Skin and subcutaneous tissue disorders / Infections and infestations / Surgical and medical procedures",1,TRUE
"EUCTR","100000004848 / 100000004861","Investigations / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004848 / 100000004864","Investigations / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004848 / 100000004864 / 10022891 - Investigations / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Investigations / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004848 / 100000004865 / 10022891 - Investigations / 10042613 - Surgical and medical procedures","Investigations / Surgical and medical procedures",1,TRUE
"EUCTR","100000004848 / 100000004871","Investigations / Hepatobiliary disorders",1,TRUE
"EUCTR","100000004848 / 100000074171","Investigations",1,TRUE
"EUCTR","100000004848 / 10007541 - Cardiac disorders","Investigations / Cardiac disorders",1,TRUE
"EUCTR","100000004848 / 10021881 - Infections and infestations","Investigations / Infections and infestations",1,TRUE
"EUCTR","100000004848 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Investigations / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004849 / 100000004850","Cardiac disorders / Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004849 / 100000004855","Cardiac disorders / Respiratory, thoracic and mediastinal disorders",1,TRUE
"EUCTR","100000004849 / 100000004857 / 100000004861","Cardiac disorders / Renal and urinary disorders / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004849 / 100000004857 / 10022891 - Investigations","Cardiac disorders / Renal and urinary disorders / Investigations",1,TRUE
"EUCTR","100000004849 / 100000004863 / 100000004869 / 10042613 - Surgical and medical procedures","Cardiac disorders / Injury, poisoning and procedural complications / Social circumstances / Surgical and medical procedures",1,TRUE
"EUCTR","100000004849 / 10007541 - Cardiac disorders / 10027433 - Metabolism and nutrition disorders","Cardiac disorders / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004849 / 10038359 - Renal and urinary disorders","Cardiac disorders / Renal and urinary disorders",1,TRUE
"EUCTR","100000004850 / 100000004851","Congenital, familial and genetic disorders / Blood and lymphatic system disorders",1,TRUE
"EUCTR","100000004850 / 100000004851 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Congenital, familial and genetic disorders / Blood and lymphatic system disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004850 / 100000004864","Congenital, familial and genetic disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004850 / 100000004864 / 10010331 - Congenital, familial and genetic disorders","Congenital, familial and genetic disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004850 / 100000004864 / 10021428 - Immune system disorders","Congenital, familial and genetic disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Immune system disorders",1,TRUE
"EUCTR","100000004850 / 100000004870","Congenital, familial and genetic disorders / Immune system disorders",1,TRUE
"EUCTR","100000004850 / 100000004871 / 200000003094","Congenital, familial and genetic disorders / Hepatobiliary disorders",1,TRUE
"EUCTR","100000004850 / 100000011955","Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004850 / 100000012386 / 10027433 - Metabolism and nutrition disorders","Congenital, familial and genetic disorders / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004850 / 10001806 - Alpha-1 anti-trypsin deficiency","Congenital, familial and genetic disorders / Alpha-1 anti-trypsin deficiency",1,TRUE
"EUCTR","100000004850 / 10010331 - Congenital, familial and genetic disorders / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Congenital, familial and genetic disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004850 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Congenital, familial and genetic disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004850 / 200000003094","Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004851 / 100000004864 / 10005329 - Blood and lymphatic system disorders / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Blood and lymphatic system disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004851 / 100000004943","Blood and lymphatic system disorders",1,TRUE
"EUCTR","100000004851 / 100000004943 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Blood and lymphatic system disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004851 / 100000012844","Blood and lymphatic system disorders",1,TRUE
"EUCTR","100000004851 / 100000012871","Blood and lymphatic system disorders",1,TRUE
"EUCTR","100000004851 / 10005329 - Blood and lymphatic system disorders","Blood and lymphatic system disorders",1,TRUE
"EUCTR","100000004851 / 10010331 - Congenital, familial and genetic disorders","Blood and lymphatic system disorders / Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004851 / 10017947 - Gastrointestinal disorders","Blood and lymphatic system disorders / Gastrointestinal disorders",1,TRUE
"EUCTR","100000004851 / 10022891 - Investigations / 10027433 - Metabolism and nutrition disorders","Blood and lymphatic system disorders / Investigations / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004851 / 10042613 - Surgical and medical procedures","Blood and lymphatic system disorders / Surgical and medical procedures",1,TRUE
"EUCTR","100000004852 / 100000004863","Nervous system disorders / Injury, poisoning and procedural complications",1,TRUE
"EUCTR","100000004852 / 100000004865","Nervous system disorders / Surgical and medical procedures",1,TRUE
"EUCTR","100000004852 / 100000004866","Nervous system disorders / Vascular disorders",1,TRUE
"EUCTR","100000004852 / 100000004866 / 10007541 - Cardiac disorders","Nervous system disorders / Vascular disorders / Cardiac disorders",1,TRUE
"EUCTR","100000004852 / 100000004873","Nervous system disorders / Psychiatric disorders",1,TRUE
"EUCTR","100000004852 / 100000004938","Nervous system disorders",1,TRUE
"EUCTR","100000004852 / 10010331 - Congenital, familial and genetic disorders / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Nervous system disorders / Congenital, familial and genetic disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004852 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Nervous system disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004852 / 10029205 - Nervous system disorders / 10037175 - Psychiatric disorders","Nervous system disorders / Psychiatric disorders",1,TRUE
"EUCTR","100000004853 / 100000004870","Eye disorders / Immune system disorders",1,TRUE
"EUCTR","100000004853 / 100000161390","Eye disorders",1,TRUE
"EUCTR","100000004853 / 10010331 - Congenital, familial and genetic disorders","Eye disorders / Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004853 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Eye disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004853 / 10042613 - Surgical and medical procedures","Eye disorders / Surgical and medical procedures",1,TRUE
"EUCTR","100000004855 / 100000004862 / 10021881 - Infections and infestations","Respiratory, thoracic and mediastinal disorders / Infections and infestations",1,TRUE
"EUCTR","100000004855 / 100000004864 / 100000004866 / 100000004867 / 100000004870","Respiratory, thoracic and mediastinal disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Vascular disorders / General disorders and administration site conditions / Immune system disorders",1,TRUE
"EUCTR","100000004855 / 100000004864 / 100000004866 / 100000004867 / 100000004870 / 100000015470 / 100000018094 / 100000023163 / 100000109234 / 100000140455 / 100000171039","Respiratory, thoracic and mediastinal disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Vascular disorders / General disorders and administration site conditions / Immune system disorders",1,TRUE
"EUCTR","100000004855 / 100000004870","Respiratory, thoracic and mediastinal disorders / Immune system disorders",1,TRUE
"EUCTR","100000004855 / 100000015472","Respiratory, thoracic and mediastinal disorders",1,TRUE
"EUCTR","100000004855 / 10021881 - Infections and infestations","Respiratory, thoracic and mediastinal disorders / Infections and infestations",1,TRUE
"EUCTR","100000004855 / 10038359 - Renal and urinary disorders","Respiratory, thoracic and mediastinal disorders / Renal and urinary disorders",1,TRUE
"EUCTR","100000004856 / 100000016693","Gastrointestinal disorders",1,TRUE
"EUCTR","100000004856 / 100000016726","Gastrointestinal disorders",1,TRUE
"EUCTR","100000004856 / 10021428 - Immune system disorders","Gastrointestinal disorders / Immune system disorders",1,TRUE
"EUCTR","100000004856 / 10022891 - Investigations","Gastrointestinal disorders / Investigations",1,TRUE
"EUCTR","100000004856 / 10027433 - Metabolism and nutrition disorders","Gastrointestinal disorders / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004856 / 10028395 - Musculoskeletal and connective tissue disorders","Gastrointestinal disorders / Musculoskeletal and connective tissue disorders",1,TRUE
"EUCTR","100000004856 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Gastrointestinal disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004856 / 10029205 - Nervous system disorders / 10040785 - Skin and subcutaneous tissue disorders","Gastrointestinal disorders / Nervous system disorders / Skin and subcutaneous tissue disorders",1,TRUE
"EUCTR","100000004857 / 100000004862","Renal and urinary disorders / Infections and infestations",1,TRUE
"EUCTR","100000004857 / 100000004862 / 100000004865","Renal and urinary disorders / Infections and infestations / Surgical and medical procedures",1,TRUE
"EUCTR","100000004857 / 100000004862 / 10022891 - Investigations / 10041244 - Social circumstances","Renal and urinary disorders / Infections and infestations / Investigations / Social circumstances",1,TRUE
"EUCTR","100000004857 / 100000004865 / 10021428 - Immune system disorders","Renal and urinary disorders / Surgical and medical procedures / Immune system disorders",1,TRUE
"EUCTR","100000004857 / 100000004866 / 10038359 - Renal and urinary disorders / 10047065 - Vascular disorders","Renal and urinary disorders / Vascular disorders",1,TRUE
"EUCTR","100000004857 / 100000012950","Renal and urinary disorders",1,TRUE
"EUCTR","100000004857 / 100000017419","Renal and urinary disorders",1,TRUE
"EUCTR","100000004857 / 10005329 - Blood and lymphatic system disorders","Renal and urinary disorders / Blood and lymphatic system disorders",1,TRUE
"EUCTR","100000004857 / 10010331 - Congenital, familial and genetic disorders","Renal and urinary disorders / Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004857 / 10014698 - Endocrine disorders","Renal and urinary disorders / Endocrine disorders",1,TRUE
"EUCTR","100000004857 / 10021881 - Infections and infestations","Renal and urinary disorders / Infections and infestations",1,TRUE
"EUCTR","100000004857 / 10047065 - Vascular disorders","Renal and urinary disorders / Vascular disorders",1,TRUE
"EUCTR","100000004858 / 100000004864","Skin and subcutaneous tissue disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004858 / 100000004870 / 10038738 - Respiratory, thoracic and mediastinal disorders","Skin and subcutaneous tissue disorders / Immune system disorders / Respiratory, thoracic and mediastinal disorders",1,TRUE
"EUCTR","100000004858 / 100000018190","Skin and subcutaneous tissue disorders",1,TRUE
"EUCTR","100000004858 / 10017947 - Gastrointestinal disorders / 10028395 - Musculoskeletal and connective tissue disorders","Skin and subcutaneous tissue disorders / Gastrointestinal disorders / Musculoskeletal and connective tissue disorders",1,TRUE
"EUCTR","100000004858 / 10028395 - Musculoskeletal and connective tissue disorders","Skin and subcutaneous tissue disorders / Musculoskeletal and connective tissue disorders",1,TRUE
"EUCTR","100000004858 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Skin and subcutaneous tissue disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004859 / 100000004866","Musculoskeletal and connective tissue disorders / Vascular disorders",1,TRUE
"EUCTR","100000004859 / 100000004867","Musculoskeletal and connective tissue disorders / General disorders and administration site conditions",1,TRUE
"EUCTR","100000004859 / 10010331 - Congenital, familial and genetic disorders","Musculoskeletal and connective tissue disorders / Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004859 / 10028395 - Musculoskeletal and connective tissue disorders / 10038738 - Respiratory, thoracic and mediastinal disorders","Musculoskeletal and connective tissue disorders / Respiratory, thoracic and mediastinal disorders",1,TRUE
"EUCTR","100000004859 / 10038738 - Respiratory, thoracic and mediastinal disorders","Musculoskeletal and connective tissue disorders / Respiratory, thoracic and mediastinal disorders",1,TRUE
"EUCTR","100000004860 / 100000004861","Endocrine disorders / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004860 / 10015919 - Eye disorders","Endocrine disorders / Eye disorders",1,TRUE
"EUCTR","100000004860 / 10027433 - Metabolism and nutrition disorders","Endocrine disorders / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004861 / 100000004865","Metabolism and nutrition disorders / Surgical and medical procedures",1,TRUE
"EUCTR","100000004861 / 100000019435","Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004861 / 100000019513","Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004861 / 100000072461 / 10027433 - Metabolism and nutrition disorders","Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004861 / 10010331 - Congenital, familial and genetic disorders","Metabolism and nutrition disorders / Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004861 / 10020638 - Hyperglycaemic conditions NEC / 10037175 - Psychiatric disorders","Metabolism and nutrition disorders / Hyperglycaemic conditions NEC / Psychiatric disorders",1,TRUE
"EUCTR","100000004861 / 10027433 - Metabolism and nutrition disorders / 10038359 - Renal and urinary disorders","Metabolism and nutrition disorders / Renal and urinary disorders",1,TRUE
"EUCTR","100000004861 / 10038359 - Renal and urinary disorders","Metabolism and nutrition disorders / Renal and urinary disorders",1,TRUE
"EUCTR","100000004862 / 100000004864","Infections and infestations / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004862 / 100000004865","Infections and infestations / Surgical and medical procedures",1,TRUE
"EUCTR","100000004862 / 100000004866 / 100000004870 / 10015919 - Eye disorders / 10038359 - Renal and urinary disorders","Infections and infestations / Vascular disorders / Immune system disorders / Eye disorders / Renal and urinary disorders",1,TRUE
"EUCTR","100000004862 / 100000004866 / 10015919 - Eye disorders / 10038359 - Renal and urinary disorders","Infections and infestations / Vascular disorders / Eye disorders / Renal and urinary disorders",1,TRUE
"EUCTR","100000004862 / 100000004867 / 10022891 - Investigations","Infections and infestations / General disorders and administration site conditions / Investigations",1,TRUE
"EUCTR","100000004862 / 100000004871","Infections and infestations / Hepatobiliary disorders",1,TRUE
"EUCTR","100000004862 / 100000016609","Infections and infestations",1,TRUE
"EUCTR","100000004862 / 100000019905","Infections and infestations",1,TRUE
"EUCTR","100000004862 / 100000113915","Infections and infestations",1,TRUE
"EUCTR","100000004862 / 10010331 - Congenital, familial and genetic disorders","Infections and infestations / Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004862 / 10010331 - Congenital, familial and genetic disorders / 10021881 - Infections and infestations","Infections and infestations / Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004862 / 10018065 - General disorders and administration site conditions / 10022891 - Investigations","Infections and infestations / General disorders and administration site conditions / Investigations",1,TRUE
"EUCTR","100000004862 / 10018065 - General disorders and administration site conditions / 10036585 - Pregnancy, puerperium and perinatal conditions / 10042613 - Surgical and medical procedures","Infections and infestations / General disorders and administration site conditions / Pregnancy, puerperium and perinatal conditions / Surgical and medical procedures",1,TRUE
"EUCTR","100000004862 / 10021428 - Immune system disorders","Infections and infestations / Immune system disorders",1,TRUE
"EUCTR","100000004862 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Infections and infestations / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004862 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps / 10042613 - Surgical and medical procedures","Infections and infestations / Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Surgical and medical procedures",1,TRUE
"EUCTR","100000004863 / 100000004865 / 100000004867","Injury, poisoning and procedural complications / Surgical and medical procedures / General disorders and administration site conditions",1,TRUE
"EUCTR","100000004863 / 100000004873","Injury, poisoning and procedural complications / Psychiatric disorders",1,TRUE
"EUCTR","100000004863 / 10029205 - Nervous system disorders","Injury, poisoning and procedural complications / Nervous system disorders",1,TRUE
"EUCTR","100000004863 / 10042613 - Surgical and medical procedures","Injury, poisoning and procedural complications / Surgical and medical procedures",1,TRUE
"EUCTR","100000004864 / 100000004867","Neoplasms benign, malignant and unspecified (incl cysts and polyps) / General disorders and administration site conditions",1,TRUE
"EUCTR","100000004864 / 100000004870 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Immune system disorders",1,TRUE
"EUCTR","100000004864 / 100000005101 / 100000143528 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004864 / 100000012984","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004864 / 100000013002","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004864 / 100000013009 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004864 / 100000013103 / 100000013116","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004864 / 100000020819 / 100000020826","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004864 / 100000020826","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004864 / 100000020935","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004864 / 100000021126","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004864 / 10010331 - Congenital, familial and genetic disorders","Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000004864 / 10014698 - Endocrine disorders","Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Endocrine disorders",1,TRUE
"EUCTR","100000004864 / 10014698 - Endocrine disorders / 10017947 - Gastrointestinal disorders","Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Endocrine disorders / Gastrointestinal disorders",1,TRUE
"EUCTR","100000004864 / 10018065 - General disorders and administration site conditions","Neoplasms benign, malignant and unspecified (incl cysts and polyps) / General disorders and administration site conditions",1,TRUE
"EUCTR","100000004864 / 10022891 - Investigations / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Investigations",1,TRUE
"EUCTR","100000004865 / 100000004866","Surgical and medical procedures / Vascular disorders",1,TRUE
"EUCTR","100000004865 / 100000004867","Surgical and medical procedures / General disorders and administration site conditions",1,TRUE
"EUCTR","100000004865 / 100000004868","Surgical and medical procedures / Pregnancy, puerperium and perinatal conditions",1,TRUE
"EUCTR","100000004865 / 100000004870","Surgical and medical procedures / Immune system disorders",1,TRUE
"EUCTR","100000004865 / 10015919 - Eye disorders","Surgical and medical procedures / Eye disorders",1,TRUE
"EUCTR","100000004865 / 10021428 - Immune system disorders","Surgical and medical procedures / Immune system disorders",1,TRUE
"EUCTR","100000004865 / 10021881 - Infections and infestations","Surgical and medical procedures / Infections and infestations",1,TRUE
"EUCTR","100000004865 / 10022891 - Investigations","Surgical and medical procedures / Investigations",1,TRUE
"EUCTR","100000004865 / 10027433 - Metabolism and nutrition disorders","Surgical and medical procedures / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004865 / 10029205 - Nervous system disorders","Surgical and medical procedures / Nervous system disorders",1,TRUE
"EUCTR","100000004865 / 10038359 - Renal and urinary disorders","Surgical and medical procedures / Renal and urinary disorders",1,TRUE
"EUCTR","100000004866 / 100000004871","Vascular disorders / Hepatobiliary disorders",1,TRUE
"EUCTR","100000004866 / 100000013753","Vascular disorders",1,TRUE
"EUCTR","100000004866 / 100000023031","Vascular disorders",1,TRUE
"EUCTR","100000004866 / 10007541 - Cardiac disorders","Vascular disorders / Cardiac disorders",1,TRUE
"EUCTR","100000004866 / 10027433 - Metabolism and nutrition disorders","Vascular disorders / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004866 / 10027433 - Metabolism and nutrition disorders / 10047065 - Vascular disorders","Vascular disorders / Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000004866 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Vascular disorders / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004866 / 10029205 - Nervous system disorders","Vascular disorders / Nervous system disorders",1,TRUE
"EUCTR","100000004866 / 10038359 - Renal and urinary disorders","Vascular disorders / Renal and urinary disorders",1,TRUE
"EUCTR","100000004866 / 10038738 - Respiratory, thoracic and mediastinal disorders","Vascular disorders / Respiratory, thoracic and mediastinal disorders",1,TRUE
"EUCTR","100000004866 / 10042613 - Surgical and medical procedures","Vascular disorders / Surgical and medical procedures",1,TRUE
"EUCTR","100000004866 / 10047065 - Vascular disorders","Vascular disorders",1,TRUE
"EUCTR","100000004867 / 10005329 - Blood and lymphatic system disorders","General disorders and administration site conditions / Blood and lymphatic system disorders",1,TRUE
"EUCTR","100000004867 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","General disorders and administration site conditions / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004868 / 10038738 - Respiratory, thoracic and mediastinal disorders","Pregnancy, puerperium and perinatal conditions / Respiratory, thoracic and mediastinal disorders",1,TRUE
"EUCTR","100000004869 / 10037175 - Psychiatric disorders","Social circumstances / Psychiatric disorders",1,TRUE
"EUCTR","100000004870 / 10019805 - Hepatobiliary disorders / 10022891 - Investigations / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Immune system disorders / Hepatobiliary disorders / Investigations / Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000004871 / 10022117 - Injury, poisoning and procedural complications","Hepatobiliary disorders / Injury, poisoning and procedural complications",1,TRUE
"EUCTR","100000004871 / 10029205 - Nervous system disorders","Hepatobiliary disorders / Nervous system disorders",1,TRUE
"EUCTR","100000004872 / 10014698 - Endocrine disorders / 10038604 - Reproductive system and breast disorders","Reproductive system and breast disorders / Endocrine disorders",1,TRUE
"EUCTR","100000004872 / 10038604 - Reproductive system and breast disorders","Reproductive system and breast disorders",1,TRUE
"EUCTR","100000004873 / 100000024529","Psychiatric disorders",1,TRUE
"EUCTR","100000005053 / 100000015664 / 10021881 - Infections and infestations","Infections and infestations",1,TRUE
"EUCTR","100000005104",NA,1,TRUE
"EUCTR","100000005156",NA,1,TRUE
"EUCTR","100000009764 / 100000019132 / 100000022571 / 10042613 - Surgical and medical procedures","Surgical and medical procedures",1,TRUE
"EUCTR","100000011689",NA,1,TRUE
"EUCTR","100000011915",NA,1,TRUE
"EUCTR","100000012248",NA,1,TRUE
"EUCTR","100000012386",NA,1,TRUE
"EUCTR","100000012386 / 10010331 - Congenital, familial and genetic disorders","Congenital, familial and genetic disorders",1,TRUE
"EUCTR","100000012842 / 10005329 - Blood and lymphatic system disorders","Blood and lymphatic system disorders",1,TRUE
"EUCTR","100000012958 / 100000022080 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps / 10042613 - Surgical and medical procedures","Neoplasms benign, malignant and unspecified (incl cysts and polyps) / Surgical and medical procedures",1,TRUE
"EUCTR","100000013069",NA,1,TRUE
"EUCTR","100000013195 / 100000013206 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000013700",NA,1,TRUE
"EUCTR","100000013775",NA,1,TRUE
"EUCTR","100000014065",NA,1,TRUE
"EUCTR","100000014568",NA,1,TRUE
"EUCTR","100000014640",NA,1,TRUE
"EUCTR","100000014713",NA,1,TRUE
"EUCTR","100000014722 / 10027433 - Metabolism and nutrition disorders","Metabolism and nutrition disorders",1,TRUE
"EUCTR","100000014904",NA,1,TRUE
"EUCTR","100000014962",NA,1,TRUE
"EUCTR","100000014975 / 100000014995 / 100000015065 / 100000161411 / 10015919 - Eye disorders","Eye disorders",1,TRUE
"EUCTR","100000015490",NA,1,TRUE
"EUCTR","100000015833 / 100000017505 / 100000056053 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000015840 / 100000015841",NA,1,TRUE
"EUCTR","100000016656",NA,1,TRUE
"EUCTR","100000016908",NA,1,TRUE
"EUCTR","100000016926",NA,1,TRUE
"EUCTR","100000018018",NA,1,TRUE
"EUCTR","100000018188",NA,1,TRUE
"EUCTR","100000018188 / 10028395 - Musculoskeletal and connective tissue disorders","Musculoskeletal and connective tissue disorders",1,TRUE
"EUCTR","100000018190",NA,1,TRUE
"EUCTR","100000018190 / 10040785 - Skin and subcutaneous tissue disorders","Skin and subcutaneous tissue disorders",1,TRUE
"EUCTR","100000018432",NA,1,TRUE
"EUCTR","100000020174",NA,1,TRUE
"EUCTR","100000020806",NA,1,TRUE
"EUCTR","100000020819 / 100000115074",NA,1,TRUE
"EUCTR","100000020826",NA,1,TRUE
"EUCTR","100000020848 / 100000020895 / 100000020962",NA,1,TRUE
"EUCTR","100000020935 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000020977 / 100000020978 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000021045 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000021189 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000021566",NA,1,TRUE
"EUCTR","100000022097",NA,1,TRUE
"EUCTR","100000054373",NA,1,TRUE
"EUCTR","100000054936",NA,1,TRUE
"EUCTR","100000070575",NA,1,TRUE
"EUCTR","100000074171",NA,1,TRUE
"EUCTR","100000109842",NA,1,TRUE
"EUCTR","100000116602 / 10015919 - Eye disorders","Eye disorders",1,TRUE
"EUCTR","100000143675 / 10029104 - Neoplasms benign, malignant and unspecified incl cysts and polyps","Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,TRUE
"EUCTR","100000161833",NA,1,TRUE
"EUCTR","100000167503",NA,1,TRUE
"EUCTR","100000167584 / 10010331 - Congenital, familial and genetic disorders","Congenital, familial and genetic disorders",1,TRUE
