raw_sponsor,block_id,n_trials,block_size
NHS Greater Glasgow and Clyde / University of Glasgow,blk_00301,13,40
Omninvest Ltd.,blk_00302,13,2
"Pharma Mar, S.A.",blk_00206,13,34
"Queen Mary, University of London",blk_00148,13,25
SOFAR SPA,blk_00303,13,2
"Schering-Plough Research Institute, a Division of Schering Corporation",blk_00170,13,31
Solti Group,blk_00304,13,3
Steno Diabetes Center,blk_00171,13,14
Tampere University Hospital,blk_00305,13,9
Universitaet Muenster,blk_00306,13,5
Universitt zu Kln,blk_00307,13,2
Universittsklinikum Essen,blk_00308,13,14
University Hospital Of Clermont-Ferrand,blk_00094,13,12
Uppsala University Hospital,blk_00210,13,34
Vall D Hebron Institute Of Oncology,blk_00268,13,40
ABCSG Austrian Breast  Colorectal Cancer Study Group,blk_00309,12,14
Aarhus Universitet,blk_00036,12,40
Abivax,blk_00310,12,2
Acerta Pharma B.V.,blk_00311,12,3
Azienda Ospedaliero Universitaria Di Modena,blk_00312,12,11
Biogen Idec Ltd,blk_00037,12,20
Boehringer Ingelheim Austria GmbH,blk_00018,12,40
CHRU de Brest,blk_00230,12,8
CHU Angers,blk_00313,12,5
Centre Hospitalier Rgional et Universitaire de Lille,blk_00231,12,20
Chemo Research S.L.,blk_00314,12,4
Consorci Mar Parc De Salut De Barcelona,blk_00206,12,34
"Daiichi Sankyo, Inc.",blk_00069,12,23
European Myeloma Network B.V. / Emn Trial Office S.r.l. Impresa Sociale,blk_00315,12,17
F.Hoffmann-La Roche,blk_00006,12,40
FONDAZIONE IRCCS CA GRANDA OSPEDALE MAGGIORE POLICLINICO DI MILANO,blk_00233,12,12
Fdration Francophone de Cancrologie Digestive,blk_00316,12,5
Fujisawa GmbH,blk_00317,12,3
GUERBET,blk_00318,12,2
Gedeon Richter Plc.,blk_00319,12,9
Hopital Erasme,blk_00320,12,26
ISTITUTO NAZIONALE TUMORI - IRCCS FONDAZIONE PASCALE,blk_00073,12,32
ISTITUTO PER LINFANZIA BURLO GAROFOLO,blk_00321,12,5
Idorsia Pharmaceuticals Ltd,blk_00322,12,3
Institut Bergonie,blk_00323,12,3
Ipsen Pharma SAS,blk_00136,12,37
Istituto Romagnolo Per Lo Studio Dei Tumori Dino Amadori IRST S.r.l.,blk_00324,12,3
Janssen RD Ireland,blk_00235,12,5
Janssen Vaccines  Prevention B.V.,blk_00325,12,7
Karyopharm Therapeutics Inc.,blk_00326,12,3
Kings College London / Kings College Hospital NHS Foundation Trust,blk_00019,12,40
Klinikum der Universitt Mnchen,blk_00327,12,40
Laboratorios Leon Farma S.A.,blk_00226,12,40
MOLMED,blk_00328,12,4
Martin-Luther-Universitt Halle-Wittenberg,blk_00329,12,14
Medical University Innsbruck,blk_00282,12,40
Medical University Of Warsaw,blk_00330,12,3
Merck  Co. Inc.,blk_00005,12,40
Moorfields Eye Hospital NHS Foundation Trust,blk_00237,12,8
Mundipharma Research Limited,blk_00238,12,19
Nottingham University Hospitals NHS Trust,blk_00060,12,19
Novartis Vaccines and Diagnostics GmbH  Co. KG,blk_00001,12,40
Oxford Radcliffe Hospitals NHS Trust,blk_00025,12,35
Pharming Technologies B.V.,blk_00331,12,3
Pierre Fabre Medicament,blk_00056,12,33
Pirkanmaan hyvinvointialue,blk_00332,12,2
Sanofi-Synthelabo Recherche,blk_00333,12,10
"Schering-Plough Research Institute, a division of Schering Corporation",blk_00170,12,31
Schwarz Biosciences GmbH,blk_00334,12,7
St Stephens AIDS Trust,blk_00335,12,2
The Christie NHS Foundation Trust,blk_00336,12,7
The Institute of Cancer Research,blk_00093,12,29
United Therapeutics Corporation,blk_00337,12,11
University Hospital Heidelberg,blk_00338,12,40
University Hospitals Birmingham NHS Foundation Trust,blk_00035,12,36
AMC,blk_00339,11,19
ASTRAZENECA,blk_00002,11,40
AZIENDA OSPEDALIERA MAGGIORE DELLA CARITA DI NOVARA,blk_00340,11,4
AZIENDA SOCIO SANITARIA TERRITORIALE DEGLI  SPEDALI CIVILI DI BRESCIA,blk_00151,11,6
"Alkermes, Inc.",blk_00341,11,3
"Ardea Biosciences, Inc.",blk_00342,11,2
"Astellas Pharma Global Development, Inc. APGD",blk_00081,11,28
Azienda Ospedaliera Universitaria Integrata Verona,blk_00261,11,7
"BeiGene, Ltd.",blk_00343,11,8
BioCryst Pharmaceuticals Inc,blk_00344,11,5
Biogen Idec Limited,blk_00037,11,20
Biomarin Pharmaceutical Inc.,blk_00099,11,6
CHU CAEN,blk_00345,11,6
CHU de Limoges,blk_00346,11,7
CHU de Nice,blk_00118,11,11
CSL Limited,blk_00100,11,4
Centocor BV,blk_00263,11,2
Charit  Universittsmedizin Berlin,blk_00068,11,40
Chiesi Farmaceutici SpA,blk_00034,11,19
Eisai Ltd.,blk_00050,11,9
Erasmus University Medical Center,blk_00029,11,40
Exelixis Inc.,blk_00347,11,4
F.Hoffmann La-Roche Ltd,blk_00006,11,40
FONDAZIONE I.R.C.C.S. POLICLINICO SAN MATTEO,blk_00077,11,4
GW Research Ltd,blk_00296,11,8
Galderma RD,blk_00252,11,16
Gustave Roussy,blk_00054,11,5
"Imperial College, London",blk_00019,11,40
Institut Bergoni,blk_00348,11,2
Laboratoires SMB S.A.,blk_00349,11,4
"Medical University of Vienna, Department of Clinical Pharmacology",blk_00041,11,40
Mitsubishi Tanabe Pharma Corporation MTPC,blk_00350,11,10
Narodowy Instytut Onkologii Im. Marii Sklodowskiej-Curie Panstwowy Instytut Badawczy,blk_00224,11,8
Otsuka Pharmaceutical Development & Commercialization Inc.,blk_00063,11,13
"Pfizer, S.A.",blk_00010,11,40
Pharmacyclics LLC,blk_00351,11,5
Plymouth Hospitals NHS Trust,blk_00352,11,6
Reckitt Benckiser Healthcare UK Ltd,blk_00353,11,17
Region Skne,blk_00354,11,15
Royal Marsden Hospital,blk_00191,11,27
SOLTI,blk_00304,11,3
SOTIO a.s.,blk_00355,11,5
St. Olavs Hospital HF,blk_00047,11,36
Universittsklinikum Freiburg,blk_00356,11,21
Universittsklinikum Heidelberg,blk_00338,11,40
University Hospital Gent,blk_00182,11,5
University Hospital Leuven,blk_00022,11,39
University Medical Center Freiburg,blk_00356,11,21
University of Heidelberg,blk_00338,11,40
Viiv Healthcare UK Limited,blk_00172,11,9
Vstra Gtalandsregionen,blk_00357,11,4
Wyeth Pharmaceuticals France,blk_00107,11,40
Wyeth Research Division of Wyeth Pharmaceuticals Inc,blk_00107,11,40
ACADIA Pharmaceuticals Inc.,blk_00358,10,4
"AMAG Pharmaceuticals, Inc.",blk_00359,10,3
AOP Orphan Pharmaceuticals AG,blk_00360,10,6
AOU DI BOLOGNA POLICLINICO S.ORSOLA-MALPIGHI,blk_00020,10,8
ARCAGY,blk_00361,10,5
ASSISTANCE PUBLIQUE HOPITAUX DE MARSEILLE,blk_00008,10,40
AZIENDA OSPEDALIERA DI PARMA,blk_00362,10,7
AZIENDA OSPEDALIERA SAN GERARDO DI MONZA,blk_00363,10,10
Acadia Pharmaceuticals Inc.,blk_00358,10,4
Acceleron Pharma Inc.,blk_00364,10,3
Alfasigma S.p.A.,blk_00365,10,4
Allergopharma Joachim Ganzer KG,blk_00366,10,5
Assistance Publique Hopitaux de marseille,blk_00008,10,40
Astellas Pharma Europe Ltd,blk_00081,10,28
Autolus Limited,blk_00367,10,2
Biogen Idec Ltd.,blk_00037,10,20
Bionorica SE,blk_00368,10,4
Bioprojet,blk_00194,10,5
Bispebjerg University Hospital,blk_00122,10,28
CHU de Lige,blk_00369,10,8
Celgene International II Srl,blk_00030,10,15
"Cephalon, Inc.",blk_00370,10,6
Clinuvel Pharmaceuticals Limited,blk_00371,10,7
"Clovis Oncology, Inc.",blk_00372,10,5
Crinetics Pharmaceuticals Inc.,blk_00373,10,2
Dompe' Farmaceutici S.p.A.,blk_00374,10,5
F.Hoffmann-La Roche Ltd.,blk_00006,10,40
FNCLCC,blk_00375,10,3
FONDAZIONE IRCCS ISTITUTO NEUROLOGICO CARLO BESTA,blk_00223,10,5
Farmalider S.A.,blk_00376,10,4
Fundacin SEIMC-GESIDA,blk_00377,10,6
Fundacio Institut De Recerca De L Hospital De La Santa Creu I Sant Pau,blk_00135,10,11
GE Healthcare Limited,blk_00378,10,14
Genzyme Europe B.V.,blk_00088,10,10
HOSPITAL SANT JOAN DE DU,blk_00379,10,20
Health Protection Agency,blk_00380,10,3
Hopital Foch,blk_00381,10,3
Horizon Therapeutics Ireland Designated Activity Company,blk_00382,10,6
INSTITUT CURIE,blk_00224,10,8
IRCCS Istituto Giannina Gaslini,blk_00101,10,5
IST - ISTITUTO NAZIONALE PER LA RICERCA SUL CANCRO,blk_00073,10,32
ITALIAN SARCOMA GROUP,blk_00383,10,6
Inserm-ANRS,blk_00204,10,8
Institut Paoli-Calmettes,blk_00384,10,3
Institut Regional Du Cancer De Montpellier,blk_00197,10,19
Institut de Recerca HSCSP,blk_00385,10,4
International Breast Cancer Study Group IBCSG,blk_00309,10,14
KU Leuven - Drug Delivery and Disposition,blk_00205,10,24
KULeuven,blk_00205,10,24
Kowa Research Europe Ltd.,blk_00386,10,7
Laboratoires Tha,blk_00387,10,4
Manchester University NHS Foundation Trust,blk_00264,10,40
MannKind Corporation,blk_00388,10,2
Medical Center - University Of Freiburg,blk_00356,10,21
Medical University Vienna,blk_00041,10,40
"Millennium Pharmaceuticals, Inc",blk_00147,10,10
Nerviano Medical Sciences S.r.l.,blk_00389,10,5
Novartis Pharma S.A.S,blk_00001,10,40
Novartis Pharma Services,blk_00001,10,40
OSPEDALE S. RAFFAELE DI MILANO,blk_00051,10,19
PTC Therapeutics Inc.,blk_00283,10,6
Pfizer Limited,blk_00010,10,40
Pharvaris Netherlands B.V.,blk_00390,10,5
Procter  Gamble Pharmaceuticals,blk_00391,10,8
Queen Mary University London,blk_00148,10,25
Radboud University Medical Centre,blk_00061,10,31
Region Sjaelland,blk_00392,10,3
Region stergtland,blk_00393,10,9
SIGMA-TAU,blk_00394,10,6
"Samsung Bioepis Co., Ltd.",blk_00395,10,3
Sanofi Pasteur Inc.,blk_00132,10,17
Sanofi Pasteur MSD S.N.C.,blk_00132,10,17
Sanofi-Aventis Groupe,blk_00024,10,40
Sanofi-aventis recherche et dveloppement,blk_00033,10,40
Santen Oy,blk_00396,10,7
Shionogi B.V.,blk_00397,10,7
Tartu University Hospital,blk_00398,10,9
Teva Pharmaceutical Industries Ltd,blk_00089,10,23
The Newcastle upon Tyne Hospitals NHS Foundation Trust,blk_00179,10,21
Theravance Biopharma Ireland Limited,blk_00399,10,4
Tibotec Pharmaceuticals Limited,blk_00242,10,7
UCB Pharma SA,blk_00106,10,40
UMBERTO I - POLICLINICO DI ROMA,blk_00114,10,9
UMC St Radboud,blk_00042,10,36
Universitaetsklinikum Essen AöR,blk_00139,10,26
Universitaetsklinikum Schleswig-Holstein AöR,blk_00139,10,26
Universitetssjukhuset rebro,blk_00400,10,9
Universittsklinikum Tbingen,blk_00287,10,10
University College London UCL,blk_00019,10,40
University Hospital Essen,blk_00308,10,14
University Hospital of Montpellier,blk_00197,10,19
University of Oxford / Clinical Trials and Research Governance,blk_00025,10,35
VU university medical center,blk_00053,10,33
Vanda Pharmaceuticals Inc.,blk_00401,10,5
sanofi-aventis recherche  developpement,blk_00024,10,40
A.O. UNIVERSITARIA INTEGRATA DI VERONA,blk_00261,9,7
A.O.U. Universit degli Studi della Campania Luigi Vanvitelli,blk_00209,9,40
AGO Research GmbH,blk_00402,9,2
ANRS,blk_00403,9,7
AZIENDA OSPEDALIERA OSPEDALE S. SALVATORE,blk_00404,9,5
Ablynx NV,blk_00405,9,3
Academic Medical Center Amsterdam,blk_00042,9,36
Aeterna Zentaris GmbH,blk_00406,9,3
Agios Pharmaceuticals Inc.,blk_00407,9,3
Allergopharma GmbH  Co. KG,blk_00366,9,5
Alvotech Swiss AG,blk_00408,9,3
"Amsterdam UMC, location VUmc",blk_00042,9,36
Assistance Publique Hopitaux De Marseille,blk_00008,9,40
AstraZeneca,blk_00002,9,40
Boehringer Ingelheim Limited,blk_00018,9,40
"CELLTRION, Inc.",blk_00409,9,7
CENTRO DI RIFERIMENTO ONCOLOGICO DI AVIANO,blk_00410,9,4
CHIESI,blk_00034,9,19
CHRU de Lille,blk_00231,9,20
CHU Amiens-Picardie,blk_00152,9,6
CHU Saint-Etienne,blk_00249,9,9
CHU de Saint-Etienne,blk_00249,9,9
Centre Franois Baclesse,blk_00411,9,2
Centre Hospitalier Universitaire De Rennes,blk_00412,9,14
"ChemoCentryx, Inc.",blk_00413,9,2
Cutanea Life Sciences,blk_00414,9,2
DOMP FARMACEUTICI S.P.A.,blk_00415,9,5
Deciphera Pharmaceuticals Inc.,blk_00416,9,2
ELI LILLY,blk_00009,9,38
ETOP European Thoracic Oncology Platform,blk_00417,9,4
Eli Lilly  Company,blk_00009,9,38
ErasmusMC,blk_00029,9,40
FONDAZIONE GIMEMA GRUPPO ITALIANO MALATTIE EMATOLOGICHE DELL ADULTO FRANCO MANDELLI ONLUS,blk_00187,9,7
French Innovative Leukemia Organization,blk_00418,9,2
Fundaci Hospital Universitari Vall dHebron - Institut de Recerca VHIR,blk_00268,9,40
Fundacin Progreso y Salud,blk_00419,9,12
GPOH gGmbH,blk_00420,9,3
"Gilead Sciences, Inc",blk_00016,9,18
"Global Blood Therapeutics, Inc.",blk_00421,9,24
Groupe Francophone Des Myelodysplasies,blk_00422,9,4
HAL Allergy B.V.,blk_00423,9,7
Hospital Clinico San Carlos,blk_00424,9,14
ISTITUTO AUXOLOGICO ITALIANO,blk_00425,9,4
Insmed Inc.,blk_00426,9,3
"Instituto Grifols, S.A.",blk_00427,9,14
Jazz Pharmaceuticals Inc.,blk_00428,9,7
KEDRION,blk_00429,9,5
Karolinska Institute,blk_00026,9,40
Kuopio University Hospital,blk_00430,9,8
"Laboratorios Almirall, S.A.",blk_00165,9,18
Lofarma S.p.A.,blk_00431,9,3
Medical Center - University of Freiburg,blk_00356,9,21
Medical Research Council,blk_00432,9,15
Medisch Spectrum Twente,blk_00433,9,8
"Medivation, Inc.",blk_00434,9,5
Miltenyi Biomedicine GmbH,blk_00435,9,2
Mirum Pharmaceuticals Inc.,blk_00436,9,3
Nordic Lymphoma Group,blk_00437,9,22
Ospedale Pediatrico Bambino Gesu,blk_00438,9,6
PFIZER,blk_00010,9,40
Radboud University Nijmegen Medical Center,blk_00061,9,31
Revolution Medicines Inc.,blk_00439,9,2
Rheinische Friedrich-Wilhelms-Universitaet Bonn,blk_00440,9,14
SANOFI-AVENTIS RECHERCHE ET DEVELOPPEMENT,blk_00024,9,40
Schering Plough Research Institute,blk_00170,9,31
Solvay Pharmaceuticals,blk_00441,9,13
Swiss Group for Clinical Cancer Research,blk_00408,9,3
Takeda Europe RD Centre Ltd,blk_00046,9,38
Teva Branded Pharmaceutical Products R&D LLC,blk_00083,9,14
Teva Pharmaceutical Industries Ltd.,blk_00089,9,23
TopoTarget A/S,blk_00442,9,3
Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.,blk_00443,9,2
Universitaetsmedizin Goettingen,blk_00444,9,4
University Hospital Erlangen,blk_00156,9,25
University Hospital Grenoble,blk_00232,9,13
University Hospital Maastricht,blk_00098,9,18
University Hospital Ulm,blk_00258,9,11
University Medical Centre Utrecht,blk_00038,9,30
University of Antwerp,blk_00130,9,14
Verona Pharma plc,blk_00261,9,7
Wojskowy Instytut Medyczny Panstwowy Instytut Badawczy,blk_00445,9,2
Ziekenhuis Oost Limburg,blk_00446,9,7
ANGELINI,blk_00447,8,11
Academisch Ziekenhuis Maastricht,blk_00098,8,18
"Arena Pharmaceuticals, Inc.",blk_00448,8,2
"Astex Pharmaceuticals, Inc.",blk_00449,8,3
B. Braun Melsungen AG,blk_00450,8,4
Banc de Sang i Teixits,blk_00451,8,3
Bavarian Nordic A/S,blk_00452,8,2
Blueprint Medicines Corp.,blk_00453,8,3
Boehringer Ingelheim France,blk_00018,8,40
Bone Therapeutics S.A.,blk_00454,8,6
CENTRE ANTOINE LACASSAGNE,blk_00455,8,2
CHIRON,blk_00456,8,5
CHU Brugmann,blk_00457,8,5
CHU TOULOUSE,blk_00104,8,11
CHU de Rennes,blk_00412,8,14
CHU de Saint Etienne,blk_00249,8,9
Centre Hospitalier Universitaire De Caen Normandie,blk_00345,8,6
Centre Hospitalier Universitaire De Poitiers,blk_00215,8,4
Chiesi Farmaceutici S.p.A,blk_00034,8,19
Clinica Universidad De Navarra,blk_00291,8,5
Consorci Mar Parc de Salut de Barcelona Parc de Salut Mar,blk_00206,8,34
DAIICHI SANKYO EUROPE GmbH,blk_00069,8,23
F. HOFFMANN - LA ROCHE LTD.,blk_00006,8,40
FONDAZIONE TOSCANA GABRIELE MONASTERIO,blk_00458,8,5
"Ferrer Internacional, S.A.",blk_00459,8,13
Fondazione IRCCS Policlinico San Matteo,blk_00077,8,4
Fondazione Ricerca Traslazionale,blk_00460,8,6
"Forest Research Institute, Inc.",blk_00461,8,11
Friedrich-Schiller-Universitt Jena,blk_00462,8,12
Fundacin para la Investigacin Biomdica del Hospital Gregorio Maran,blk_00463,8,40
Fundacin para la Investigacin Biomdica del Hospital Universitario La Paz,blk_00202,8,33
Fundacion PETHEMA,blk_00160,8,11
Fundacion Para La Formacion E Investigacion Sanitaria De La Region De Murcia,blk_00464,8,2
Fundacion Para La Investigacion Biomedica Del Hospital Universitario La Paz,blk_00202,8,33
GALDERMA RD SNC,blk_00252,8,16
"GENENTECH, Inc.",blk_00070,8,9
GW Pharma Ltd.,blk_00296,8,8
Galapagos,blk_00127,8,5
Groupe Francophone des Mylodysplasies,blk_00422,8,4
Groupe Francophone des Mylodysplasies GFM,blk_00422,8,4
Hamilton Health Sciences Corporation,blk_00465,8,6
Hellenic Society Of Hematology,blk_00466,8,11
ICORG,blk_00467,8,6
ISTITUTO NAZIONALE PER LE MALATTIE INFETTIVE LAZZARO SPALLANZANI,blk_00073,8,32
ISTITUTO ONCOLOGICO VENETO,blk_00468,8,4
Immunocore Limited,blk_00469,8,3
Insmed Incorporated,blk_00426,8,3
Institute Of Tropical Medicine,blk_00470,8,9
Instituto Grifols S.A.,blk_00427,8,14
Instytut Pomnik Centrum Zdrowia Dziecka,blk_00471,8,3
Janssen Cilag International NV,blk_00013,8,40
"Karolinska University Hospital, Huddinge",blk_00026,8,40
Leiden University Medical Centre,blk_00023,8,20
Linkping University,blk_00472,8,13
MUMC,blk_00473,8,3
Maastricht University Medical Center,blk_00098,8,18
Maastricht University Medical Centre,blk_00098,8,18
"MacroGenics, Inc.",blk_00474,8,2
McNeil AB,blk_00475,8,5
Medica Scientia Innovation Research MedSIR,blk_00175,8,11
Medizinische Universitaet Innsbruck,blk_00279,8,12
"Merck  Co., Inc",blk_00005,8,40
Merck Sharp  Dohme GesmbH,blk_00005,8,40
Moderna Inc.,blk_00476,8,2
Myovant Sciences GmbH,blk_00477,8,2
NHS Greater Glasgow  Clyde / University of Glasgow,blk_00301,8,40
Narodowy Instytut Kardiologii Stefana Kardynala Wyszynskiego Panstwowy Instytut Badawczy,blk_00445,8,2
"Neurocrine Biosciences, Inc.",blk_00239,8,6
Novartis Pharma S.A.S.,blk_00001,8,40
Nycomed Danmark ApS,blk_00478,8,10
Nycomed GmbH,blk_00478,8,10
OCTAPHARMA AG,blk_00128,8,7
OSPEDALE MAGGIORE DI MILANO IRCCS,blk_00233,8,12
OSPEDALE ONCOLOGICO DI BARI,blk_00479,8,5
ObsEva SA,blk_00480,8,2
Oncopole Claudius Regaud,blk_00481,8,3
Oryzon Genomics S.A.,blk_00482,8,3
Oslo University Hospital Hf,blk_00047,8,36
Oulu University Hospital,blk_00483,8,17
"Pfizer Inc, 235 East 42nd Street, New York, New York 10017",blk_00010,8,40
Pfizer Ltd.,blk_00010,8,40
Philipps-Universitt Marburg,blk_00484,8,8
Praxis Precision Medicines Inc.,blk_00485,8,3
Profil Institut fr Stoffwechselforschung GmbH,blk_00486,8,5
Region Oerebro Laen,blk_00487,8,3
Reinier de Graaf Groep,blk_00488,8,3
Repha GmbH,blk_00489,8,3
"Rigel Pharmaceuticals, Inc.",blk_00490,8,3
Rijnstate Hospital,blk_00491,8,9
SUNOVION PHARMACEUTICALS INC.,blk_00241,8,6
Sanofi-Aventis Research & Development,blk_00024,8,40
Santhera Pharmaceuticals Switzerland Limited,blk_00492,8,9
Santiago Dexeus Font Fundacio Privada,blk_00493,8,7
Shire Pharmaceutical Development Ltd,blk_00286,8,30
Solvay Pharmaceuticals GmbH,blk_00441,8,13
Stallergenes S.A.,blk_00494,8,8
"Takeda Development Centre Europe, Ltd.",blk_00046,8,38
The Clatterbridge Cancer Centre NHS Foundation Trust,blk_00495,8,2
The Rotterdam Eye Hospital,blk_00496,8,8
Thomas Fichtner Bendtsen,blk_00497,8,2
ThromboGenics NV,blk_00498,8,4
UCB Biosciences Inc.,blk_00106,8,40
UCB S.A. Pharma Sector,blk_00106,8,40
UNIVERSIT CAMPUS BIO-MEDICO DI ROMA,blk_00155,8,5
University Medical Centre Groningen,blk_00021,8,22
University of Aberdeen / NHS Grampian,blk_00499,8,9
University of Tartu,blk_00398,8,9
Vir Biotechnology Inc.,blk_00500,8,2
Wave Life Sciences UK Limited,blk_00501,8,3
argenx BV,blk_00102,8,4
ACTELION Pharmaceuticals Ltd,blk_00079,7,13
AZIENDA OSPEDALIERA  OSPEDALI RIUNITI DI BERGAMO   A.O. DI RILIEVO NAZIONALE,blk_00178,7,11
Aarhus Universitetshospital,blk_00036,7,40
Abbott Biologicals B.V.,blk_00078,7,19
Abbvie Deutschland GmbH  Co. KG,blk_00012,7,18
Acacia Pharma Ltd,blk_00502,7,4
"Achillion Pharmaceuticals, Inc.",blk_00503,7,2
Apellis Pharmaceuticals Inc.,blk_00504,7,4
ApoPharma Inc.,blk_00505,7,3
Arvinas Operations Inc.,blk_00506,7,4
Astion Danmark A/S,blk_00478,7,10
Auris Medical AG,blk_00507,7,4
Bellvitge University Hospital / Fundacio Institut D'Investigacio Biomedica De Bellvitge IDIBELL,blk_00508,7,15
BioGeneriX AG,blk_00509,7,3
BioInvent International AB,blk_00510,7,2
BioMarin Pharmaceutical Inc,blk_00099,7,6
Biologische Heilmittel Heel GmbH,blk_00511,7,2
"Boehringer Ingelheim Espaa, S.A.",blk_00018,7,40
Boehringer Ingelheim International GmbH / Boehringer Ingelheim Espana S.A. / Boehringer Ingelheim RCV GmbH & Co. KG,blk_00018,7,40
CHRU de Tours,blk_00124,7,11
CHU - Hpitaux de Rouen,blk_00167,7,13
CHU Amiens,blk_00152,7,6
CHU de Caen,blk_00345,7,6
CHU de Poitiers,blk_00215,7,4
Cardiff and Vale NHS Trust,blk_00071,7,9
Catharina Ziekenhuis Stichting,blk_00512,7,4
Celldex Therapeutics Inc.,blk_00513,7,5
Celltrion Inc.,blk_00409,7,7
"Celltrion, Inc",blk_00409,7,7
Centr Georges Francois Leclerc,blk_00514,7,9
Centre Francois Baclesse,blk_00411,7,2
Centre Hospitalier de Toulouse,blk_00104,7,11
Charit-Universittsmedizin Berlin,blk_00068,7,40
Charite Universittsmedizin Berlin,blk_00140,7,17
Christie Hospital NHS Trust,blk_00336,7,7
Consorci Mar Parc de Salut de Barcelona Parc de Salut MAR,blk_00206,7,34
Consorcio Centro De Investigacion Biomedica En Red,blk_00515,7,28
"Cubist Pharmaceuticals, Inc.",blk_00516,7,5
Daiichi Sankyo Europe GmbH,blk_00069,7,23
Debiopharm International S.A.,blk_00517,7,6
Develco Pharma Schweiz AG,blk_00518,7,2
Dr. August Wolff GmbH  Co. KG Arzneimittel,blk_00519,7,3
Eisai Inc.,blk_00050,7,9
Eli Lilly and Company Ltd,blk_00009,7,38
Eli Lilly and Company Ltd.,blk_00009,7,38
Emotional Brain,blk_00520,7,2
FAES FARMA S.A.,blk_00226,7,40
"FAES FARMA, S.A.",blk_00226,7,40
FONDAZIONE MONZINO CENTRO CARDIOLOGICO,blk_00521,7,3
FONDAZIONE SANTA LUCIA,blk_00522,7,5
Fidia Farmaceutici S.p.A.,blk_00523,7,5
Fundacin Pethema,blk_00160,7,11
Fundacion Para El Fomento De La Investigacion Sanitaria Y Biomedica De La Comunitat Valenciana,blk_00515,7,28
Fundacion Publica Andaluza Para La Investigacion De Malaga En Biomedicina Y Salud,blk_00294,7,27
G.O.N.O. - GRUPPO ONCOLOGICO DEL NORD OVEST,blk_00219,7,8
GENFIT,blk_00524,7,3
GMIHO Gesellschaft fr Medizinische Innovation - Hmatologie und Onkologie mbH,blk_00525,7,10
GlaxoSmithKline RD,blk_00083,7,14
GlaxoSmithKline Research  Development Ltd.,blk_00007,7,40
Glaxosmithkline Research & Development Limited / Glaxosmithkline Research & Development Limited,blk_00007,7,40
HEXAL AG,blk_00272,7,7
Hannu Kokki,blk_00526,7,2
