"register","raw","normalised","n_trials","changed"
"CTIS","France / Sweden","France / Sweden",2,FALSE
"CTIS","Germany / Belgium / France","Belgium / France / Germany",2,TRUE
"CTIS","Germany / Belgium / Poland","Belgium / Germany / Poland",2,TRUE
"CTIS","Germany / Belgium / Spain","Belgium / Germany / Spain",2,TRUE
"CTIS","Germany / Belgium / Spain / France","Belgium / France / Germany / Spain",2,TRUE
"CTIS","Germany / Czechia / Spain / Poland","Czech Republic / Germany / Poland / Spain",2,TRUE
"CTIS","Germany / Denmark / Spain","Denmark / Germany / Spain",2,TRUE
"CTIS","Germany / France / Belgium / Spain / Netherlands","Belgium / France / Germany / Netherlands / Spain",2,TRUE
"CTIS","Germany / France / Italy / Poland","France / Germany / Italy / Poland",2,TRUE
"CTIS","Germany / France / Poland","France / Germany / Poland",2,TRUE
"CTIS","Germany / Italy / France","France / Germany / Italy",2,TRUE
"CTIS","Germany / Netherlands / Belgium","Belgium / Germany / Netherlands",2,TRUE
"CTIS","Germany / Netherlands / Italy","Germany / Italy / Netherlands",2,TRUE
"CTIS","Germany / Netherlands / Spain","Germany / Netherlands / Spain",2,FALSE
"CTIS","Germany / Poland / Belgium","Belgium / Germany / Poland",2,TRUE
"CTIS","Germany / Spain / Austria","Austria / Germany / Spain",2,TRUE
"CTIS","Greece / France / Italy","France / Greece / Italy",2,TRUE
"CTIS","Greece / Italy / Poland","Greece / Italy / Poland",2,FALSE
"CTIS","Greece / Poland / Italy / Spain","Greece / Italy / Poland / Spain",2,TRUE
"CTIS","Hungary / Italy / Spain / Poland","Hungary / Italy / Poland / Spain",2,TRUE
"CTIS","Hungary / Spain","Hungary / Spain",2,FALSE
"CTIS","Hungary / Spain / Bulgaria / Germany / Poland","Bulgaria / Germany / Hungary / Poland / Spain",2,TRUE
"CTIS","Italy / Belgium","Belgium / Italy",2,TRUE
"CTIS","Italy / Denmark","Denmark / Italy",2,TRUE
"CTIS","Italy / France / Poland","France / Italy / Poland",2,TRUE
"CTIS","Italy / France / Spain / Germany","France / Germany / Italy / Spain",2,TRUE
"CTIS","Italy / Germany / France / Netherlands / Denmark","Denmark / France / Germany / Italy / Netherlands",2,TRUE
"CTIS","Italy / Greece","Greece / Italy",2,TRUE
"CTIS","Italy / Hungary / Poland","Hungary / Italy / Poland",2,TRUE
"CTIS","Italy / Poland / France","France / Italy / Poland",2,TRUE
"CTIS","Italy / Poland / France / Spain","France / Italy / Poland / Spain",2,TRUE
"CTIS","Italy / Spain / Denmark","Denmark / Italy / Spain",2,TRUE
"CTIS","Italy / Spain / Hungary / Germany","Germany / Hungary / Italy / Spain",2,TRUE
"CTIS","Italy / Spain / Poland / France","France / Italy / Poland / Spain",2,TRUE
"CTIS","Netherlands / Belgium / France","Belgium / France / Netherlands",2,TRUE
"CTIS","Netherlands / Czechia / Poland","Czech Republic / Netherlands / Poland",2,TRUE
"CTIS","Netherlands / France / Germany","France / Germany / Netherlands",2,TRUE
"CTIS","Netherlands / Germany / France","France / Germany / Netherlands",2,TRUE
"CTIS","Netherlands / Germany / Italy","Germany / Italy / Netherlands",2,TRUE
"CTIS","Netherlands / Norway / Sweden","Netherlands / Norway / Sweden",2,FALSE
