brand_name_clean,substance_clean
tikosyn,dofetilide
tilade,nedocromil sodium
tilarginine acetate,tilarginine acetate
tilarin,nedocromil sodium
tilavonemab,tilavonemab
tildacerfont,tildacerfont
tildiem,diltiazem hydrochloride
tildiem la 200,diltiazem hydrochloride
tildiem la 300,diltiazem hydrochloride
tildiem ret 120,diltiazem hydrochloride
tildiem ret 90,diltiazem hydrochloride
tildipirosin,tildipirosin
tildipirosin component of zuprevo,tildipirosin
tildrakizumab,tildrakizumab
tiletamine,tiletamine
tilmacoxib,tilmacoxib
tilmicosin,tilmicosin
tilodol sr,tramadol hydrochloride
tilofyl,fentanyl
tiloket,ketoprofen
tiloket cr,ketoprofen
tilomisole,tilomisole
tiloryth,erythromycin
tilrekimig,tilrekimig
tilsotolimod,tilsotolimod
tilsotolimod sodium,tilsotolimod sodium
tiludronate disodium,tiludronate disodium
timbetasin,timbetasin
timbetasin acetate,timbetasin acetate
timecef,cefodizime
timefurone,timefurone
timobesone acetate,timobesone acetate
timocort,hydrocortisone
timodine,hydrocortisone
timolol,timolol
timolol maleate,timolol maleate
timolol maleate component of combigan,timolol maleate
timolol maleate component of cosopt,timolol maleate
timolol maleate component of duotrav,timolol maleate
timolol maleate component of ganfort,timolol maleate
timolol maleate component of xalacom,timolol maleate
timonil 200 ret,carbamazepine
timonil 400 ret,carbamazepine
timoped,tolnaftate
timoptic,timolol maleate
timoptic in ocudose,timolol maleate
timoptic xe,timolol maleate
timoptic-xe,timolol maleate
timpron,naproxen
timpron 250 ec,naproxen
timpron 500 ec,naproxen
timrepigene emparvovec,timrepigene emparvovec
tinabinol,tinabinol
tinaderm,tolnaftate
tinaderm m,nystatin
tinaderm plus,tolnaftate
tindal,acetophenazine maleate
tindamax,tinidazole
tindupepimut,tindupepimut
tineafax,tolnaftate
tinengotinib,tinengotinib
tinidazole,tinidazole
tinlarebant,tinlarebant
tinlorafenib,tinlorafenib
tinosorb s,bemotrizinol
tinostamustine,tinostamustine
tinset,oxatomide
tinzaparin sodium,tinzaparin sodium
tioconazole,tioconazole
tiodazosin,tiodazosin
tiodonium chloride,tiodonium chloride
tioguanine,thioguanine
tiomolibdate choline,tiomolibdate choline
tiomolibdate diammonium,tiomolibdate diammonium
tiopex,timolol
tiopinac,tiopinac
tiotidine,tiotidine
tiotixene,thiothixene
tiotropium bromide,tiotropium bromide
tioxidazole,tioxidazole
tipapkinogene sovacivec,tipapkinogene sovacivec
tipelukast,tipelukast
tipentosin,tipentosin
tipifarnib,tipifarnib
tipiracil,tipiracil
tipiracil hydrochloride,tipiracil hydrochloride
tipiracil hydrochloride component of lonsurf,tipiracil hydrochloride
tipiracil hydrochloride component of s-95005,tipiracil hydrochloride
tipiracil hydrochloride component of tas-102,tipiracil hydrochloride
tiplasinin,tiplasinin
tipranavir,tipranavir
tipredane,tipredane
tiprenolol,tiprenolol
tiqueside,tiqueside
tiquinamide,tiquinamide
tirabrutinib,tirabrutinib
tirabrutinib hydrochloride,tirabrutinib hydrochloride
tiragolumab,tiragolumab
tirapazamine,tirapazamine
tirasemtiv,tirasemtiv
tirbanibulin,tirbanibulin
tirbanibulin mesylate,tirbanibulin mesylate
tirilazad,tirilazad
tirnovetmab,tirnovetmab
tirofiban,tirofiban
tirofiban hydrochloride,tirofiban hydrochloride
tirosint,levothyroxine sodium
tirosint-sol,levothyroxine sodium
tirzepatide,tirzepatide
tisagenlecleucel,tisagenlecleucel
tisagenlecleucel-t,tisagenlecleucel
tisept,chlorhexidine gluconate
tiserton,ritanserin
tislelizumab,tislelizumab
tisocalcitate,tisocalcitate
tisotumab,tisotumab
tisotumab vedotin,tisotumab vedotin
tissueblue,brilliant blue g
titralac,calcium carbonate
tivanisiran,tivanisiran
tivanisiran sodium,tivanisiran sodium
tivantinib,tivantinib
tivdak,tisotumab vedotin
tivicay,dolutegravir
tivicay pd,dolutegravir sodium
tividenofusp alfa,tividenofusp alfa
tivorbex,indomethacin
tivozanib,tivozanib
tivozanib hydrochloride,tivozanib hydrochloride
tivumecirnon,tivumecirnon
tivumecirnon besylate,tivumecirnon besylate
tixagevimab,tixagevimab
tixanox,tixanox
tixocortol,tixocortol pivalate
tixocortol pivalate,tixocortol pivalate
tixylix baby,glycerin
tixylix catarrh,diphenhydramine hydrochloride
tixylix chesty cough,guaifenesin
tixylix daytime,pholcodine
tixylix decongestant inh,menthol
tixylix dry cough,pholcodine
tixylix night cough,pholcodine
tixylix night-time,pholcodine
tixylix toddler,glycerin
tixymol,acetaminophen
tizanidine,tizanidine
tizanidine hydrochloride,tizanidine hydrochloride
tizaterkib,tizaterkib
tizveni,tislelizumab
tlando,testosterone undecanoate
tnferade,golnerminogene pradenovec
tobemstomig,tobemstomig
tobevibart,tobevibart
tobi,tobramycin
tobi podhaler,tobramycin
toborinone,toborinone
tobradex,dexamethasone
tobralex,tobramycin
tobramycin,tobramycin
tobramycin component of tobradex,tobramycin
tobramycin component of tobradex st,tobramycin
tobramycin component of tobrasone,tobramycin
tobramycin component of zylet,tobramycin
tobramycin sulfate,tobramycin sulfate
tobramycin sulfate (pharmacy bulk),tobramycin sulfate
tobravisc,tobramycin
tobrex,tobramycin
tocainide,tocainide
tocamphyl,tocamphyl
toceranib,toceranib
tocilizumab,tocilizumab
tocilizumab stada (previously tofidence),tocilizumab
tocladesine,tocladesine
toclase,carbetapentane citrate
tocophersolan,tocofersolan
toctino,alitretinoin
today,nonoxynol 9
toepedo,salicylic acid
tofacitinib,tofacitinib
tofacitinib citrate,tofacitinib citrate
tofenacin,tofenacin
tofersen,tofersen
tofidence,tocilizumab
tofimilast,tofimilast
tofogliflozin,tofogliflozin
tofranil,imipramine hydrochloride
tofranil-pm,imipramine pamoate
tolak,fluorouracil
tolamolol,tolamolol
tolazamide,tolazamide
tolbutamide,tolbutamide
tolcapone,tolcapone
tolciclate,tolciclate
tolebrutinib,tolebrutinib
tolectin,tolmetin sodium
tolectin 600,tolmetin sodium
tolectin ds,tolmetin sodium
toledomin,milnacipran hydrochloride
tolevamer potassium sodium,tolevamer potassium sodium
tolevamer sodium,tolevamer sodium
tolfamide,tolfamide
tolfenamic acid vmd,tolfenamic acid
tolgabide,tolgabide
tolimidone,tolimidone
tolinase,tolazamide
tolindate,tolindate
toliodium chloride,toliodium chloride
tolmetin,tolmetin
tolmetin sodium,tolmetin sodium
tolnaftate,tolnaftate
tolpovidone i 131,tolpovidone i 131
tolpyrramide,tolpyrramide
tolrestat,tolrestat
tolterodine,tolterodine
tolterodine tartrate,tolterodine tartrate
toltrazuril,toltrazuril
toltrazuril component of procox,toltrazuril
tolucombi,telmisartan;hydrochlorothiazide
toludesvenlafaxine,toludesvenlafaxine
toludesvenlafaxine hydrochloride,toludesvenlafaxine hydrochloride
tolura,telmisartan
tolvaptan,tolvaptan
tolvaptan accord,tolvaptan
tomaralimab,tomaralimab
tomelukast,tomelukast
tominersen,tominersen
tomivosertib,tomivosertib
tomivosertib hydrochloride,tomivosertib hydrochloride
tomopenem,tomopenem
tomudex,raltitrexed
tonapofylline,tonapofylline
tonlamarsen,tonlamarsen
tonlamarsen sodium,tonlamarsen sodium
tonocard,tocainide hydrochloride
tonopan,dihydroergotamine mesylate
tonpular xl,venlafaxine
tookad,padeliporfin di-potassium
top c,ascorbic acid
topamax,topiramate
topamax sprinkle,topiramate
topex,benzoyl peroxide
topiclens,sodium chloride
topicort,desoximetasone
topicort lp,desoximetasone
topicycline,tetracycline hydrochloride
topilar,flucloronide
topiramate,topiramate
topiramate component of qsymia,topiramate
topisone,hydrocortisone
topixantrone,topixantrone
topogyne,misoprostol
toposar,etoposide
topotecan,topotecan
topotecan actavis,topotecan
topotecan eagle,topotecan hydrochloride
topotecan hospira,topotecan
topotecan hydrochloride,topotecan hydrochloride
topotecan sun,topotecan
topotecan teva,topotecan
toprol,metoprolol succinate
toprol xl,metoprolol tartrate
toprol-xl,metoprolol succinate
topsalysin,topsalysin
topster,beclomethasone dipropionate
topterone,topterone
toquizine,toquizine
tora,phentermine hydrochloride
toracsol,cetrimide
toradol,ketorolac tromethamine
toralizumab,toralizumab
torapsel,torapsel
torasemide,torsemide
torcetrapib,torcetrapib
torch,xylitol
torcitabine,torcitabine
torecan,thiethylperazine malate
toreforant,toreforant
toreforant tartrate,toreforant tartrate
torem 10,torsemide
torem 2.5,torsemide
torem 5,torsemide
toremifene,toremifene
toremifene citrate,toremifene citrate
toricelocin,cephalothin sodium
toripalimab,toripalimab
torisel,temsirolimus
tormosyl,fluproquazone
tornalate,bitolterol mesylate
torpex (albuterol sulfate),albuterol sulfate
torsemide,torsemide
torvast,atorvastatin calcium
tosagestin,tosagestin
tosedostat,tosedostat
tosifen,tosifen
tositumomab component of bexxar,tositumomab
tosmilen,demecarium bromide
tostran,testosterone
tosufloxacin,tosufloxacin
tosymra,sumatriptan
totacillin,ampicillin
totacillin-n,ampicillin sodium
totalip,atorvastatin calcium
totamol,atenolol
totect,dexrazoxane hydrochloride
totocortin,dexamethasone sodium phosphate
toujeo,insulin glargine
toujeo (previously optisulin),insulin glargine
toujeo solostar,insulin glargine
tovalt odt,zolpidem tartrate
tovanor breezhaler,glycopyrronium bromide
tovetumab,tovetumab
toviaz,fesoterodine fumarate
tovinontrine,tovinontrine
tovorafenib,tovorafenib
tozadenant,tozadenant
tozasertib,tozasertib
tozorakimab,tozorakimab
tozuleristide,tozuleristide
tp-434,eravacycline
tpoxx,tecovirimat
trabectedin,trabectedin
trabectedin accord,trabectedin
trabio,lerdelimumab
trabodenoson,trabodenoson
tracazolate,tracazolate
tracer,spinosad
tracervial-131,sodium iodide i 131
tracleer,bosentan (as monohydrate)
tracrium,atracurium besylate
tracrium preservative free,atracurium besylate
tractocile,atosiban (as acetate)
tradipitant,tradipitant
tradjenta,linagliptin
tradon,pemoline
tradorec xl,tramadol hydrochloride
trafermin,trafermin
trajenta,linagliptin
trakipeal,chlordiazepoxide
tral,hexocyclium methylsulfate
tralokinumab,tralokinumab
tralonide,tralonide
tramacet,tramadol hydrochloride
tramacin,triamcinolone acetonide
tramadol,tramadol
tramadol hydrochloride,tramadol hydrochloride
tramadol hydrochloride component of seglentis,tramadol hydrochloride
tramadol hydrochloride component of ultracet,tramadol hydrochloride
tramake,tramadol hydrochloride
tramake insts,tramadol hydrochloride
tramazoline,tramazoline
trametinib,trametinib
trametinib dimethyl sulfoxide,trametinib dimethyl sulfoxide
tramil 500,acetaminophen
tramiprosate,tramiprosate
tramquel sr,tramadol hydrochloride
tramulief sr,tramadol hydrochloride
trancopal,chlormezanone
trandate,labetalol hydrochloride
trandolapril,trandolapril
trandolapril component of tarka,trandolapril
tranexamic acid,tranexamic acid
trangina xl,isosorbide mononitrate
tranilast,tranilast
tranimilast,tranimilast
tranimul,diazepam
tranmep,meprobamate
tranquax,clomipramine hydrochloride
tranquazine,promazine hydrochloride
tranquilyn,methylphenidate hydrochloride
transact,flurbiprofen
transcainide,transcainide
transcop,scopolamine hydrobromide
transcrocetin,transcrocetin
transcrocetin component of leaf-4l6715 ate,transcrocetin
transcrocetinate sodium,transcrocetinate sodium
transderm scop,scopolamine
transderm-nitro,nitroglycerin
transderm-scop,scopolamine hydrobromide
transiderm-nitro 10,nitroglycerin
transiderm-nitro 5,nitroglycerin
translarna,ataluren
transtec,buprenorphine
tranxene,clorazepate dipotassium
tranxene sd,clorazepate dipotassium
tranylcypromine,tranylcypromine
tranylcypromine sulfate,tranylcypromine sulfate
trasicor,oxprenolol hydrochloride
trasicor ret,oxprenolol hydrochloride
trastuzumab,trastuzumab
trastuzumab component of herceptin hylecta,trastuzumab
trastuzumab component of phesgo,trastuzumab
trastuzumab deruxtecan,trastuzumab deruxtecan
trastuzumab duocarmazine,trastuzumab duocarmazine
trastuzumab emtansine,trastuzumab emtansine
trasylol,aprotinin
traumatociclina,meclocycline sulfosalicylate
travase,sutilains
travatan,travoprost
travatan z,travoprost
travel sickness,ginger
travelag,melatonin
travelcaps,ginger
traveleeze,meclizine hydrochloride
travogyn,isoconazole
travoprost,travoprost
travoprost component of duotrav,travoprost
traxam,felbinac
trazec,nateglinide
trazimera,trastuzumab
trazodone,trazodone
trazodone hydrochloride,trazodone hydrochloride
trazpiroben,trazpiroben
treanda,bendamustine hydrochloride
trebananib,trebananib
trecator,ethionamide
trecator-sc,ethionamide
trecondi,treosulfan
trecondyv,treosulfan
tredaptive,laropiprant;nicotinic acid
trelagliptin,trelagliptin
trelagliptin succinate,trelagliptin succinate
trelegy ellipta,fluticasone furoate;umeclidinium bromide;vilanterol trifenatate
treloxinate,treloxinate
trelstar,triptorelin pamoate
tremacamra,tremacamra
tremaril,methixene hydrochloride
tremarit,methixene hydrochloride
tremelimumab,tremelimumab
tremelimumab astrazeneca,tremelimumab
tremfya,guselkumab
tremin,trihexyphenidyl hydrochloride
tremonil,methixene hydrochloride
trenbolone,trenbolone acetate
trenbolone acetate,trenbolone acetate
trenibotulinumtoxine,trenibotulinumtoxine
trenonacog alfa,trenonacog alfa
trental,pentoxifylline
trental 100,pentoxifylline
trental 400,pentoxifylline
treograft,treosulfan
treosulfan,treosulfan
treprostinil,treprostinil
treprostinil diolamine,treprostinil diolamine
treprostinil palmitil,treprostinil palmitil
treprostinil phosphate,treprostinil phosphate
treprostinil scipharm sàrl,treprostinil
trepulmix,treprostinil sodium
tresiba,insulin degludec
trest,methixene hydrochloride
trestolone acetate,trestolone acetate
tretin-x,tretinoin
tretinoin,tretinoin
tretinoin component of solage,tretinoin
tretinoin component of tri-luma,tretinoin
tretinoin component of twyneo,tretinoin
tretinoin component of veltin,tretinoin
tretinoin component of ziana,tretinoin
trevaclyn,laropiprant;nicotinic acid
trevicta (previously paliperidone janssen),paliperidone palmitate
trevintix,protionamide
trevogrumab,trevogrumab
trexal,naltrexone
trexall,methotrexate sodium
trh-cambridge,protirelin
tri-adcortyl,triamcinolone acetonide
tri-cicatrin,hydrocortisone
tri-nasal,triamcinolone acetonide
triacelluvax,diphtheria toxoid;haemagglutinin filamentous;pertussis pertactin;pertussis toxin;tetanus toxoid
triacet,triamcinolone acetonide
triacort,triamcinolone acetonide
triadol,benorilate
triafungin,triafungin
trialodine,trazodone hydrochloride
triam,triamcinolone acetonide
triamcinolone,triamcinolone
triamcinolone acetonide,triamcinolone acetonide
triamcinolone acetonide component of mycolog,triamcinolone acetonide
triamcinolone acetonide component of mykacet,triamcinolone acetonide
triamcinolone acetonide component of mytrex a,triamcinolone acetonide
triamcinolone acetonide component of mytrex f,triamcinolone acetonide
triamcinolone acetonide in absorbase,triamcinolone acetonide
triamcinolone diacetate,triamcinolone diacetate
triamcinolone hexacetonide,triamcinolone hexacetonide
triamterene,triamterene
triamterene component of dyazide,triamterene
triamterene component of maxzide,triamterene
triatex,triamcinolone acetonide
triazolam,triazolam
triazure,azaribine
tribavirin,ribavirin
tribenoside,tribenoside
tribiotic,neomycin sulfate
tribromsalan,tribromsalan
tricaprilin,tricaprilin
tricetamide,tricetamide
trichlorex,trichlormethiazide
trichlorfon,trichlorfon
trichlormas,trichlormethiazide
trichlormethiazide,trichlormethiazide
trichlormethiazide component of metatensin,trichlormethiazide
trichlormethiazide component of naquival,trichlormethiazide
tricinolon,triamcinolone acetonide
triciribine phosphate,triciribine phosphate
triclabendazole,triclabendazole
triclocarban,triclocarban
triclofenol piperazine,triclofenol piperazine
triclofos,triclofos
triclofos sodium,triclofos sodium
triclonide,triclonide
triclos,triclofos sodium
triclosan,triclosan
triclosan component of colgate total,triclosan
tricor,fenofibrate
tricor (micronized),fenofibrate
triderm,triamcinolone acetonide
tridesilon,desonide
tridil,nitroglycerin
tridione,trimethadione
trientine dihydrochloride,trientine hydrochloride
trientine hydrochloride,trientine hydrochloride
trientine tetrahydrochloride,trientine tetrahydrochloride
triesence,triamcinolone acetonide
trifarotene,trifarotene
trifenagrel,trifenagrel
triferic,ferric pyrophosphate citrate
triferic avnu,ferric pyrophosphate citrate
trifexis,spinosad;milbemycin oxime
triflocin,triflocin
triflubazam,triflubazam
triflucan,fluconazole
triflumidate,triflumidate
trifluoperazine hydrochloride,trifluoperazine hydrochloride
trifluperidol,trifluperidol
trifluridine,trifluridine
trifluridine component of lonsurf,trifluridine
trifluridine component of s-95005,trifluridine
trifluridine component of tas-102,trifluridine
triglide,fenofibrate
triheptanoin,triheptanoin
triherpine,trifluridine
trihexyphenidyl hydrochloride,trihexyphenidyl hydrochloride
triiodothyronine,liothyronine sodium
"triiodothyronine,evans",liothyronine sodium
trilaciclib,trilaciclib
trilafon,perphenazine
trilafon-la,perphenazine
trilan,sulpiride
trilene,trichloroethylene
trileptal,oxcarbazepine
trilipix,choline fenofibrate
trilocur,trilostane
trilorale,trilostane
trilostane,trilostane
triludan,terfenadine
