alias_clean,suggested_canonical,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior
assitance publique - hpitaux de paris,AP-HP,NA,NA,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,NA,NA,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,AP-HP,AP-HP,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,NA,NA,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,NA,NA,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,NA,NA,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,AP-HP,AP-HP,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,AP-HP,AP-HP,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,NA,NA,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,NA,NA,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,NA,NA,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,AP-HP,AP-HP,hospital,location_postcode,0.7
assitance publique - hpitaux de paris,AP-HP,AP-HP,AP-HP,hospital,location_postcode,0.7
department of anaesthesiology university hospital of skejby,Aarhus University Hospital,Aarhus University Hospital,Aarhus University Hospital,hospital,location_postcode,0.7
department of anaesthesiology university hospital of skejby,Aarhus University Hospital,Aarhus University Hospital,Aarhus University Hospital,hospital,location_postcode,0.7
department of anaesthesiology university hospital of skejby,Aarhus University Hospital,Aarhus University Hospital,Aarhus University Hospital,hospital,location_postcode,0.7
department of anaesthesiology university hospital of skejby,Aarhus University Hospital,Aarhus University Hospital,Aarhus University Hospital,hospital,location_postcode,0.7
abraxis bioscience llc an indirect subsidiary of celgene corporation,Abraxis BioScience,NA,NA,unknown,location_postcode,0.7
abraxis bioscience llc an indirect subsidiary of celgene corporation,Abraxis BioScience,NA,NA,unknown,location_postcode,0.7
abraxis bioscience llc an indirect subsidiary of celgene corporation,Abraxis BioScience,NA,NA,unknown,location_postcode,0.7
abraxis bioscience llc an indirect subsidiary of celgene corporation,Abraxis BioScience,NA,NA,unknown,location_postcode,0.7
abraxis bioscience llc an indirect subsidiary of celgene corporation,Abraxis BioScience,NA,NA,unknown,location_postcode,0.7
abraxis bioscience llc an indirect subsidiary of celgene corporation,Abraxis BioScience,NA,NA,unknown,location_postcode,0.7
adeptio pharmaceuticals ltd,Adeptio Pharmaceuticals,NA,NA,unknown,location_postcode,0.7
agomab spain s l u,Agomab Spain,NA,NA,NA,location_postcode,0.7
aicuris anti-infective cures gmbh,AiCuris Anti-infective Cures,NA,NA,unknown,location_postcode,0.7
aicuris anti-infective cures gmbh,AiCuris Anti-infective Cures,NA,NA,unknown,location_postcode,0.7
akcea therapeutics,Akcea Therapeutics,NA,NA,unknown,location_postcode,0.7
alimentiv,Alimentiv,NA,NA,unknown,location_postcode,0.7
alimentiv,Alimentiv,NA,NA,unknown,location_postcode,0.7
alkermes,Alkermes,NA,NA,unknown,location_postcode,0.7
alkermes,Alkermes,NA,NA,unknown,location_postcode,0.7
allena pharmaceuticals incorporated,Allena Pharmaceuticals,NA,NA,unknown,location_postcode,0.7
alx oncology holdings inc,Alx Oncology,NA,NA,NA,location_postcode,0.7
amphera bv,Amphera,NA,NA,unknown,location_postcode,0.7
amylin pharmaceuticals lcc,Amylin Pharmaceuticals,NA,NA,unknown,location_postcode,0.7
antwerp university hopsital,Antwerp University Hospital,NA,NA,NA,location_postcode,0.7
antwerp university hopsital,Antwerp University Hospital,NA,NA,NA,location_postcode,0.7
antwerp university hopsital,Antwerp University Hospital,NA,NA,NA,location_postcode,0.7
aragon pharmaceuticals,Aragon Pharmaceuticals,NA,NA,unknown,location_postcode,0.7
aragon pharmaceuticals,Aragon Pharmaceuticals,NA,NA,unknown,location_postcode,0.7
arctic therapeutics ehf,Arctic Therapeutics hf.,NA,NA,NA,location_postcode,0.7
array biopharma,Array BioPharma,NA,NA,unknown,location_postcode,0.7
array biopharma,Array BioPharma,NA,NA,unknown,location_postcode,0.7
array biopharma,Array BioPharma,NA,NA,unknown,location_postcode,0.7
array biopharma limited,Array BioPharma,NA,NA,unknown,location_postcode,0.7
array biopharma limited,Array BioPharma,NA,NA,unknown,location_postcode,0.7
array biopharma limited,Array BioPharma,NA,NA,unknown,location_postcode,0.7
asociacin colaboracin cochrane iberoamericana accib,Asociacin Colaboracin Cochrane Iberoamericana,NA,NA,unknown,location_postcode,0.7
asistance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
asistance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
asistance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,unknown,location_postcode,0.7
asistance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
asistance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,unknown,location_postcode,0.7
assisatnce publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
assisatnce publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
assisatnce publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,unknown,location_postcode,0.7
assisatnce publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
assisatnce publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,unknown,location_postcode,0.7
assistance publique-hpitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
assistance publique-hpitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
assistance publique-hpitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,unknown,location_postcode,0.7
assistance publique-hpitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
assistance publique-hpitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,unknown,location_postcode,0.7
assitance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
assitance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
assitance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,unknown,location_postcode,0.7
assitance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,location_postcode,0.7
assitance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,unknown,location_postcode,0.7
auris medical ltd,Auris Medical,NA,NA,unknown,location_postcode,0.7
azienda ospedale-universita padova,Azienda Ospedaliera di Padova,NA,NA,NA,location_postcode,0.7
azienda ospedale-universita padova,Azienda Ospedaliera di Padova,NA,NA,NA,location_postcode,0.7
azienda ospedaliera universitaria meyer irccs,Azienda Ospedaliero Universitaria Meyer IRCCS,NA,NA,NA,location_postcode,0.7
azienda ospedaliera universitaria meyer irccs,Azienda Ospedaliero Universitaria Meyer IRCCS,NA,NA,NA,location_postcode,0.7
azienda ospedaliera universitaria meyer irccs,Azienda Ospedaliero Universitaria Meyer IRCCS,NA,NA,NA,location_postcode,0.7
azienda ospedaliera universitaria meyer irccs,Azienda Ospedaliero-Universitaria Careggi,NA,NA,unknown,location_postcode,0.7
azurrx,AzurRx,NA,NA,unknown,location_postcode,0.7
bial-portela c s a,BIAL - Portela C,NA,NA,unknown,location_postcode,0.7
bial-portela c s a,BIAL-Portela Ca,NA,NA,unknown,location_postcode,0.7
bial-portela c s a,BIAL-Portela Ca,NA,NA,unknown,location_postcode,0.7
bial-portela c s a,BIAL-Portela Ca,NA,NA,unknown,location_postcode,0.7
bial-portela c s a,BIAL-Portela Ca,NA,NA,unknown,location_postcode,0.7
bial-portela c s a,BIAL-Portela Ca,NA,NA,unknown,location_postcode,0.7
bial-portela c s a,BIAL-Portela Ca,NA,NA,unknown,location_postcode,0.7
bial-portela c s a,BIAL-Portela Ca,NA,NA,unknown,location_postcode,0.7
belgian ibd research and development bird vzw,Belgian IBD research and development,NA,NA,unknown,location_postcode,0.7
belgian ibd research and development bird vzw,Belgian IBD research and development,NA,NA,unknown,location_postcode,0.7
bethesda diabetes research center b v,Bethesda Diabetes Research Center,NA,NA,unknown,location_postcode,0.7
bethesda diabetes research center b v,Bethesda Diabetes research Center BDRC,NA,NA,unknown,location_postcode,0.7
bicycletx ltd,Bicycletx,NA,NA,unknown,location_postcode,0.7
bioline rx ltd,BioLineRx,NA,NA,unknown,location_postcode,0.7
bioline rx ltd,BioLineRx,NA,NA,unknown,location_postcode,0.7
bioline rx ltd,BioLineRx,NA,NA,unknown,location_postcode,0.7
biontech cell gene therapies gmbh,BioNTech Cell & Gene Therapies,NA,NA,unknown,location_postcode,0.7
biohaven pharmaceuticals holding company limited,Biohaven Pharmaceuticals,NA,NA,industry,location_postcode,0.7
biohaven pharmaceuticals holding company limited,Biohaven Pharmaceuticals,NA,NA,industry,location_postcode,0.7
biohaven pharmaceuticals holding company limited,Biohaven Pharmaceuticals,NA,NA,industry,location_postcode,0.7
bioverativ therapeutic inc,Bioverativ,NA,NA,unknown,location_postcode,0.7
bioverativ therapeutic inc,Bioverativ Therapeutics,NA,NA,unknown,location_postcode,0.7
bioverativ therapeutic inc,Bioverativ Therapeutics,NA,NA,unknown,location_postcode,0.7
bioverativ therapeutic inc,Bioverativ Therapeutics,NA,NA,unknown,location_postcode,0.7
bispebjerg frederiksberg hospital,Bispebjerg Hospital,NA,NA,hospital,location_postcode,0.7
bispebjerg frederiksberg hospital,Bispebjerg Hospital,NA,NA,hospital,location_postcode,0.7
bispebjerg frederiksberg hospital,Bispebjerg Hospital,NA,NA,hospital,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer,Boehringer Ingelheim,NA,NA,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingeheim rcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,NA,NA,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,NA,NA,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelehim ab,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer ingelheimrcv gmbh co kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
