alias_clean,substance_clean,alias_type,source
metoxifedrina,methoxyphedrine,chembl_synonym,chembl
reclazepam,reclazepam,chembl_synonym,chembl
reclazepam,reclazepam,usan,chembl
sc-33963,reclazepam,chembl_synonym,chembl
neldazosin,neldazosin,chembl_synonym,chembl
neldazosina,neldazosin,chembl_synonym,chembl
neldazosine,neldazosin,chembl_synonym,chembl
nonapirimina,nonapyrimine,chembl_synonym,chembl
nonapyrimine,nonapyrimine,chembl_synonym,chembl
cb 4857,menitrazepam,chembl_synonym,chembl
cb-4857,menitrazepam,chembl_synonym,chembl
menitrazepam,menitrazepam,chembl_synonym,chembl
methiodal sodique,methiodal sodium,chembl_synonym,chembl
methiodal sodium,methiodal sodium,chembl_synonym,chembl
metiodal de sodio,methiodal sodium,chembl_synonym,chembl
nsc-510652,methiodal sodium,chembl_synonym,chembl
sodium methiodal,methiodal sodium,chembl_synonym,chembl
midazogrel,midazogrel,chembl_synonym,chembl
mexafilina,mexafylline,chembl_synonym,chembl
mexafylline,mexafylline,chembl_synonym,chembl
gr 30921,mitoquidone,chembl_synonym,chembl
gr-30921,mitoquidone,chembl_synonym,chembl
mitoquidona,mitoquidone,chembl_synonym,chembl
mitoquidone,mitoquidone,chembl_synonym,chembl
nsc-382057,mitoquidone,chembl_synonym,chembl
ftalilsulfametizol,phthalylsulfamethizole,chembl_synonym,chembl
phtalylsulfamethizol,phthalylsulfamethizole,chembl_synonym,chembl
phthalylsulfamethizole,phthalylsulfamethizole,chembl_synonym,chembl
arc i-k-1,methopholine,chembl_synonym,chembl
arc-i-k-1,methopholine,chembl_synonym,chembl
methopholine,methopholine,chembl_synonym,chembl
methopholine,methopholine,usan,chembl
metofolina,methopholine,chembl_synonym,chembl
metofoline,methopholine,ban,chembl
metofoline,methopholine,chembl_synonym,chembl
metopholine,methopholine,chembl_synonym,chembl
nih 7672,methopholine,chembl_synonym,chembl
nih-7672,methopholine,chembl_synonym,chembl
nsc-169889,methopholine,chembl_synonym,chembl
ro 4-1778/1,methopholine,chembl_synonym,chembl
ro-4-1778/1,methopholine,chembl_synonym,chembl
versidyne,methopholine,chembl_synonym,chembl
metapramina,metapramine,chembl_synonym,chembl
metapramine,metapramine,chembl_synonym,chembl
lr-99853,piclonidine,chembl_synonym,chembl
lr99853,piclonidine,chembl_synonym,chembl
piclonidina,piclonidine,chembl_synonym,chembl
piclonidine,piclonidine,chembl_synonym,chembl
pirquinozol,pirquinozol,ban,chembl
pirquinozol,pirquinozol,chembl_synonym,chembl
pirquinozol,pirquinozol,usan,chembl
so 13847,pirquinozol,chembl_synonym,chembl
so-13847,pirquinozol,chembl_synonym,chembl
sq 13847,pirquinozol,chembl_synonym,chembl
sq-13847,pirquinozol,chembl_synonym,chembl
mitoclomina,mitoclomine,chembl_synonym,chembl
mitoclomine,mitoclomine,chembl_synonym,chembl
nsc-114575,mitoclomine,chembl_synonym,chembl
bw a256c,palatrigine,chembl_synonym,chembl
bw-a256c,palatrigine,chembl_synonym,chembl
palatrigina,palatrigine,chembl_synonym,chembl
palatrigine,palatrigine,chembl_synonym,chembl
razobazam,razobazam,chembl_synonym,chembl
albocresil,policresulen,chembl_synonym,chembl
albothyl,policresulen,chembl_synonym,chembl
negatol,policresulen,chembl_synonym,chembl
policresulen,policresulen,chembl_synonym,chembl
policresulen,policresulen,chembl_synonym,chembl
policresulene,policresulen,chembl_synonym,chembl
policresuleno,policresulen,chembl_synonym,chembl
akantior,polihexanide,trade_name,chembl
cosmocil cq,polihexanide,chembl_synonym,chembl
lavasept,polihexanide,chembl_synonym,chembl
microcare mbg,polihexanide,chembl_synonym,chembl
polihexanida,polihexanide,chembl_synonym,chembl
polihexanide,polihexanide,chembl_synonym,chembl
polihexanide,polihexanide,chembl_synonym,chembl
polihexanide,polihexanide,chembl_synonym,chembl
polihexanide,polihexanide,chembl_synonym,chembl
polihexanide,polihexanide,chembl_synonym,chembl
polihexanide,polihexanide,chembl_synonym,chembl
polihexanide hydrochloride,polihexanide,chembl_synonym,chembl
poly(hexamethylenebiguanide),polihexanide,chembl_synonym,chembl
polyhexamethylene biguanide,polihexanide,chembl_synonym,chembl
purista,polihexanide,chembl_synonym,chembl
vantocil,polihexanide,chembl_synonym,chembl
picoprazol,picoprazole,chembl_synonym,chembl
picoprazole,picoprazole,chembl_synonym,chembl
pimetacin,pimetacin,chembl_synonym,chembl
pimetacina,pimetacin,chembl_synonym,chembl
pimetacine,pimetacin,chembl_synonym,chembl
carbon (11c) mespiperone,mespiperone c 11,chembl_synonym,chembl
mespiperona (11c),mespiperone c 11,chembl_synonym,chembl
mespiperone (11c),mespiperone c 11,chembl_synonym,chembl
mespiperone c 11,mespiperone c 11,chembl_synonym,chembl
mespiperone c 11,mespiperone c 11,usan,chembl
mespiperone c 11,mespiperone c 11,chembl_synonym,chembl
mespiperone c-11,mespiperone c 11,chembl_synonym,chembl
methynodiol,methynodiol diacetate,chembl_synonym,chembl
methynodiol diacetate,methynodiol diacetate,chembl_synonym,chembl
methynodiol diacetate,methynodiol diacetate,usan,chembl
metinodiol,methynodiol diacetate,chembl_synonym,chembl
metynodiol,methynodiol diacetate,chembl_synonym,chembl
sc-19198,methynodiol diacetate,chembl_synonym,chembl
picafibrate,picafibrate,chembl_synonym,chembl
picafibrato,picafibrate,chembl_synonym,chembl
pidobenzona,pidobenzone,chembl_synonym,chembl
pidobenzone,pidobenzone,chembl_synonym,chembl
pirolazamida,pirolazamide,chembl_synonym,chembl
pirolazamide,pirolazamide,chembl_synonym,chembl
pirolazamide,pirolazamide,usan,chembl
sc-26438,pirolazamide,chembl_synonym,chembl
pipoctanona,pipoctanone,chembl_synonym,chembl
pipoctanone,pipoctanone,chembl_synonym,chembl
prednisolamate,prednisolamate,chembl_synonym,chembl
prednisolamato,prednisolamate,chembl_synonym,chembl
prednisolone 21-diethylaminoacetate,prednisolamate,chembl_synonym,chembl
pimilprost,pimilprost,chembl_synonym,chembl
sm-10902,pimilprost,chembl_synonym,chembl
sm10902,pimilprost,chembl_synonym,chembl
edetato de piperazina y calcio,piperazine edetate calcium,chembl_synonym,chembl
justelmin,piperazine edetate calcium,chembl_synonym,chembl
perin,piperazine edetate calcium,chembl_synonym,chembl
piperazine adipate,piperazine edetate calcium,chembl_synonym,chembl
piperazine calcium edathamil,piperazine edetate calcium,chembl_synonym,chembl
piperazine calcium edetate,piperazine edetate calcium,ban,chembl
piperazine calcium edetate,piperazine edetate calcium,chembl_synonym,chembl
piperazine edetate calcium,piperazine edetate calcium,chembl_synonym,chembl
piperazine edetate calcium,piperazine edetate calcium,usan,chembl
piperazine edetate de calcium,piperazine edetate calcium,chembl_synonym,chembl
bromure de pirralkonium,pirralkonium bromide,chembl_synonym,chembl
bromuro de pirralconio,pirralkonium bromide,chembl_synonym,chembl
pirralkonium bromide,pirralkonium bromide,chembl_synonym,chembl
remiprostol,remiprostol,chembl_synonym,chembl
remiprostol,remiprostol,usan,chembl
sc-48834,remiprostol,chembl_synonym,chembl
calmatel,piketoprofen,chembl_synonym,chembl
piketoprofen,piketoprofen,chembl_synonym,chembl
piketoprofen,piketoprofen,chembl_synonym,chembl
piketoprofene,piketoprofen,chembl_synonym,chembl
piketoprofeno,piketoprofen,chembl_synonym,chembl
iodure de mebezonium,mebezonium iodide,chembl_synonym,chembl
ioduro de mebezonio,mebezonium iodide,chembl_synonym,chembl
mebenzonium iodide,mebezonium iodide,chembl_synonym,chembl
mebezonium iodide,mebezonium iodide,chembl_synonym,chembl
mesulfen,mesulfen,chembl_synonym,chembl
mesulfen,mesulfen,chembl_synonym,chembl
mesulfene,mesulfen,chembl_synonym,chembl
mesulfeno,mesulfen,chembl_synonym,chembl
mitigal,mesulfen,chembl_synonym,chembl
neosulfine,mesulfen,chembl_synonym,chembl
odylen,mesulfen,chembl_synonym,chembl
peligal,mesulfen,chembl_synonym,chembl
sudermo,mesulfen,chembl_synonym,chembl
thianthol,mesulfen,chembl_synonym,chembl
picumast,picumast,chembl_synonym,chembl
prifurolina,prifuroline,chembl_synonym,chembl
prifuroline,prifuroline,chembl_synonym,chembl
neltenexina,neltenexine,chembl_synonym,chembl
neltenexine,neltenexine,chembl_synonym,chembl
neltenexine,neltenexine,chembl_synonym,chembl
pirinidazol,pirinidazole,chembl_synonym,chembl
pirinidazole,pirinidazole,chembl_synonym,chembl
armicarb,potassium bicarbonate,chembl_synonym,chembl
"carbonic acid, monopotassium salt",potassium bicarbonate,chembl_synonym,chembl
e-501(ii),potassium bicarbonate,chembl_synonym,chembl
ins-501(ii),potassium bicarbonate,chembl_synonym,chembl
ins no.501(ii),potassium bicarbonate,chembl_synonym,chembl
kafylox,potassium bicarbonate,chembl_synonym,chembl
kaligreen,potassium bicarbonate,chembl_synonym,chembl
khco3,potassium bicarbonate,chembl_synonym,chembl
milstop,potassium bicarbonate,chembl_synonym,chembl
potassium bicarbonate,potassium bicarbonate,chembl_synonym,chembl
potassium bicarbonate,potassium bicarbonate,chembl_synonym,chembl
potassium carbonate solution,potassium bicarbonate,chembl_synonym,chembl
potassium hydrogencarbonate,potassium bicarbonate,chembl_synonym,chembl
pot eff,potassium bicarbonate,trade_name,chembl
purple k,potassium bicarbonate,chembl_synonym,chembl
milenperona,milenperone,chembl_synonym,chembl
milenperone,milenperone,ban,chembl
milenperone,milenperone,chembl_synonym,chembl
milenperone,milenperone,usan,chembl
"r 34,009",milenperone,chembl_synonym,chembl
r-34009,milenperone,chembl_synonym,chembl
d-gluconic acid potassium salt,potassium gluconate,chembl_synonym,chembl
e-577,potassium gluconate,chembl_synonym,chembl
gluconic acid potassium salt,potassium gluconate,chembl_synonym,chembl
ins-577,potassium gluconate,chembl_synonym,chembl
ins no.577,potassium gluconate,chembl_synonym,chembl
kali gluconicum,potassium gluconate,chembl_synonym,chembl
katorin,potassium gluconate,trade_name,chembl
monopotassium d-gluconate,potassium gluconate,chembl_synonym,chembl
potassium d-gluconate,potassium gluconate,chembl_synonym,chembl
potassium gluconate,potassium gluconate,chembl_synonym,chembl
potassium gluconate,potassium gluconate,chembl_synonym,chembl
potassium gluconate,potassium gluconate,chembl_synonym,chembl
metastiridona,methastyridone,chembl_synonym,chembl
methastyridone,methastyridone,chembl_synonym,chembl
nsc-169918,methastyridone,chembl_synonym,chembl
perafensina,perafensine,chembl_synonym,chembl
perafensine,perafensine,chembl_synonym,chembl
g-201,salnacedin,chembl_synonym,chembl
"g-201,scy",salnacedin,chembl_synonym,chembl
g-201scy,salnacedin,chembl_synonym,chembl
salnacedin,salnacedin,chembl_synonym,chembl
salnacedin,salnacedin,usan,chembl
salnacedina,salnacedin,chembl_synonym,chembl
salnacedine,salnacedin,chembl_synonym,chembl
osaterona,osaterone,chembl_synonym,chembl
osaterone,osaterone,chembl_synonym,chembl
tzp-5258,osaterone,chembl_synonym,chembl
tzp5258,osaterone,chembl_synonym,chembl
chlorure d'oxydipentonium,oxydipentonium chloride,chembl_synonym,chembl
cloruro de oxidipentonio,oxydipentonium chloride,chembl_synonym,chembl
oxydipentonium chloride,oxydipentonium chloride,chembl_synonym,chembl
diothyl,pyrimitate,chembl_synonym,chembl
ici 29661,pyrimitate,chembl_synonym,chembl
ici-29661,pyrimitate,chembl_synonym,chembl
pirimitato,pyrimitate,chembl_synonym,chembl
pyrimitate,pyrimitate,chembl_synonym,chembl
pyrimithate,pyrimitate,chembl_synonym,chembl
protergurida,proterguride,chembl_synonym,chembl
proterguride,proterguride,chembl_synonym,chembl
havapen,penamecillin,trade_name,chembl
penamecilina,penamecillin,chembl_synonym,chembl
penamecillin,penamecillin,chembl_synonym,chembl
penamecillin,penamecillin,ban,chembl
penamecillin,penamecillin,chembl_synonym,chembl
penamecillin,penamecillin,chembl_synonym,chembl
penamecillin,penamecillin,usan,chembl
penamecilline,penamecillin,chembl_synonym,chembl
"wy-20,788",penamecillin,chembl_synonym,chembl
wy-20788,penamecillin,chembl_synonym,chembl
prenoverina,prenoverine,chembl_synonym,chembl
prenoverine,prenoverine,chembl_synonym,chembl
935-u-83,raluridine,chembl_synonym,chembl
935u83,raluridine,chembl_synonym,chembl
raluridine,raluridine,chembl_synonym,chembl
raluridine,raluridine,usan,chembl
atusil,promolate,chembl_synonym,chembl
promolate,promolate,chembl_synonym,chembl
promolato,promolate,chembl_synonym,chembl
levo-bc-2605,oxilorphan,chembl_synonym,chembl
oxilorfano,oxilorphan,chembl_synonym,chembl
oxilorphan,oxilorphan,chembl_synonym,chembl
oxilorphan,oxilorphan,usan,chembl
oxilorphane,oxilorphan,chembl_synonym,chembl
by-343,pumafentrine,chembl_synonym,chembl
by343,pumafentrine,chembl_synonym,chembl
byk-33043,pumafentrine,chembl_synonym,chembl
pumafentrin,pumafentrine,chembl_synonym,chembl
pumafentrina,pumafentrine,chembl_synonym,chembl
pumafentrine,pumafentrine,chembl_synonym,chembl
oxaflozane,oxaflozane,chembl_synonym,chembl
oxaflozane,oxaflozane,chembl_synonym,chembl
oxaflozano,oxaflozane,chembl_synonym,chembl
propoxaline,proxazole,chembl_synonym,chembl
proxazol,proxazole,chembl_synonym,chembl
proxazole,proxazole,chembl_synonym,chembl
proxazole,proxazole,chembl_synonym,chembl
proxazole,proxazole,usan,chembl
quinbolona,quinbolone,chembl_synonym,chembl
quinbolone,quinbolone,chembl_synonym,chembl
quinbolone,quinbolone,chembl_synonym,chembl
quinbolone,quinbolone,usan,chembl
prorenoate potassique,prorenoate potassium,chembl_synonym,chembl
prorenoate potassium,prorenoate potassium,ban,chembl
prorenoate potassium,prorenoate potassium,chembl_synonym,chembl
prorenoate potassium,prorenoate potassium,usan,chembl
prorenoato de potasio,prorenoate potassium,chembl_synonym,chembl
sc 23992,prorenoate potassium,chembl_synonym,chembl
sc-23992,prorenoate potassium,chembl_synonym,chembl
oxprenoate de potassium,oxprenoate potassium,chembl_synonym,chembl
oxprenoate potassium,oxprenoate potassium,chembl_synonym,chembl
oxprenoato de potasio,oxprenoate potassium,chembl_synonym,chembl
colpovis,quinestradol,trade_name,chembl
pentovis,quinestradol,trade_name,chembl
quinestradiol,quinestradol,chembl_synonym,chembl
quinestradol,quinestradol,chembl_synonym,chembl
quinestradol,quinestradol,chembl_synonym,chembl
compound 113935,pentomone,chembl_synonym,chembl
compound-113935,pentomone,chembl_synonym,chembl
pentomona,pentomone,chembl_synonym,chembl
pentomone,pentomone,chembl_synonym,chembl
pentomone,pentomone,usan,chembl
bromure de pentamethonium,pentamethonium bromide,chembl_synonym,chembl
bromuro de pentametonio,pentamethonium bromide,chembl_synonym,chembl
lytensium,pentamethonium bromide,chembl_synonym,chembl
nsc-148343,pentamethonium bromide,chembl_synonym,chembl
pentamethonium bromide,pentamethonium bromide,chembl_synonym,chembl
pentamethonium dibromide,pentamethonium bromide,chembl_synonym,chembl
cyclonium iodide,oxapium iodide,chembl_synonym,chembl
espalexan,oxapium iodide,chembl_synonym,chembl
iodure d'oxapium,oxapium iodide,chembl_synonym,chembl
ioduro de oxapio,oxapium iodide,chembl_synonym,chembl
oxapium iodide,oxapium iodide,chembl_synonym,chembl
sh 100,oxapium iodide,chembl_synonym,chembl
sh-100,oxapium iodide,chembl_synonym,chembl
nsc-23516,risocaine,chembl_synonym,chembl
propyl p-aminobenzoate,risocaine,chembl_synonym,chembl
risocaina,risocaine,chembl_synonym,chembl
risocaine,risocaine,chembl_synonym,chembl
risocaine,risocaine,usan,chembl
forit,oxypertine,trade_name,chembl
integrin,oxypertine,trade_name,chembl
integrin (flavone),oxypertine,chembl_synonym,chembl
oxipertina,oxypertine,chembl_synonym,chembl
oxipertine,oxypertine,chembl_synonym,chembl
oxypertine,oxypertine,chembl_synonym,chembl
oxypertine,oxypertine,ban,chembl
oxypertine,oxypertine,chembl_synonym,chembl
oxypertine,oxypertine,chembl_synonym,chembl
oxypertine,oxypertine,chembl_synonym,chembl
oxypertine,oxypertine,usan,chembl
"win 18,501-2",oxypertine,chembl_synonym,chembl
win-18501-2,oxypertine,chembl_synonym,chembl
win-185012,oxypertine,chembl_synonym,chembl
bromure de quinuclium,quinuclium bromide,chembl_synonym,chembl
bromuro de quinuclio,quinuclium bromide,chembl_synonym,chembl
ma-540,quinuclium bromide,chembl_synonym,chembl
quinuclium bromide,quinuclium bromide,chembl_synonym,chembl
quinuclium bromide,quinuclium bromide,usan,chembl
quinuclium bromide anhydrous,quinuclium bromide,chembl_synonym,chembl
quinfamida,quinfamide,chembl_synonym,chembl
quinfamide,quinfamide,chembl_synonym,chembl
quinfamide,quinfamide,chembl_synonym,chembl
quinfamide,quinfamide,chembl_synonym,chembl
quinfamide,quinfamide,usan,chembl
win 40014,quinfamide,chembl_synonym,chembl
win-40014,quinfamide,chembl_synonym,chembl
tinazolina,tinazoline,chembl_synonym,chembl
tinazoline,tinazoline,chembl_synonym,chembl
ta-0910,taltirelin,chembl_synonym,chembl
taltirelin,taltirelin,chembl_synonym,chembl
taltirelina,taltirelin,chembl_synonym,chembl
taltireline,taltirelin,chembl_synonym,chembl
ornoprostil,ornoprostil,chembl_synonym,chembl
ornoprostilo,ornoprostil,chembl_synonym,chembl
ronok,ornoprostil,chembl_synonym,chembl
prothixene,prothixene,chembl_synonym,chembl
protixeno,prothixene,chembl_synonym,chembl
revospirona,revospirone,chembl_synonym,chembl
revospirone,revospirone,chembl_synonym,chembl
ramciclane,ramciclane,chembl_synonym,chembl
ramciclano,ramciclane,chembl_synonym,chembl
e-414,salcaprozate sodium,chembl_synonym,chembl
e414,salcaprozate sodium,chembl_synonym,chembl
salcaprozate sodium,salcaprozate sodium,chembl_synonym,chembl
salcaprozate sodium,salcaprozate sodium,usan,chembl
snac,salcaprozate sodium,chembl_synonym,chembl
revizinona,revizinone,chembl_synonym,chembl
revizinone,revizinone,chembl_synonym,chembl
quinacainol,quinacainol,chembl_synonym,chembl
iodure de pretamazium,pretamazium iodide,chembl_synonym,chembl
ioduro de pretamazio,pretamazium iodide,chembl_synonym,chembl
pretamazium iodide,pretamazium iodide,chembl_synonym,chembl
14b-n-pentylaminomorphinone,pentamorphone,chembl_synonym,chembl
a-4492,pentamorphone,chembl_synonym,chembl
pentamorfona,pentamorphone,chembl_synonym,chembl
pentamorphone,pentamorphone,chembl_synonym,chembl
pentamorphone,pentamorphone,usan,chembl
rx-77989,pentamorphone,chembl_synonym,chembl
rx77989,pentamorphone,chembl_synonym,chembl
bromure d'oxitefonium,oxitefonium bromide,chembl_synonym,chembl
bromuro de oxitefonio,oxitefonium bromide,chembl_synonym,chembl
nibitor,oxitefonium bromide,chembl_synonym,chembl
oxitefonium bromide,oxitefonium bromide,chembl_synonym,chembl
chlorure de tiodonium,tiodonium chloride,chembl_synonym,chembl
cloruro de tiodonio,tiodonium chloride,chembl_synonym,chembl
dl-164,tiodonium chloride,chembl_synonym,chembl
nsc-135560,tiodonium chloride,chembl_synonym,chembl
tiodonium chloride,tiodonium chloride,chembl_synonym,chembl
tiodonium chloride,tiodonium chloride,usan,chembl
nsc-30143,sulfasuccinamide,chembl_synonym,chembl
sulfasuccinamida,sulfasuccinamide,chembl_synonym,chembl
sulfasuccinamide,sulfasuccinamide,chembl_synonym,chembl
bl-5111,tiodazosin,chembl_synonym,chembl
tiodazosin,tiodazosin,chembl_synonym,chembl
tiodazosin,tiodazosin,usan,chembl
tiodazosina,tiodazosin,chembl_synonym,chembl
tiodazosine,tiodazosin,chembl_synonym,chembl
salazosulfadimidina,salazosulfadimidine,chembl_synonym,chembl
salazosulfadimidine,salazosulfadimidine,chembl_synonym,chembl
cp-804s,tibalosin,chembl_synonym,chembl
tibalosin,tibalosin,chembl_synonym,chembl
tibalosina,tibalosin,chembl_synonym,chembl
tibalosine,tibalosin,chembl_synonym,chembl
sermetacin,sermetacin,chembl_synonym,chembl
sermetacin,sermetacin,usan,chembl
sermetacina,sermetacin,chembl_synonym,chembl
sermetacine,sermetacin,chembl_synonym,chembl
sh g 318 ab,sermetacin,chembl_synonym,chembl
sh-g-318-ab,sermetacin,chembl_synonym,chembl
metilsulfate de pentapiperium,pentapiperium methylsulfate,chembl_synonym,chembl
metilsulfato de pentapiperio,pentapiperium methylsulfate,chembl_synonym,chembl
pentapiperide methosulfate,pentapiperium methylsulfate,chembl_synonym,chembl
pentapiperide methylsulfate,pentapiperium methylsulfate,chembl_synonym,chembl
pentapiperide methylsulphate,pentapiperium methylsulfate,chembl_synonym,chembl
pentapiperide metilsulfate,pentapiperium methylsulfate,chembl_synonym,chembl
pentapiperium methylsulfate,pentapiperium methylsulfate,chembl_synonym,chembl
pentapiperium methylsulfate,pentapiperium methylsulfate,usan,chembl
pentapiperium metilsulfate,pentapiperium methylsulfate,chembl_synonym,chembl
ruvazona,ruvazone,chembl_synonym,chembl
ruvazone,ruvazone,chembl_synonym,chembl
emd-19698 (as hydrogen maleate),peratizole,chembl_synonym,chembl
emd 19698 free base,peratizole,chembl_synonym,chembl
emd-19698 free base,peratizole,chembl_synonym,chembl
peratizol,peratizole,chembl_synonym,chembl
peratizole,peratizole,chembl_synonym,chembl
iodure d'oxysonium,oxysonium iodide,chembl_synonym,chembl
ioduro de oxisonio,oxysonium iodide,chembl_synonym,chembl
oxysonium iodide,oxysonium iodide,chembl_synonym,chembl
ciba 1906,thiambutosine,chembl_synonym,chembl
ciba-1906,thiambutosine,chembl_synonym,chembl
nsc-682,thiambutosine,chembl_synonym,chembl
thiambutosine,thiambutosine,chembl_synonym,chembl
tiambutosina,thiambutosine,chembl_synonym,chembl
tetrabarbital,tetrabarbital,chembl_synonym,chembl
ruzadolane,ruzadolane,chembl_synonym,chembl
ruzadolano,ruzadolane,chembl_synonym,chembl
up 26-91,ruzadolane,chembl_synonym,chembl
up-26-91,ruzadolane,chembl_synonym,chembl
up2691,ruzadolane,chembl_synonym,chembl
selprazina,selprazine,chembl_synonym,chembl
selprazine,selprazine,chembl_synonym,chembl
rs-35909-00-00-0,ticabesone propionate,chembl_synonym,chembl
ticabesona,ticabesone propionate,chembl_synonym,chembl
ticabesone,ticabesone propionate,chembl_synonym,chembl
ticabesone propionate,ticabesone propionate,chembl_synonym,chembl
ticabesone propionate,ticabesone propionate,usan,chembl
tefazolina,tefazoline,chembl_synonym,chembl
tefazoline,tefazoline,chembl_synonym,chembl
estirocainida,stirocainide,chembl_synonym,chembl
stirocainide,stirocainide,chembl_synonym,chembl
benuride,pheneturide,chembl_synonym,chembl
dl-pheneturide,pheneturide,chembl_synonym,chembl
ethylphenacemide,pheneturide,chembl_synonym,chembl
feneturida,pheneturide,chembl_synonym,chembl
laburide,pheneturide,trade_name,chembl
lircapyl,pheneturide,chembl_synonym,chembl
m-551,pheneturide,chembl_synonym,chembl
pbu,pheneturide,chembl_synonym,chembl
pheneturide,pheneturide,chembl_synonym,chembl
pheneturide,pheneturide,chembl_synonym,chembl
pheneturide,pheneturide,chembl_synonym,chembl
phenuride,pheneturide,chembl_synonym,chembl
s-46,pheneturide,chembl_synonym,chembl
oxaflumazina,oxaflumazine,chembl_synonym,chembl
oxaflumazine,oxaflumazine,chembl_synonym,chembl
sd 270-31 free base,oxaflumazine,chembl_synonym,chembl
sd-270-31 free base,oxaflumazine,chembl_synonym,chembl
rolafagrel,rolafagrel,chembl_synonym,chembl
iodure de tibezonium,tibezonium iodide,chembl_synonym,chembl
ioduro de tibezonio,tibezonium iodide,chembl_synonym,chembl
nsc-308905,tibezonium iodide,chembl_synonym,chembl
tibezonium iodide,tibezonium iodide,chembl_synonym,chembl
tibezonium iodide,tibezonium iodide,chembl_synonym,chembl
andriol,testosterone undecanoate,trade_name,chembl
aveed,testosterone undecanoate,trade_name,chembl
jatenzo,testosterone undecanoate,trade_name,chembl
kyzatrex,testosterone undecanoate,chembl_synonym,chembl
kyzatrex,testosterone undecanoate,trade_name,chembl
mk-3033,testosterone undecanoate,chembl_synonym,chembl
nebido,testosterone undecanoate,trade_name,chembl
org 538,testosterone undecanoate,chembl_synonym,chembl
org-538,testosterone undecanoate,chembl_synonym,chembl
restandol,testosterone undecanoate,trade_name,chembl
restandol testocap,testosterone undecanoate,trade_name,chembl
testosterone 17.beta.-undecylate,testosterone undecanoate,chembl_synonym,chembl
testosterone undecanoate,testosterone undecanoate,chembl_synonym,chembl
testosterone undecanoate,testosterone undecanoate,chembl_synonym,chembl
testosterone undecanoate,testosterone undecanoate,chembl_synonym,chembl
testosterone undecanoate,testosterone undecanoate,chembl_synonym,chembl
testosterone undecanoate,testosterone undecanoate,usan,chembl
"testosterone, undecanoate (ester)",testosterone undecanoate,chembl_synonym,chembl
testosterone undecylate,testosterone undecanoate,chembl_synonym,chembl
tlando,testosterone undecanoate,chembl_synonym,chembl
tlando,testosterone undecanoate,trade_name,chembl
tsx-011,testosterone undecanoate,chembl_synonym,chembl
undestor,testosterone undecanoate,trade_name,chembl
tebatizol,tebatizole,chembl_synonym,chembl
tebatizole,tebatizole,chembl_synonym,chembl
acide persilique,persilic acid,chembl_synonym,chembl
acido persilico,persilic acid,chembl_synonym,chembl
persilic acid,persilic acid,chembl_synonym,chembl
amyl 4-(dimethylamino)benzoate,padimate a,chembl_synonym,chembl
amyl dimethylaminobenzoate,padimate a,chembl_synonym,chembl
amyl dimethyl-paba,padimate a,chembl_synonym,chembl
"amyl n,n-dimethyl-4-aminobenzoate",padimate a,chembl_synonym,chembl
"amyl n,n-dimethyl-p-aminobenzoate",padimate a,chembl_synonym,chembl
amyl p-(dimethylamino)benzoate,padimate a,chembl_synonym,chembl
"amyl p-n,n-dimethylaminobenzoate",padimate a,chembl_synonym,chembl
padimate,padimate a,ban,chembl
padimate,padimate a,chembl_synonym,chembl
padimate a,padimate a,chembl_synonym,chembl
padimate a,padimate a,usan,chembl
padimato,padimate a,chembl_synonym,chembl
pentyl dimethyl paba,padimate a,chembl_synonym,chembl
ah 3923,salmefamol,chembl_synonym,chembl
ah-3923,salmefamol,chembl_synonym,chembl
salmefamol,salmefamol,chembl_synonym,chembl
gv 118819x,sanfetrinem cilexetil,chembl_synonym,chembl
gv-118819x,sanfetrinem cilexetil,chembl_synonym,chembl
gv118819x,sanfetrinem cilexetil,chembl_synonym,chembl
sanfetrinem,sanfetrinem cilexetil,ban,chembl
sanfetrinem,sanfetrinem cilexetil,chembl_synonym,chembl
sanfetrinem cilexetil,sanfetrinem cilexetil,chembl_synonym,chembl
sanfetrinem cilexetil,sanfetrinem cilexetil,usan,chembl
ceretec,technetium tc 99m exametazime,trade_name,chembl
drax exametazime,technetium tc 99m exametazime,trade_name,chembl
tc-99m hmpao,technetium tc 99m exametazime,chembl_synonym,chembl
technetium (99m tc) exametazime,technetium tc 99m exametazime,chembl_synonym,chembl
technetium (99mtc) exametazime,technetium tc 99m exametazime,chembl_synonym,chembl
technetium tc 99m exametazime,technetium tc 99m exametazime,chembl_synonym,chembl
technetium tc 99m exametazime,technetium tc 99m exametazime,usan,chembl
technetium tc 99m exametazime,technetium tc 99m exametazime,chembl_synonym,chembl
technetium tc-99m exametazime,technetium tc 99m exametazime,chembl_synonym,chembl
technetium tc-99m exametazime kit,technetium tc 99m exametazime,chembl_synonym,chembl
l-m-sarcolysin,metamelfalan,chembl_synonym,chembl
metamelfalan,metamelfalan,chembl_synonym,chembl
nsc-67781,metamelfalan,chembl_synonym,chembl
pexantel,pexantel,chembl_synonym,chembl
nsc-79263,tibenzate,chembl_synonym,chembl
tibenzate,tibenzate,chembl_synonym,chembl
tibenzato,tibenzate,chembl_synonym,chembl
setipafant,setipafant,chembl_synonym,chembl
peraquinsin,peraquinsin,chembl_synonym,chembl
peraquinsina,peraquinsin,chembl_synonym,chembl
peraquinsine,peraquinsin,chembl_synonym,chembl
taloximina,taloximine,chembl_synonym,chembl
taloximine,taloximine,chembl_synonym,chembl
nsc-186062,roxoperone,chembl_synonym,chembl
