alias_clean,substance_clean,alias_type,source
cp-122991,prazosin,chembl_synonym,chembl
prazosin,prazosin,chembl_synonym,chembl
prazosin,prazosin,ban,chembl
prazosin,prazosin,chembl_synonym,chembl
prazosin,prazosin,chembl_synonym,chembl
prazosin,prazosin,chembl_synonym,chembl
prazosina,prazosin,chembl_synonym,chembl
prazosine,prazosin,chembl_synonym,chembl
habitrol,nicotine,trade_name,chembl
nicabate,nicotine,trade_name,chembl
nicoderm cq,nicotine,trade_name,chembl
nicopass,nicotine,trade_name,chembl
nicopatch,nicotine,trade_name,chembl
nicorette invisi,nicotine,trade_name,chembl
nicotine,nicotine,chembl_synonym,chembl
nicotine,nicotine,chembl_synonym,chembl
nicotine,nicotine,chembl_synonym,chembl
nicotine,nicotine,chembl_synonym,chembl
nicotine,nicotine,chembl_synonym,chembl
nicotine,nicotine,trade_name,chembl
nicotine,nicotine,chembl_synonym,chembl
nicotinell classic,nicotine,trade_name,chembl
nicotinell support,nicotine,trade_name,chembl
nicotinell tts 10,nicotine,trade_name,chembl
nicotinell tts 20,nicotine,trade_name,chembl
nicotinell tts 30,nicotine,trade_name,chembl
nicotrol,nicotine,trade_name,chembl
nicotrol inhaler,nicotine,trade_name,chembl
nicotrol ns,nicotine,trade_name,chembl
niquitin,nicotine,trade_name,chembl
niquitin clr,nicotine,trade_name,chembl
niquitin minis cherry,nicotine,trade_name,chembl
niquitin minis mint,nicotine,trade_name,chembl
niquitin minis orange,nicotine,trade_name,chembl
niquitin mint,nicotine,trade_name,chembl
niquitin pre-quit,nicotine,trade_name,chembl
niquitin strips mint,nicotine,trade_name,chembl
prostep,nicotine,trade_name,chembl
stoppers,nicotine,trade_name,chembl
stubit,nicotine,trade_name,chembl
1'-demethylnicotine,nornicotine,chembl_synonym,chembl
3-(2-pyrrolidinyl)-(s)-pyridine,nornicotine,chembl_synonym,chembl
nicotine related compound f,nornicotine,chembl_synonym,chembl
nornicotine,nornicotine,chembl_synonym,chembl
nornicotine,nornicotine,chembl_synonym,chembl
dl-8280,ofloxacin,chembl_synonym,chembl
exocin,ofloxacin,trade_name,chembl
floxin,ofloxacin,trade_name,chembl
floxin otic,ofloxacin,trade_name,chembl
hoe 280,ofloxacin,chembl_synonym,chembl
hoe-280,ofloxacin,chembl_synonym,chembl
j01ma01,ofloxacin,chembl_synonym,chembl
nsc-727071,ofloxacin,chembl_synonym,chembl
nsc-758178,ofloxacin,chembl_synonym,chembl
ocuflox,ofloxacin,trade_name,chembl
ofloxacin,ofloxacin,chembl_synonym,chembl
ofloxacin,ofloxacin,ban,chembl
ofloxacin,ofloxacin,chembl_synonym,chembl
ofloxacin,ofloxacin,chembl_synonym,chembl
ofloxacin,ofloxacin,chembl_synonym,chembl
ofloxacin,ofloxacin,chembl_synonym,chembl
ofloxacin,ofloxacin,chembl_synonym,chembl
ofloxacin,ofloxacin,chembl_synonym,chembl
ofloxacin,ofloxacin,trade_name,chembl
ofloxacin,ofloxacin,usan,chembl
ofloxacin,ofloxacin,chembl_synonym,chembl
ofloxacine,ofloxacin,chembl_synonym,chembl
ofloxacino,ofloxacin,chembl_synonym,chembl
tarivid,ofloxacin,trade_name,chembl
tarivid 400,ofloxacin,trade_name,chembl
tarivid i.v.,ofloxacin,trade_name,chembl
visiren,ofloxacin,trade_name,chembl
acide nalidixique,nalidixic acid,chembl_synonym,chembl
acido nalidixico,nalidixic acid,chembl_synonym,chembl
mictral,nalidixic acid,trade_name,chembl
nalidixane,nalidixic acid,chembl_synonym,chembl
nalidixate,nalidixic acid,chembl_synonym,chembl
nalidixic acid,nalidixic acid,chembl_synonym,chembl
nalidixic acid,nalidixic acid,ban,chembl
nalidixic acid,nalidixic acid,chembl_synonym,chembl
nalidixic acid,nalidixic acid,chembl_synonym,chembl
nalidixic acid,nalidixic acid,chembl_synonym,chembl
nalidixic acid,nalidixic acid,chembl_synonym,chembl
nalidixic acid,nalidixic acid,chembl_synonym,chembl
nalidixic acid,nalidixic acid,chembl_synonym,chembl
nalidixic acid,nalidixic acid,trade_name,chembl
nalidixic acid,nalidixic acid,usan,chembl
nalidixic acid,nalidixic acid,chembl_synonym,chembl
nalix,nalidixic acid,trade_name,chembl
neg gram,nalidixic acid,trade_name,chembl
neggram,nalidixic acid,trade_name,chembl
negram,nalidixic acid,trade_name,chembl
nsc-82174,nalidixic acid,chembl_synonym,chembl
uriben,nalidixic acid,trade_name,chembl
uroneg,nalidixic acid,trade_name,chembl
"win 18,320",nalidixic acid,chembl_synonym,chembl
win-18320,nalidixic acid,chembl_synonym,chembl
acide ellagique,ellagic acid,chembl_synonym,chembl
acido elagico,ellagic acid,chembl_synonym,chembl
ellagic acid,ellagic acid,chembl_synonym,chembl
ellagic acid,ellagic acid,chembl_synonym,chembl
nsc-407286,ellagic acid,chembl_synonym,chembl
nsc-656272,ellagic acid,chembl_synonym,chembl
darapladib,darapladib,chembl_synonym,chembl
darapladib,darapladib,chembl_synonym,chembl
darapladib,darapladib,chembl_synonym,chembl
darapladib,darapladib,chembl_synonym,chembl
darapladib,darapladib,usan,chembl
sb-480848,darapladib,chembl_synonym,chembl
aconip,indomethacin,chembl_synonym,chembl
artracin,indomethacin,trade_name,chembl
artracin sr,indomethacin,trade_name,chembl
berlind 75 ret,indomethacin,trade_name,chembl
durametacin,indomethacin,chembl_synonym,chembl
flexin-25 continus,indomethacin,trade_name,chembl
flexin-50 continus,indomethacin,trade_name,chembl
flexin-75 continus,indomethacin,trade_name,chembl
imbrilon,indomethacin,trade_name,chembl
indocid-r,indomethacin,trade_name,chembl
indocid ret,indomethacin,trade_name,chembl
indocin,indomethacin,trade_name,chembl
indocin sr,indomethacin,trade_name,chembl
indoderm,indomethacin,trade_name,chembl
indoflex,indomethacin,trade_name,chembl
indolar,indomethacin,trade_name,chembl
indolar sr,indomethacin,trade_name,chembl
indo-lemmon,indomethacin,trade_name,chembl
indomax-25,indomethacin,trade_name,chembl
indomax-75 sr,indomethacin,trade_name,chembl
indometacin,indomethacin,chembl_synonym,chembl
indometacin,indomethacin,ban,chembl
indometacin,indomethacin,chembl_synonym,chembl
indometacin,indomethacin,chembl_synonym,chembl
indometacin,indomethacin,chembl_synonym,chembl
indometacin,indomethacin,chembl_synonym,chembl
indometacin,indomethacin,chembl_synonym,chembl
indometacina,indomethacin,chembl_synonym,chembl
indometacine,indomethacin,chembl_synonym,chembl
indometacin farnesil,indomethacin,chembl_synonym,chembl
indometacinum,indomethacin,chembl_synonym,chembl
indomethacin,indomethacin,chembl_synonym,chembl
indomethacin,indomethacin,chembl_synonym,chembl
indomethacin,indomethacin,chembl_synonym,chembl
indomethacin,indomethacin,trade_name,chembl
indomethacin,indomethacin,usan,chembl
indomethacin,indomethacin,chembl_synonym,chembl
indomod,indomethacin,trade_name,chembl
indo-paed,indomethacin,trade_name,chembl
indoptol,indomethacin,trade_name,chembl
indotard mr 75,indomethacin,trade_name,chembl
ledmecin,indomethacin,trade_name,chembl
maximet sr,indomethacin,trade_name,chembl
mobilan,indomethacin,trade_name,chembl
nsc-757061,indomethacin,chembl_synonym,chembl
nsc-77541,indomethacin,chembl_synonym,chembl
pardelprin mr,indomethacin,trade_name,chembl
reumacide,indomethacin,chembl_synonym,chembl
rheumacin la,indomethacin,trade_name,chembl
rimacid,indomethacin,trade_name,chembl
slo-indo,indomethacin,trade_name,chembl
tivorbex,indomethacin,trade_name,chembl
cp-458992,sulbactam,chembl_synonym,chembl
nsc-759886,sulbactam,chembl_synonym,chembl
sulbactam,sulbactam,chembl_synonym,chembl
sulbactam,sulbactam,ban,chembl
sulbactam,sulbactam,chembl_synonym,chembl
sulbactam,sulbactam,chembl_synonym,chembl
sulbactam,sulbactam,chembl_synonym,chembl
sulbactam,sulbactam,chembl_synonym,chembl
dicural,difloxacin,chembl_synonym,chembl
difloxacin,difloxacin,chembl_synonym,chembl
difloxacin,difloxacin,chembl_synonym,chembl
difloxacine,difloxacin,chembl_synonym,chembl
difloxacino,difloxacin,chembl_synonym,chembl
pulsaflox,difloxacin,chembl_synonym,chembl
pulsaflox,difloxacin,trade_name,chembl
"cl 298,741",tazobactam,chembl_synonym,chembl
cl-298741,tazobactam,chembl_synonym,chembl
nsc-759887,tazobactam,chembl_synonym,chembl
tazobactam,tazobactam,chembl_synonym,chembl
tazobactam,tazobactam,ban,chembl
tazobactam,tazobactam,chembl_synonym,chembl
tazobactam,tazobactam,chembl_synonym,chembl
tazobactam,tazobactam,chembl_synonym,chembl
tazobactam,tazobactam,chembl_synonym,chembl
tazobactam,tazobactam,usan,chembl
tazobactam,tazobactam,chembl_synonym,chembl
ytr-830h,tazobactam,chembl_synonym,chembl
am-833,fleroxacin,chembl_synonym,chembl
fleroxacin,fleroxacin,chembl_synonym,chembl
fleroxacin,fleroxacin,ban,chembl
fleroxacin,fleroxacin,chembl_synonym,chembl
fleroxacin,fleroxacin,chembl_synonym,chembl
fleroxacin,fleroxacin,usan,chembl
fleroxacine,fleroxacin,chembl_synonym,chembl
fleroxacino,fleroxacin,chembl_synonym,chembl
megalocin,fleroxacin,chembl_synonym,chembl
megalone,fleroxacin,trade_name,chembl
ro-236240,fleroxacin,chembl_synonym,chembl
ro 23-6240/000,fleroxacin,chembl_synonym,chembl
ro-23-6240/000,fleroxacin,chembl_synonym,chembl
ro-236240000,fleroxacin,chembl_synonym,chembl
ci-934,merafloxacin,chembl_synonym,chembl
merafloxacin,merafloxacin,chembl_synonym,chembl
merafloxacine,merafloxacin,chembl_synonym,chembl
merafloxacino,merafloxacin,chembl_synonym,chembl
amifloxacin,amifloxacin,ban,chembl
amifloxacin,amifloxacin,chembl_synonym,chembl
amifloxacin,amifloxacin,usan,chembl
amifloxacine,amifloxacin,chembl_synonym,chembl
amifloxacino,amifloxacin,chembl_synonym,chembl
"win 49,375",amifloxacin,chembl_synonym,chembl
"win-49,375",amifloxacin,chembl_synonym,chembl
win-49375,amifloxacin,chembl_synonym,chembl
bay o 9867 free base,ciprofloxacin,chembl_synonym,chembl
bay-o-9867 free base,ciprofloxacin,chembl_synonym,chembl
bay q 3939,ciprofloxacin,chembl_synonym,chembl
bay-q-3939,ciprofloxacin,chembl_synonym,chembl
bayq3939,ciprofloxacin,chembl_synonym,chembl
cetraxal,ciprofloxacin,trade_name,chembl
cipro,ciprofloxacin,trade_name,chembl
ciprofloxacin,ciprofloxacin,chembl_synonym,chembl
ciprofloxacin,ciprofloxacin,ban,chembl
ciprofloxacin,ciprofloxacin,chembl_synonym,chembl
ciprofloxacin,ciprofloxacin,chembl_synonym,chembl
ciprofloxacin,ciprofloxacin,chembl_synonym,chembl
ciprofloxacin,ciprofloxacin,chembl_synonym,chembl
ciprofloxacin,ciprofloxacin,chembl_synonym,chembl
ciprofloxacin,ciprofloxacin,chembl_synonym,chembl
ciprofloxacin,ciprofloxacin,trade_name,chembl
ciprofloxacin,ciprofloxacin,usan,chembl
ciprofloxacin,ciprofloxacin,chembl_synonym,chembl
ciprofloxacin component of ciprodex,ciprofloxacin,trade_name,chembl
ciprofloxacine,ciprofloxacin,chembl_synonym,chembl
ciprofloxacino,ciprofloxacin,chembl_synonym,chembl
ciprofloxacinum,ciprofloxacin,chembl_synonym,chembl
nsc-758467,ciprofloxacin,chembl_synonym,chembl
otiprio,ciprofloxacin,trade_name,chembl
velmonit,ciprofloxacin,trade_name,chembl
baccidal,norfloxacin,trade_name,chembl
chibroxin,norfloxacin,trade_name,chembl
mk-366,norfloxacin,chembl_synonym,chembl
norfloxacin,norfloxacin,chembl_synonym,chembl
norfloxacin,norfloxacin,ban,chembl
norfloxacin,norfloxacin,chembl_synonym,chembl
norfloxacin,norfloxacin,chembl_synonym,chembl
norfloxacin,norfloxacin,chembl_synonym,chembl
norfloxacin,norfloxacin,chembl_synonym,chembl
norfloxacin,norfloxacin,chembl_synonym,chembl
norfloxacin,norfloxacin,chembl_synonym,chembl
norfloxacin,norfloxacin,usan,chembl
norfloxacin,norfloxacin,chembl_synonym,chembl
norfloxacine,norfloxacin,chembl_synonym,chembl
norfloxacino,norfloxacin,chembl_synonym,chembl
noroxin,norfloxacin,trade_name,chembl
nsc-757250,norfloxacin,chembl_synonym,chembl
quinabic,norfloxacin,trade_name,chembl
utinor,norfloxacin,trade_name,chembl
harmine,harmine,chembl_synonym,chembl
harmine,harmine,chembl_synonym,chembl
cb 7432,idoxifene,chembl_synonym,chembl
cb-7432,idoxifene,chembl_synonym,chembl
cb7432,idoxifene,chembl_synonym,chembl
idoxifene,idoxifene,usan,chembl
idoxifene,idoxifene,ban,chembl
idoxifene,idoxifene,chembl_synonym,chembl
idoxifeno,idoxifene,chembl_synonym,chembl
sb-223030,idoxifene,chembl_synonym,chembl
sb223030,idoxifene,chembl_synonym,chembl
adzenys er,amphetamine,trade_name,chembl
adzenys xr-odt,amphetamine,trade_name,chembl
amfetamin,amphetamine,chembl_synonym,chembl
amfetamine,amphetamine,chembl_synonym,chembl
amfetamine,amphetamine,chembl_synonym,chembl
amfetamine,amphetamine,chembl_synonym,chembl
amphetamine,amphetamine,chembl_synonym,chembl
amphetamine,amphetamine,chembl_synonym,chembl
amphetamine,amphetamine,chembl_synonym,chembl
"amphetamine, dl-",amphetamine,chembl_synonym,chembl
amphetamine resin complex,amphetamine,chembl_synonym,chembl
anfetamina,amphetamine,chembl_synonym,chembl
dyanavel,amphetamine,chembl_synonym,chembl
dyanavel xr,amphetamine,trade_name,chembl
mydayis (mixed salts of a single entity),amphetamine,trade_name,chembl
norephedrane,amphetamine,chembl_synonym,chembl
nsc-27159,amphetamine,chembl_synonym,chembl
angitak,isosorbide dinitrate,trade_name,chembl
c01da08,isosorbide dinitrate,chembl_synonym,chembl
carvasin,isosorbide dinitrate,trade_name,chembl
cedocard,isosorbide dinitrate,trade_name,chembl
cedocard-10,isosorbide dinitrate,trade_name,chembl
cedocard-20,isosorbide dinitrate,trade_name,chembl
cedocard-40,isosorbide dinitrate,trade_name,chembl
cedocard-5,isosorbide dinitrate,trade_name,chembl
cedocard ret,isosorbide dinitrate,trade_name,chembl
dilatrate,isosorbide dinitrate,trade_name,chembl
dilatrate-sr,isosorbide dinitrate,trade_name,chembl
diluted isosorbide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
diluted-isosorbide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
diluted isosorbide dinitrate rs,isosorbide dinitrate,chembl_synonym,chembl
dinitrate d'isosorbide,isosorbide dinitrate,chembl_synonym,chembl
dinitrato de isosorbida,isosorbide dinitrate,chembl_synonym,chembl
imtack,isosorbide dinitrate,trade_name,chembl
isocard,isosorbide dinitrate,trade_name,chembl
isoket 10,isosorbide dinitrate,trade_name,chembl
isoket 20,isosorbide dinitrate,trade_name,chembl
isoket 5,isosorbide dinitrate,trade_name,chembl
isoket ret 20,isosorbide dinitrate,trade_name,chembl
isoket ret 40,isosorbide dinitrate,trade_name,chembl
iso mack,isosorbide dinitrate,trade_name,chembl
isomannide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
isomannide-dinitrate,isosorbide dinitrate,chembl_synonym,chembl
isordil,isosorbide dinitrate,trade_name,chembl
isordil tembids,isosorbide dinitrate,trade_name,chembl
isosorbide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
isosorbide dinitrate,isosorbide dinitrate,ban,chembl
isosorbide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
isosorbide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
isosorbide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
isosorbide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
isosorbide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
isosorbide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
isosorbide dinitrate,isosorbide dinitrate,trade_name,chembl
isosorbide dinitrate,isosorbide dinitrate,usan,chembl
isosorbide dinitrate,isosorbide dinitrate,chembl_synonym,chembl
isosorbide dinitrate component of bidil,isosorbide dinitrate,trade_name,chembl
"isosorbide dinitrate, diluted",isosorbide dinitrate,chembl_synonym,chembl
"isosorbide dinitrate, diluted-",isosorbide dinitrate,chembl_synonym,chembl
isosorbidi dinitras dilutes,isosorbide dinitrate,chembl_synonym,chembl
isosorbidi dinitras dilutus,isosorbide dinitrate,chembl_synonym,chembl
jeridin,isosorbide dinitrate,trade_name,chembl
nsc-80038,isosorbide dinitrate,chembl_synonym,chembl
soni-slo,isosorbide dinitrate,trade_name,chembl
sorbichew,isosorbide dinitrate,trade_name,chembl
sorbid-20 sa,isosorbide dinitrate,trade_name,chembl
sorbid-40 sa,isosorbide dinitrate,trade_name,chembl
sorbide nitrate,isosorbide dinitrate,chembl_synonym,chembl
sorbidilat,isosorbide dinitrate,trade_name,chembl
sorbid sa,isosorbide dinitrate,trade_name,chembl
sorbitrate,isosorbide dinitrate,trade_name,chembl
vascardin,isosorbide dinitrate,trade_name,chembl
j16.389i,mianserin,chembl_synonym,chembl
mianserin,mianserin,chembl_synonym,chembl
mianserin,mianserin,ban,chembl
mianserin,mianserin,chembl_synonym,chembl
mianserin,mianserin,chembl_synonym,chembl
mianserin,mianserin,chembl_synonym,chembl
mianserina,mianserin,chembl_synonym,chembl
mianserine,mianserin,chembl_synonym,chembl
tolvon,mianserin,chembl_synonym,chembl
ea-1299,tenamfetamine,chembl_synonym,chembl
mda,tenamfetamine,chembl_synonym,chembl
mda (psychedelic),tenamfetamine,chembl_synonym,chembl
methylene dioxyamphetamine,tenamfetamine,chembl_synonym,chembl
skf-5,tenamfetamine,chembl_synonym,chembl
tenamfetamine,tenamfetamine,chembl_synonym,chembl
tenamfetamine,tenamfetamine,chembl_synonym,chembl
tenanfetamina,tenamfetamine,chembl_synonym,chembl
dextrolysergic acid diethylamide,lysergide,chembl_synonym,chembl
d-lsd,lysergide,chembl_synonym,chembl
lisergida,lysergide,chembl_synonym,chembl
lsd,lysergide,chembl_synonym,chembl
lsd-25,lysergide,chembl_synonym,chembl
lysergic acid diethylamide tartrate ci,lysergide,chembl_synonym,chembl
lysergide,lysergide,chembl_synonym,chembl
lysergide,lysergide,chembl_synonym,chembl
"n,n-diethyllysergamide",lysergide,chembl_synonym,chembl
antideprin,imipramine,chembl_synonym,chembl
berkomine,imipramine,chembl_synonym,chembl
cristalia,imipramine,chembl_synonym,chembl
imipramina,imipramine,chembl_synonym,chembl
imipramine,imipramine,chembl_synonym,chembl
imipramine,imipramine,chembl_synonym,chembl
imipramine,imipramine,chembl_synonym,chembl
imipramine,imipramine,chembl_synonym,chembl
melipramine,imipramine,chembl_synonym,chembl
nsc-169866,imipramine,chembl_synonym,chembl
org-2463,imipramine,chembl_synonym,chembl
sermonil,imipramine,chembl_synonym,chembl
"trimipramine maleate impurity, imipramine-",imipramine,chembl_synonym,chembl
arifon,indapamide,chembl_synonym,chembl
bajaten,indapamide,chembl_synonym,chembl
cardide sr,indapamide,trade_name,chembl
damide,indapamide,chembl_synonym,chembl
ethibide xl,indapamide,trade_name,chembl
flubest,indapamide,chembl_synonym,chembl
fludex,indapamide,chembl_synonym,chembl
fludin,indapamide,chembl_synonym,chembl
flupamid,indapamide,chembl_synonym,chembl
indaflex,indapamide,chembl_synonym,chembl
indamide,indapamide,chembl_synonym,chembl
indamol,indapamide,chembl_synonym,chembl
indapamida,indapamide,chembl_synonym,chembl
indapamide,indapamide,chembl_synonym,chembl
indapamide,indapamide,ban,chembl
indapamide,indapamide,chembl_synonym,chembl
indapamide,indapamide,chembl_synonym,chembl
indapamide,indapamide,chembl_synonym,chembl
indapamide,indapamide,chembl_synonym,chembl
indapamide,indapamide,chembl_synonym,chembl
indapamide,indapamide,chembl_synonym,chembl
indapamide,indapamide,trade_name,chembl
indapamide,indapamide,usan,chembl
indapamide,indapamide,chembl_synonym,chembl
indapamide component of br-1015,indapamide,trade_name,chembl
indaxa 2.5,indapamide,trade_name,chembl
indipam xl,indapamide,trade_name,chembl
ipamix,indapamide,chembl_synonym,chembl
kyd-041,indapamide,chembl_synonym,chembl
lorvas,indapamide,chembl_synonym,chembl
lozol,indapamide,trade_name,chembl
mapemid xl,indapamide,trade_name,chembl
natrilix,indapamide,trade_name,chembl
natrilix sr,indapamide,trade_name,chembl
natrix,indapamide,chembl_synonym,chembl
nindaxa 2.5,indapamide,trade_name,chembl
noranat,indapamide,chembl_synonym,chembl
nsc-757075,indapamide,chembl_synonym,chembl
opumide 2.5,indapamide,trade_name,chembl
rawel xl,indapamide,trade_name,chembl
s-1520,indapamide,chembl_synonym,chembl
se-1520,indapamide,chembl_synonym,chembl
tandix,indapamide,chembl_synonym,chembl
tensaid xl,indapamide,trade_name,chembl
tertensif,indapamide,chembl_synonym,chembl
varbim xl,indapamide,trade_name,chembl
veroxil,indapamide,chembl_synonym,chembl
anexate,flumazenil,trade_name,chembl
flumazenil,flumazenil,chembl_synonym,chembl
flumazenil,flumazenil,ban,chembl
flumazenil,flumazenil,chembl_synonym,chembl
flumazenil,flumazenil,chembl_synonym,chembl
flumazenil,flumazenil,chembl_synonym,chembl
flumazenil,flumazenil,chembl_synonym,chembl
flumazenil,flumazenil,chembl_synonym,chembl
flumazenil,flumazenil,chembl_synonym,chembl
flumazenil,flumazenil,trade_name,chembl
flumazenil,flumazenil,usan,chembl
flumazenil,flumazenil,chembl_synonym,chembl
flumazepil,flumazenil,chembl_synonym,chembl
lanexat,flumazenil,chembl_synonym,chembl
mazicon,flumazenil,chembl_synonym,chembl
nsc-759193,flumazenil,chembl_synonym,chembl
ro-15-1788,flumazenil,chembl_synonym,chembl
ro-151788,flumazenil,chembl_synonym,chembl
ro 15-1788/000,flumazenil,chembl_synonym,chembl
ro-15-1788/000,flumazenil,chembl_synonym,chembl
ro-151788000,flumazenil,chembl_synonym,chembl
ro-1722,flumazenil,chembl_synonym,chembl
ro-41-8157,flumazenil,chembl_synonym,chembl
romazicon,flumazenil,trade_name,chembl
ci-991,troglitazone,chembl_synonym,chembl
cs-045,troglitazone,chembl_synonym,chembl
gr-92132x,troglitazone,chembl_synonym,chembl
gr92132x,troglitazone,chembl_synonym,chembl
prelay,troglitazone,trade_name,chembl
rezulin,troglitazone,trade_name,chembl
romozin,troglitazone,trade_name,chembl
troglitazona,troglitazone,chembl_synonym,chembl
troglitazone,troglitazone,chembl_synonym,chembl
troglitazone,troglitazone,ban,chembl
troglitazone,troglitazone,chembl_synonym,chembl
troglitazone,troglitazone,chembl_synonym,chembl
troglitazone,troglitazone,chembl_synonym,chembl
troglitazone,troglitazone,chembl_synonym,chembl
troglitazone,troglitazone,chembl_synonym,chembl
troglitazone,troglitazone,chembl_synonym,chembl
troglitazone,troglitazone,usan,chembl
bicalutamida,bicalutamide,chembl_synonym,chembl
bicalutamide,bicalutamide,chembl_synonym,chembl
bicalutamide,bicalutamide,ban,chembl
bicalutamide,bicalutamide,chembl_synonym,chembl
bicalutamide,bicalutamide,chembl_synonym,chembl
bicalutamide,bicalutamide,chembl_synonym,chembl
bicalutamide,bicalutamide,chembl_synonym,chembl
bicalutamide,bicalutamide,chembl_synonym,chembl
bicalutamide,bicalutamide,chembl_synonym,chembl
bicalutamide,bicalutamide,trade_name,chembl
bicalutamide,bicalutamide,usan,chembl
bicalutamide,bicalutamide,chembl_synonym,chembl
calutide,bicalutamide,trade_name,chembl
casodex,bicalutamide,trade_name,chembl
cosudex,bicalutamide,trade_name,chembl
"ici 176,334",bicalutamide,chembl_synonym,chembl
ici-176334,bicalutamide,chembl_synonym,chembl
"ici176,334-1",bicalutamide,chembl_synonym,chembl
kalumid,bicalutamide,trade_name,chembl
nsc-759816,bicalutamide,chembl_synonym,chembl
alupram 10,diazepam,trade_name,chembl
alupram 2,diazepam,trade_name,chembl
alupram 5,diazepam,trade_name,chembl
ansiolisina,diazepam,chembl_synonym,chembl
apozepam,diazepam,trade_name,chembl
atensine,diazepam,trade_name,chembl
centrazepam,diazepam,chembl_synonym,chembl
diacepin,diazepam,chembl_synonym,chembl
dialar,diazepam,trade_name,chembl
dialar fte,diazepam,trade_name,chembl
diastat,diazepam,trade_name,chembl
diastat acudial,diazepam,trade_name,chembl
diazepam,diazepam,chembl_synonym,chembl
diazepam,diazepam,ban,chembl
diazepam,diazepam,chembl_synonym,chembl
diazepam,diazepam,chembl_synonym,chembl
diazepam,diazepam,chembl_synonym,chembl
diazepam,diazepam,chembl_synonym,chembl
diazepam,diazepam,chembl_synonym,chembl
diazepam,diazepam,chembl_synonym,chembl
diazepam,diazepam,trade_name,chembl
diazepam,diazepam,usan,chembl
diazepam,diazepam,chembl_synonym,chembl
diazepam civ,diazepam,chembl_synonym,chembl
diazepam intensol,diazepam,trade_name,chembl
dizac,diazepam,trade_name,chembl
e-pam,diazepam,trade_name,chembl
la iii,diazepam,chembl_synonym,chembl
la-iii,diazepam,chembl_synonym,chembl
libervant,diazepam,chembl_synonym,chembl
libervant,diazepam,trade_name,chembl
nrl-1,diazepam,chembl_synonym,chembl
nrl-1,diazepam,chembl_synonym,chembl
nsc-169897,diazepam,chembl_synonym,chembl
nsc-77518,diazepam,chembl_synonym,chembl
paxel,diazepam,trade_name,chembl
q-pam,diazepam,trade_name,chembl
relanium,diazepam,trade_name,chembl
ro 5-2807,diazepam,chembl_synonym,chembl
ro-5-2807,diazepam,chembl_synonym,chembl
ro-52807,diazepam,chembl_synonym,chembl
scriptopam,diazepam,trade_name,chembl
serenack,diazepam,trade_name,chembl
servizepam,diazepam,chembl_synonym,chembl
solis,diazepam,trade_name,chembl
stesolid,diazepam,trade_name,chembl
tensium,diazepam,trade_name,chembl
tranimul,diazepam,trade_name,chembl
tranquase,diazepam,chembl_synonym,chembl
valclair,diazepam,trade_name,chembl
valium,diazepam,trade_name,chembl
valrelease,diazepam,trade_name,chembl
valtoco,diazepam,trade_name,chembl
vivol,diazepam,trade_name,chembl
wy-3467,diazepam,chembl_synonym,chembl
enisoprost,enisoprost,chembl_synonym,chembl
enisoprost,enisoprost,usan,chembl
sc-34301,enisoprost,chembl_synonym,chembl
beatrolol,metoprolol,chembl_synonym,chembl
cgp-2175,metoprolol,chembl_synonym,chembl
dl-metoprolol,metoprolol,chembl_synonym,chembl
h-93/26,metoprolol,chembl_synonym,chembl
lopressidone,metoprolol,chembl_synonym,chembl
metoprolol,metoprolol,chembl_synonym,chembl
metoprolol,metoprolol,ban,chembl
metoprolol,metoprolol,chembl_synonym,chembl
metoprolol,metoprolol,chembl_synonym,chembl
metoprolol,metoprolol,chembl_synonym,chembl
metoprolol,metoprolol,usan,chembl
metoprolol slow release,metoprolol,chembl_synonym,chembl
(rs)-metoprolol,metoprolol,chembl_synonym,chembl
seroken,metoprolol,chembl_synonym,chembl
isodapamide,zidapamide,chembl_synonym,chembl
zidapamida,zidapamide,chembl_synonym,chembl
zidapamide,zidapamide,chembl_synonym,chembl
zidapamide,zidapamide,usan,chembl
alprenolol,alprenolol,chembl_synonym,chembl
alprenolol,alprenolol,ban,chembl
alprenolol,alprenolol,chembl_synonym,chembl
nsc-759561,alprenolol,chembl_synonym,chembl
dimecamina,dimecamine,chembl_synonym,chembl
dimecamine,dimecamine,chembl_synonym,chembl
4-hpr,fenretinide,chembl_synonym,chembl
all-trans-4'-hydroxyretinanilide,fenretinide,chembl_synonym,chembl
fenretinida,fenretinide,chembl_synonym,chembl
fenretinide,fenretinide,chembl_synonym,chembl
fenretinide,fenretinide,chembl_synonym,chembl
fenretinide,fenretinide,chembl_synonym,chembl
fenretinide,fenretinide,usan,chembl
mcn-r-1967,fenretinide,chembl_synonym,chembl
n-(4-hydroxyphenyl)retinamide,fenretinide,chembl_synonym,chembl
nsc-760419,fenretinide,chembl_synonym,chembl
"retinamide, n-(4-hydroxyphenyl)-",fenretinide,chembl_synonym,chembl
rii retinamide,fenretinide,chembl_synonym,chembl
