alias_clean,substance_clean,alias_type,source
dimethyl fumarate accord,dimethyl fumarate,ema_product_name,epar
galafold,migalastat hydrochloride,ema_product_name,epar
vimkunya,"chikungunya virus (chikv) virus-like particle (vlp) proteins (capsid protein (c) and envelope proteins e1 and e2) derived from chikv senegal strain 37997 produced in human embryonic kidney cells by recombinant dna technology, adsorbed on aluminium hydroxide, hydrated",ema_product_name,epar
fampyra,fampridine,ema_product_name,epar
esmya,ulipristal acetate,ema_product_name,epar
raxone,idebenone,ema_product_name,epar
aucatzyl,obecabtagene autoleucel,ema_product_name,epar
fluenz tetra,"a|darwin|9|2021 (h3n2) - like strain (a|norway|16606|2021, medi 355293)|a|victoria|2570|2019 (h1n1)pdm09 - like strain (a|victoria|1|2020, medi 340505)|b|austria|1359417|2021 - like strain (b|austria|1359417|2021, medi 355292)|b|phuket|3073|2013 - like strain (b|phuket|3073|2013, medi 306444)",ema_product_name,epar
sixmo,buprenorphine hydrochloride,ema_product_name,epar
amvuttra,vutrisiran sodium,ema_product_name,epar
exparel liposomal,bupivacaine,ema_product_name,epar
stribild,elvitegravir|cobicistat|emtricitabine|tenofovir disoproxil fumarate,ema_product_name,epar
instanyl,fentanyl citrate,ema_product_name,epar
chenodeoxycholic acid leadiant (previously chenodeoxycholic acid sigma-tau),chenodeoxycholic acid,ema_product_name,epar
enbrel,etanercept,ema_product_name,epar
targretin,bexarotene,ema_product_name,epar
naveruclif,paclitaxel,ema_product_name,epar
zometa,zoledronic acid|zoledronic acid monohydrate,ema_product_name,epar
cystadrops,mercaptamine hydrochloride,ema_product_name,epar
zebinix,eslicarbazepine acetate,ema_product_name,epar
riximyo,rituximab,ema_product_name,epar
omnitrope,somatropin,ema_product_name,epar
kalydeco,ivacaftor,ema_product_name,epar
rezolsta,darunavir|cobicistat,ema_product_name,epar
bexsero,outer membrane vesicles from neisseria meningitidis group b (strain nz 98|254)|recombinant neisseria meningitidis group b fhbp fusion protein|recombinant neisseria meningitidis group b nada protein|recombinant neisseria meningitidis group b nhba fusion protein,ema_product_name,epar
enjaymo,sutimlimab,ema_product_name,epar
saxenda,liraglutide,ema_product_name,epar
trepulmix,treprostinil sodium,ema_product_name,epar
anoro ellipta (previously anoro),umeclidinium bromide|vilanterol trifenatate,ema_product_name,epar
sugammadex piramal,sugammadex sodium,ema_product_name,epar
emevet,maropitant citrate monohydrate,ema_product_name,epar
eklira genuair,aclidinium bromide,ema_product_name,epar
duaklir genuair,aclidinium bromide|formoterol fumarate dihydrate,ema_product_name,epar
vildagliptin / metformin hydrochloride accord,metformin hydrochloride|vildagliptin,ema_product_name,epar
ifinwil,eflornithine hydrochloride monohydrate,ema_product_name,epar
xoterna breezhaler,indacaterol|glycopyrronium bromide,ema_product_name,epar
ultibro breezhaler,indacaterol|glycopyrronium bromide,ema_product_name,epar
armisarte (previously pemetrexed actavis),pemetrexed diacid monohydrate,ema_product_name,epar
ulunar breezhaler,glycopyrronium bromide|indacaterol maleate,ema_product_name,epar
cresemba,isavuconazole,ema_product_name,epar
supemtek tetra (previously supemtek),"influenza a virus subtype h1n1 haemagglutinin, recombinant|influenza a virus subtype h3n2 haemagglutinin, recombinant|influenza b virus victoria lineage haemagglutinin, recombinant|influenza b virus yamagata lineage haemagglutinin, recombinant",ema_product_name,epar
incruse ellipta (previously incruse),umeclidinium bromide,ema_product_name,epar
lynozyfic,linvoseltamab,ema_product_name,epar
zyclara,imiquimod,ema_product_name,epar
fampridine accord,fampridine,ema_product_name,epar
aldara,imiquimod,ema_product_name,epar
cevac reomune,"avian reovirus, strain s1133, inactivated|avian reovirus, strain 11-12523, inactivated",ema_product_name,epar
nordimet,methotrexate,ema_product_name,epar
nimvastid,rivastigmine,ema_product_name,epar
ivabradine zentiva,ivabradine hydrochloride,ema_product_name,epar
javlor,vinflunine,ema_product_name,epar
pomalidomide krka,pomalidomide,ema_product_name,epar
plavix,clopidogrel hydrogen sulfate,ema_product_name,epar
ruxience,rituximab,ema_product_name,epar
sugammadex fresenius kabi,sugammadex sodium,ema_product_name,epar
epoetin alfa hexal,epoetin alfa,ema_product_name,epar
binocrit,epoetin alfa,ema_product_name,epar
abseamed,epoetin alfa,ema_product_name,epar
kayfanda,odevixibat sesquihydrate,ema_product_name,epar
filsuvez,"dry extract from birch bark (der 5-10 : 1), extraction solvent n-heptane 95% (w|w)",ema_product_name,epar
capecitabine teva,capecitabine,ema_product_name,epar
xbryk,denosumab,ema_product_name,epar
temozolomide sun,temozolomide,ema_product_name,epar
evotaz,cobicistat|atazanavir,ema_product_name,epar
ituxredi,rituximab,ema_product_name,epar
filgrastim hexal,filgrastim,ema_product_name,epar
obgemsa,vibegron,ema_product_name,epar
holoclar,ex vivo expanded autologous human corneal epithelial cells containing stem cells,ema_product_name,epar
stronghold plus,selamectin|sarolaner,ema_product_name,epar
nexgard combo,eprinomectin|esafoxolaner|praziquantel,ema_product_name,epar
nobilis multriva ibm+nd+gm+reom+eds,"infectious bronchitis virus, type massachusetts, strain m41, inactivated|infectious bronchitis virus, type 793|b, strain 4|91, inactivated|newcastle disease virus, strain ulster, inactivated|infectious bursal disease virus, strain gb02, inactivated|infectious bursal disease virus, strain 89|03, inactivated|inactivated avian reovirus strain arv-1|inactivated avian reovirus strain arv-4|eggdrop syndrome-1976 virus, strain bc14, inactivated",ema_product_name,epar
circadin,melatonin,ema_product_name,epar
rilonacept fgk representative service gmbh,rilonacept,ema_product_name,epar
orfadin,nitisinone,ema_product_name,epar
neoatricon,dopamine hydrochloride|dopamine,ema_product_name,epar
cufence,trientine dihydrochloride,ema_product_name,epar
idefirix,imlifidase,ema_product_name,epar
busulfan fresenius kabi,busulfan,ema_product_name,epar
bropair spiromax,salmeterol xinafoate|fluticasone propionate,ema_product_name,epar
avamys,fluticasone furoate,ema_product_name,epar
tresiba,insulin degludec,ema_product_name,epar
zoonotic influenza vaccine seqirus,a|astrakhan|3212|2020 (h5n8)-like strain (cber-rg8a) (clade 2.3.4.4b),ema_product_name,epar
miglustat dipharma,miglustat,ema_product_name,epar
foclivia,"influenza virus surface antigens, inactivated: a|viet nam|1194|2004 (h5n1)",ema_product_name,epar
miglustat gen.orph,miglustat,ema_product_name,epar
cotellic,cobimetinib hemifumarate,ema_product_name,epar
zessly,infliximab,ema_product_name,epar
grepid,clopidogrel (as besilate),ema_product_name,epar
memantine merz,memantine hydrochloride,ema_product_name,epar
yorvipath,palopegteriparatide,ema_product_name,epar
axura,memantine hydrochloride,ema_product_name,epar
colobreathe,colistimethate sodium,ema_product_name,epar
zelboraf,vemurafenib,ema_product_name,epar
jetrea,ocriplasmin,ema_product_name,epar
pergoveris,follitropin alfa|lutropin alfa,ema_product_name,epar
cinryze,c1 inhibitor (human),ema_product_name,epar
phelinun,melphalan hydrochloride,ema_product_name,epar
tachosil,human fibrinogen|human thrombin,ema_product_name,epar
lumeblue (previously methylthioninium chloride cosmo),methylthioninium chloride,ema_product_name,epar
rivastigmine actavis,rivastigmine hydrogen tartrate,ema_product_name,epar
biobhyo,"brachyspira hyodysenteriae, strain aqdys057, inactivated",ema_product_name,epar
zerbaxa,ceftolozane sulfate|tazobactam sodium,ema_product_name,epar
nyxoid,naloxone hydrochloride dihydrate,ema_product_name,epar
zostavax,"varicella-zoster virus (live, attenuated)",ema_product_name,epar
vokanamet,canagliflozin|metformin hydrochloride,ema_product_name,epar
apexelsin,paclitaxel,ema_product_name,epar
jyseleca,filgotinib maleate,ema_product_name,epar
pelgraz paediatric,pegfilgrastim,ema_product_name,epar
beqvez (previously durveqtix),fidanacogene elaparvovec,ema_product_name,epar
cholestagel,colesevelam (as hydrochloride),ema_product_name,epar
corbilta (previously levodopa/carbidopa/entacapone sandoz),levodopa|carbidopa|entacapone,ema_product_name,epar
hepizovac,"epizootic haemorrhagic disease virus (ehdv), serotype 8, strain ehdv8 spa 2022|lcv_03 lcv cod.:o78",ema_product_name,epar
prazivetin,praziquantel,ema_product_name,epar
prevestrus vet,finrozole,ema_product_name,epar
nobilis multriva ibm+nd+eds,"infectious bronchitis virus, type massachusetts, strain m41, inactivated|infectious bronchitis virus, type 793|b, strain 4|91, inactivated|newcastle disease virus, strain ulster, inactivated|eggdrop syndrome-1976 virus, strain bc14, inactivated",ema_product_name,epar
temozolomide accord,temozolomide,ema_product_name,epar
rheumocam,meloxicam,ema_product_name,epar
novorapid,insulin aspart,ema_product_name,epar
lacosamide accord,lacosamide,ema_product_name,epar
pemetrexed medac,pemetrexed,ema_product_name,epar
ovaleap,follitropin alfa,ema_product_name,epar
kinselby,resminostat mesilate,ema_product_name,epar
cinainu,dry aqueous extract of paullinia cupana seed|dry hydroethanolic extract of theobroma cacao seed|liquid ethanolic extract 30 per cent (w|w) of allium cepa fresh bulb and citrus limon fresh fruit,ema_product_name,epar
lacosamide ucb,lacosamide,ema_product_name,epar
ovitrelle,choriogonadotropin alfa,ema_product_name,epar
pedmarqsi,sodium thiosulfate,ema_product_name,epar
komboglyze,metformin hydrochloride|saxagliptin hydrochloride,ema_product_name,epar
teriparatide ascend,teriparatide,ema_product_name,epar
revestive,teduglutide,ema_product_name,epar
nerlynx,neratinib,ema_product_name,epar
conbriza,bazedoxifene,ema_product_name,epar
brinavess,vernakalant hydrochloride,ema_product_name,epar
vipdomet,alogliptin benzoate|metformin hydrochloride,ema_product_name,epar
buprenorphine neuraxpharm,buprenorphine hydrochloride,ema_product_name,epar
deqsiga,human normal immunoglobulin,ema_product_name,epar
riluzole zentiva,riluzole,ema_product_name,epar
rytelo,imetelstat,ema_product_name,epar
faslodex,fulvestrant,ema_product_name,epar
clopidogrel krka,clopidogrel (as hydrochloride),ema_product_name,epar
zyllt,clopidogrel (as hydrogen sulfate),ema_product_name,epar
clopidogrel krka d.d. (previously zopya),clopidogrel (as hydrochloride),ema_product_name,epar
clopidogrel tad,clopidogrel (as hydrochloride),ema_product_name,epar
actelsar hct,telmisartan|hydrochlorothiazide,ema_product_name,epar
xyrem,sodium oxybate,ema_product_name,epar
olanzapine teva,olanzapine,ema_product_name,epar
givlaari,givosiran,ema_product_name,epar
tacforius,tacrolimus monohydrate,ema_product_name,epar
ongentys,opicapone,ema_product_name,epar
vectibix,panitumumab,ema_product_name,epar
daurismo,glasdegib maleate,ema_product_name,epar
urorec,silodosin,ema_product_name,epar
sitagliptin / metformin hydrochloride sun,sitagliptin fumarate|metformin hydrochloride,ema_product_name,epar
arsenic trioxide mylan,arsenic trioxide,ema_product_name,epar
ketoconazole esteve (previously ketoconazole hra),ketoconazole,ema_product_name,epar
clopidogrel / acetylsalicylic acid viatris (previously clopidogrel / acetylsalicylic acid mylan),acetylsalicylic acid|clopidogrel hydrogen sulfate,ema_product_name,epar
ecansya (previously capecitabine krka),capecitabine,ema_product_name,epar
capecitabine accord,capecitabine,ema_product_name,epar
capecitabine medac,capecitabine,ema_product_name,epar
xeloda,capecitabine,ema_product_name,epar
eptifibatide accord,eptifibatide,ema_product_name,epar
pirsue,pirlimycin,ema_product_name,epar
extavia,interferon beta-1b,ema_product_name,epar
alofisel,darvadstrocel,ema_product_name,epar
twynsta,telmisartan|amlodipine,ema_product_name,epar
alunbrig,brigatinib,ema_product_name,epar
regkirona,regdanvimab,ema_product_name,epar
vevizye,ciclosporin,ema_product_name,epar
kinzalmono (previously telmisartan boehringer ingelheim pharma kg),telmisartan,ema_product_name,epar
pritor,telmisartan,ema_product_name,epar
evra,norelgestromin|ethinyl estradiol,ema_product_name,epar
tamiflu,oseltamivir,ema_product_name,epar
inovelon,rufinamide,ema_product_name,epar
valdoxan,agomelatine,ema_product_name,epar
omeprazole triviumvet,omeprazole,ema_product_name,epar
elmaro,maropitant citrate monohydrate,ema_product_name,epar
vectormune hvt-aiv,"turkey herpesvirus, strain rhvt|ai-h5 (cell-associated), expressing haemagglutinin gene of avian influenza subtype h5, live",ema_product_name,epar
prometax,rivastigmine,ema_product_name,epar
skojoy,aflibercept,ema_product_name,epar
cinqaero,reslizumab,ema_product_name,epar
edurant,rilpivirine hydrochloride,ema_product_name,epar
sialanar,glycopyrronium bromide,ema_product_name,epar
moventig,naloxegol oxalate,ema_product_name,epar
relvar ellipta,fluticasone furoate|vilanterol,ema_product_name,epar
competact,pioglitazone|metformin hydrochloride,ema_product_name,epar
quinsair,levofloxacin,ema_product_name,epar
rasagiline ratiopharm,rasagiline,ema_product_name,epar
kentera (previously oxybutynin nicobrand),oxybutynin,ema_product_name,epar
azilect,rasagiline,ema_product_name,epar
ajovy,fremanezumab,ema_product_name,epar
litak,cladribine,ema_product_name,epar
evista,raloxifene hydrochloride,ema_product_name,epar
ontilyv,opicapone,ema_product_name,epar
nexavar,sorafenib,ema_product_name,epar
respreeza,human alpha1-proteinase inhibitor,ema_product_name,epar
veraseal,"human fibrinogen, human thrombin",ema_product_name,epar
febuxostat krka,febuxostat,ema_product_name,epar
samsca,tolvaptan,ema_product_name,epar
buvidal,buprenorphine,ema_product_name,epar
mycapssa,octreotide acetate,ema_product_name,epar
sivextro,tedizolid,ema_product_name,epar
emtricitabine/tenofovir disoproxil zentiva,emtricitabine|tenofovir disoproxil phosphate,ema_product_name,epar
efavirenz/emtricitabine/tenofovir disoproxil zentiva,efavirenz|emtricitabine|tenofovir disoproxil phosphate,ema_product_name,epar
riarify (previously chf 5993 chiesi farmaceutici s.p.a.),formoterol fumarate dihydrate|glycopyrronium|beclometasone dipropionate,ema_product_name,epar
leucofeligen felv/rcp,purified p45 feline leukaemia virus envelope antigen|live feline calicivirus (strain f9)|live feline viral rhinotracheitis virus (strain f2)|live feline panleucopenia virus,ema_product_name,epar
cimalgex,cimicoxib,ema_product_name,epar
cytopoint,lokivetmab,ema_product_name,epar
skilarence,dimethyl fumarate,ema_product_name,epar
revinty ellipta,fluticasone furoate|vilanterol trifenatate,ema_product_name,epar
prevexxion rn,"live recombinant marek's disease (md) virus, serotype 1, strain rn1250",ema_product_name,epar
mhyosphere pcv id,"mycoplasma hyopneumoniae, strain 7304 (nexhyon), expressing the capsid protein of porcine circovirus type 2a, inactivated",ema_product_name,epar
porcilis pcv,porcine circovirus type 2 orf2 subunit antigen,ema_product_name,epar
silodyx,silodosin,ema_product_name,epar
gencebok,caffeine citrate,ema_product_name,epar
andembry,garadacimab,ema_product_name,epar
emcitate,tiratricol,ema_product_name,epar
sutent,sunitinib,ema_product_name,epar
silodosin recordati,silodosin,ema_product_name,epar
benefix,nonacog alfa,ema_product_name,epar
nobilis multriva reom,inactivated avian reovirus strain arv-1|inactivated avian reovirus strain arv-4,ema_product_name,epar
equilis prequenza,"equine influenza-virus strains: a|equine-2|south africa|4|03, a|equine-2|newmarket|2|93",ema_product_name,epar
equilis te,tetanus toxoid,ema_product_name,epar
equilis prequenza te,"equine influenza-virus strains: a|equine-2|south africa|4|03, a|equine-2|newmarket|2|93, tetanus toxoid",ema_product_name,epar
dynastat,parecoxib sodium,ema_product_name,epar
quofenix,delafloxacin meglumine,ema_product_name,epar
bluevac-3,"inactivated bluetongue virus, serotype 3",ema_product_name,epar
tarceva,erlotinib,ema_product_name,epar
refacto af,moroctocog alfa,ema_product_name,epar
toviaz,fesoterodine fumarate,ema_product_name,epar
ryzodeg,insulin aspart|insulin degludec,ema_product_name,epar
mirvaso,brimonidine tartrate,ema_product_name,epar
nepexto,etanercept,ema_product_name,epar
spherox,spheroids of human autologous matrix-associated chondrocytes,ema_product_name,epar
litfulo,ritlecitinib tosilate,ema_product_name,epar
modigraf,tacrolimus,ema_product_name,epar
torisel,temsirolimus,ema_product_name,epar
envarsus,tacrolimus,ema_product_name,epar
fasenra,benralizumab,ema_product_name,epar
somavert,pegvisomant,ema_product_name,epar
gegant,gallium (68ga) chloride|germanium (68ge) chloride,ema_product_name,epar
aripiprazole accord,aripiprazole,ema_product_name,epar
brimica genuair,formoterol fumarate dihydrate|aclidinium bromide,ema_product_name,epar
bretaris genuair,aclidinium bromide,ema_product_name,epar
poulvac procerta hvt-ibd-nd,"live recombinant turkey herpes virus, strain hvt-ibd-nd, expressing the vp2 protein of ibdv and the f protein of ndv",ema_product_name,epar
icthiovac erm,inactivated vaccine against yersiniosis,ema_product_name,epar
zoely,nomegestrol acetate|estradiol,ema_product_name,epar
apretude,cabotegravir,ema_product_name,epar
thyrogen,thyrotropin alfa,ema_product_name,epar
galvus,vildagliptin,ema_product_name,epar
goresp digihaler (previously budesonide/formoterol teva pharma b.v.),budesonide|formoterol fumarate dihydrate,ema_product_name,epar
opfolda,miglustat,ema_product_name,epar
bortezomib fresenius kabi,bortezomib,ema_product_name,epar
docetaxel accord,docetaxel,ema_product_name,epar
dimethyl fumarate neuraxpharm,dimethyl fumarate,ema_product_name,epar
nimenrix,neisseria meningitidis group a polysaccharide conjugated to tetanus toxoid|neisseria meningitidis group c polysaccharide conjugated to tetanus toxoid|neisseria meningitidis group w-135 polysaccharide conjugated to tetanus toxoid|neisseria meningitidis group y polysaccharide conjugated to tetanus toxoid,ema_product_name,epar
skytrofa (previously lonapegsomatropin ascendis pharma),lonapegsomatropin,ema_product_name,epar
pemetrexed fresenius kabi,pemetrexed,ema_product_name,epar
repaglinide teva,repaglinide,ema_product_name,epar
tolfenamic acid vmd,tolfenamic acid,ema_product_name,epar
penbraya,neisseria meningitidis group a polysaccharide conjugated to tetanus toxoid|neisseria meningitidis group c polysaccharide conjugated to tetanus toxoid|neisseria meningitidis group w polysaccharide conjugated to tetanus toxoid|neisseria meningitidis group y polysaccharide conjugated to tetanus toxoid|neisseria meningitidis group b fhbp protein subfamily a|neisseria meningitidis group b fhbp protein subfamily b,ema_product_name,epar
emtricitabine/tenofovir disoproxil krka d.d.,emtricitabine|tenofovir disoproxil succinate,ema_product_name,epar
enyglid,repaglinide,ema_product_name,epar
repaglinide krka,repaglinide,ema_product_name,epar
izelvay,avacincaptad pegol,ema_product_name,epar
fortacin,lidocaine|prilocaine,ema_product_name,epar
emtricitabine/tenofovir disoproxil krka,emtricitabine|tenofovir disoproxil succinate,ema_product_name,epar
tavneos,avacopan,ema_product_name,epar
carprofen orion,carprofen,ema_product_name,epar
neocolipor,"e. coli adhesin f4 (f4ab, f4ac, f4ad)|e. coli adhesin f5|e. coli adhesin f6|e. coli adhesin f41",ema_product_name,epar
celldemic,"influenza virus a|turkey|turkey|1|2005 (h5n1) nibrg-23 strain, ha surface antigen",ema_product_name,epar
edarbi,azilsartan medoxomil,ema_product_name,epar
augtyro,repotrectinib,ema_product_name,epar
darunavir krka,darunavir,ema_product_name,epar
sitagliptin accord,sitagliptin hydrochloride,ema_product_name,epar
izba,travoprost,ema_product_name,epar
renagel,sevelamer,ema_product_name,epar
levodopa/carbidopa/entacapone orion,levodopa|carbidopa|entacapone,ema_product_name,epar
skycovion,gbp510,ema_product_name,epar
masitinib ab science,masitinib mesilate,ema_product_name,epar
inlyta,axitinib,ema_product_name,epar
thalidomide bms (previously thalidomide celgene),thalidomide,ema_product_name,epar
efavirenz/emtricitabine/tenofovir disoproxil krka,efavirenz|emtricitabine|tenofovir disoproxil succinate,ema_product_name,epar
dabigatran etexilate teva (previously dabigatran etexilate leon farma),dabigatran etexilate mesilate,ema_product_name,epar
posaconazole ahcl,posaconazole,ema_product_name,epar
potactasol,topotecan,ema_product_name,epar
levitra,vardenafil,ema_product_name,epar
ocaliva,obeticholic acid,ema_product_name,epar
gavreto,pralsetinib,ema_product_name,epar
kinzalkomb,telmisartan|hydrochlorothiazide,ema_product_name,epar
pritorplus,telmisartan|hydrochlorothiazide,ema_product_name,epar
pravafenix,fenofibrate|pravastatin,ema_product_name,epar
pheburane,sodium phenylbutyrate,ema_product_name,epar
pepaxti,melphalan flufenamide hydrochloride,ema_product_name,epar
previcox,firocoxib,ema_product_name,epar
prehevbri,hepatitis b surface antigen,ema_product_name,epar
dany's bienenwohl,oxalic acid dihydrate,ema_product_name,epar
oxybee,oxalic acid dihydrate,ema_product_name,epar
gonal-f,follitropin alfa,ema_product_name,epar
renvela,sevelamer carbonate,ema_product_name,epar
vaxxon nd clone,"newcastle disease virus, strain clone, live attenuated",ema_product_name,epar
duotic,betamethasone acetate|terbinafine,ema_product_name,epar
tecfidera,dimethyl fumarate,ema_product_name,epar
apremilast viatris,apremilast,ema_product_name,epar
stalevo,levodopa|carbidopa|entacapone,ema_product_name,epar
nobivac l4,leptospira interrogans serogroup canicola serovar portland-vere (strain ca-12-000)|l. interrogans serogroup icterohaemorrhagiae serovar copenhageni (strain ic-02-001)|l. interrogans serogroup australis serovar bratislava (strain as-05-073)|l. kirschneri serogroup grippotyphosa serovar dadas (strain gr-01-005),ema_product_name,epar
versican plus dhppi,"canine distemper virus, strain cdv bio 11|a, canine adenovirus type 2, strain cav-2 bio 13, canine parvovirus type 2b, strain cpv-2b bio 12|b and canine parainfluenza type 2 virus, strain cpiv-2 bio 15 (all live attenuated)",ema_product_name,epar
versican plus dhppi/l4,"canine distemper virus, strain cdv bio 11|a, canine adenovirus type 2, strain cav-2 bio 13, canine parvovirus type 2b, strain cpv-2b bio 12|b, canine parainfluenza type 2 virus, strain cpiv-2 bio 15 (all live attenuated), leptospira interrogans serogroup australis serovar bratislava, strain mslb 1088, l. interrogans serogroup icterohaemorrhagiae serovar icterohaemorrhagiae, strain mslb 1089, l. interrogans serogroup canicola serovar canicola, strain mslb 1090, l. kirschneri serogroup grippotyphosa serovar grippotyphosa, strain mslb 1091...",ema_product_name,epar
idelvion,albutrepenonacog alfa,ema_product_name,epar
purevax rcp felv,attenuated feline rhinotracheitis herpesvirus (fhv f2 strain)|inactivated feline calicivirosis antigens (fcv 431 and g1 strains)|attenuated feline panleucopenia virus (pli iv)|felv recombinant canarypox virus (vcp97),ema_product_name,epar
purevax rcp,attenuated feline panleucopenia virus (pli iv),ema_product_name,epar
purevax felv,feline leukaemia virus recombinant canarypox virus (vcp97),ema_product_name,epar
zyprexa velotab,olanzapine,ema_product_name,epar
sevelamer carbonate winthrop (previously sevelamer carbonate zentiva),sevelamer carbonate,ema_product_name,epar
voncento,human coagulation factor viii|human von willebrand factor,ema_product_name,epar
firdapse (previously zenas),amifampridine,ema_product_name,epar
wilzin,zinc,ema_product_name,epar
vizimpro,dacomitinib monohydrate,ema_product_name,epar
durysta,bimatoprost,ema_product_name,epar
naglazyme,galsulfase,ema_product_name,epar
vedrop,tocofersolan,ema_product_name,epar
bamlanivimab and etesevimab for covid-19,bamlanivimab|etesevimab,ema_product_name,epar
ledaga,chlormethine,ema_product_name,epar
cystadane,betaine anhydrous,ema_product_name,epar
isturisa,osilodrostat phosphate,ema_product_name,epar
cystagon,mercaptamine bitartrate,ema_product_name,epar
alli (previously orlistat gsk),orlistat,ema_product_name,epar
esperoct,turoctocog alfa pegol,ema_product_name,epar
bevespi aerosphere,glycopyrronium|formoterol fumarate dihydrate,ema_product_name,epar
tavlesse,fostamatinib disodium,ema_product_name,epar
prevexxion rn+hvt+ibd,"live recombinant marek's disease virus, serotype 1, strain rn1250|live recombinant turkey herpesvirus, expressing the vp2 protein of infectious bursal disease virus, strain vhvt013-69",ema_product_name,epar
metacam,meloxicam,ema_product_name,epar
sancuso,granisetron,ema_product_name,epar
frontpro (previously afoxolaner merial),afoxolaner,ema_product_name,epar
lutetium (177lu) chloride billev (previously illuzyce),lutetium (177lu) chloride,ema_product_name,epar
onivyde pegylated liposomal (previously onivyde),irinotecan anhydrous free-base,ema_product_name,epar
akantior,polihexanide,ema_product_name,epar
duloxetine zentiva,duloxetine,ema_product_name,epar
xultophy,insulin degludec|liraglutide,ema_product_name,epar
rixubis,nonacog gamma,ema_product_name,epar
vaniqa,eflornithine,ema_product_name,epar
senshio,ospemifene,ema_product_name,epar
kauliv,teriparatide,ema_product_name,epar
pombiliti,cipaglucosidase alfa,ema_product_name,epar
bydureon,exenatide,ema_product_name,epar
fevaxyn pentofel,inactivated feline rhinotracheitis virus|inactivated feline calicivirus|inactivated feline chlamydophila felis|inactivated feline leukaemia virus|inactivated feline panleukopenia virus,ema_product_name,epar
nezglyal,leriglitazone hydrochloride,ema_product_name,epar
ganfort,bimatoprost|timolol,ema_product_name,epar
lumigan,bimatoprost,ema_product_name,epar
celsunax,ioflupane (123i),ema_product_name,epar
buccolam,midazolam,ema_product_name,epar
convenia,cefovecin (as sodium salt),ema_product_name,epar
cepedex,dexmedetomidine hydrochloride,ema_product_name,epar
cardalis,benazepril hydrochloride|spironolactone,ema_product_name,epar
omidria,ketorolac|phenylephrine,ema_product_name,epar
canigen l4,inactivated leptospira strains: l. interrogans serogroup canicola serovar portland-vere (strain ca-12-000)|l. interrogans serogroup icterohaemorrhagiae serovar copenhageni (strain ic-02-001)|l. interrogans serogroup australis serovar bratislava (strain as-05-073)|l. kirschneri serogroup grippotyphosa serovar dadas (strain gr-01-005),ema_product_name,epar
broadline,eprinomectin|fipronil|praziquantel|(s)-methoprene,ema_product_name,epar
bovela,"modified live bovine viral diarrhoea virus type 1, non-cytopathic parent strain ke-9 and modified live bovine viral diarrhoea virus type 2, non-cytopathic parent strain ny-93",ema_product_name,epar
versican plus pi/l4,"canine parainfluenza type 2 virus, strain cpiv-2 bio 15 (live attenuated), leptospira interrogans serogroup australis serovar bratislava, strain mslb 1088, l. interrogans serogroup icterohaemorrhagiae serovar icterohaemorrhagiae, strain mslb 1089, l. interrogans serogroup canicola serovar canicola, strain mslb 1090 and l. kirschneri serogroup grippotyphosa serovar grippotyphosa, strain mslb 1091 (all inactivated)",ema_product_name,epar
versican plus pi,"canine parainfluenza type-2 virus, strain cpiv-2 bio 15 (live attenuated)",ema_product_name,epar
versican plus l4,"leptospira interrogans serogroup australis serovar bratislava, strain mslb 1088, l. interrogans serogroup icterohaemorrhagiae serovar icterohaemorrhagiae, strain mslb 1089, l. interrogans serogroup canicola serovar canicola, strain mslb 1090, l. kirschneri serogroup grippotyphosa serovar grippotyphosa, strain mslb 1091 (all inactivated)",ema_product_name,epar
innovax-nd-ibd,"cell-associated live recombinant turkey herpesvirus (strain hvp360), expressing the fusion protein of nd virus and the vp2 protein of ibd virus",ema_product_name,epar
vaxxitek hvt+ibd,"recombinant turkey herpesvirus, strain vhvt013-69, live",ema_product_name,epar
poulvac e. coli,"live aroa gene deleted escherichia coli, type 078, strain ec34195",ema_product_name,epar
porcilis pcv m hyo,"porcine circovirus type 2 (pcv2) orf2 subunit antigen, mycoplasma hyopneumoniae j strain inactivated",ema_product_name,epar
byetta,exenatide,ema_product_name,epar
pemetrexed sandoz,pemetrexed disodium hemipentahydrate,ema_product_name,epar
porcilis coliclos,clostridium perfringens type c|escherichia coli f4ab|e. coli f4ac|e. coli f5|e. coli f6|e. coli lt,ema_product_name,epar
arthricox,firocoxib,ema_product_name,epar
cirbloc m hyo,"mycoplasma hyopneumoniae, strain 2940, inactivated|porcine circovirus 2, orf2 capsid protein",ema_product_name,epar
nobivac dp plus,live attenuated canine distemper virus strain onderstepoort: 105.1 - 106.5 tcid50|live recombinant canine parvovirus strain 630a: 105.1 - 106.7 tcid50,ema_product_name,epar
hiprabovis ibr marker live,"live ge- tk- double-gene-deleted bovine herpes virus type 1, strain ceddel: 106.3-107.3 ccid50",ema_product_name,epar
vidaza,azacitidine,ema_product_name,epar
gliolan,5-aminolevulinic acid hydrochloride,ema_product_name,epar
translarna,ataluren,ema_product_name,epar
suvaxyn aujeszky 783 + o/w,live attenuated aujeszky's disease virus,ema_product_name,epar
oxervate,recombinant human nerve growth factor,ema_product_name,epar
tracleer,bosentan (as monohydrate),ema_product_name,epar
btvpur,bluetongue-virus serotype-1 antigen|bluetongue virus serotype 8 antigen,ema_product_name,epar
nobilis influenza h5n2,inactivated whole avian influenza virus antigen of h5n2 subtype (strain a|duck|potsdam|1402|86),ema_product_name,epar
onbevzi,bevacizumab,ema_product_name,epar
jylamvo,methotrexate,ema_product_name,epar
