alias_clean,substance_clean,alias_type,source
sapropterin dipharma,sapropterin dihydrochloride,ema_product_name,epar
imvanex,modified vaccinia ankara - bavarian nordic (mva-bn) virus,ema_product_name,epar
lucentis,ranibizumab,ema_product_name,epar
endolucinbeta,lutetium (177lu) chloride,ema_product_name,epar
rivastigmine 1 a pharma,rivastigmine,ema_product_name,epar
rivastigmine hexal,rivastigmine,ema_product_name,epar
ezmekly,mirdametinib,ema_product_name,epar
xbonzy,denosumab,ema_product_name,epar
evrenzo,roxadustat,ema_product_name,epar
olazax disperzi,olanzapine,ema_product_name,epar
zoledronic acid actavis,zoledronic acid monohydrate,ema_product_name,epar
zoledronic acid hospira,zoledronic acid monohydrate,ema_product_name,epar
emepax,maropitant,ema_product_name,epar
avigate s. infantis,"salmonella enterica, subsp. enterica, serovar infantis, strain j-6-24 δcpxra δlon1, live",ema_product_name,epar
veroblue-3,"bluetongue virus, serotype 3, vp2 protein",ema_product_name,epar
tobi podhaler,tobramycin,ema_product_name,epar
imuldosa,ustekinumab,ema_product_name,epar
omlyclo,omalizumab,ema_product_name,epar
exdensur,depemokimab,ema_product_name,epar
amglidia,glibenclamide,ema_product_name,epar
giotrif,afatinib,ema_product_name,epar
orencia,abatacept,ema_product_name,epar
denbrayce,denosumab,ema_product_name,epar
ojemda,tovorafenib,ema_product_name,epar
olanzapine glenmark europe,olanzapine,ema_product_name,epar
olanzapine glenmark,olanzapine,ema_product_name,epar
elebrato ellipta,fluticasone furoate|umeclidinium bromide|vilanterol trifenatate,ema_product_name,epar
trelegy ellipta,fluticasone furoate|umeclidinium bromide|vilanterol trifenatate,ema_product_name,epar
remsima,infliximab,ema_product_name,epar
pandemic influenza vaccine h5n1 astrazeneca (previously pandemic influenza vaccine h5n1 medimmune),reassortant influenza virus (live attenuated) of the following strain: a|vietnam|1203|2004 (h5n1) strain,ema_product_name,epar
genvoya,elvitegravir|cobicistat|emtricitabine|tenofovir alafenamide,ema_product_name,epar
ixiaro,"japanese-encephalitis virus, inactivated (attenuated strain sa14-14-2 grown in vero cells)",ema_product_name,epar
gardasil 9,"human papillomavirus vaccine [types 6, 11, 16, 18, 31, 33, 45, 52, 58] (recombinant, adsorbed)",ema_product_name,epar
loargys,pegzilarginase,ema_product_name,epar
bimzelx,bimekizumab,ema_product_name,epar
teduglutide viatris,teduglutide,ema_product_name,epar
bylvay,odevixibat,ema_product_name,epar
strimvelis,autologous cd34+ enriched cell fraction that contains cd34+ cells transduced with retroviral vector that encodes for the human adenosine deaminase (ada) cdna sequence from human haematopoietic stem|progenitor (cd34+) cells,ema_product_name,epar
latuda,lurasidone,ema_product_name,epar
talmanco (previously tadalafil generics),tadalafil,ema_product_name,epar
rivaroxaban viatris (previously rivaroxaban mylan),rivaroxaban,ema_product_name,epar
itovebi,inavolisib,ema_product_name,epar
pregabalin viatris (previously pregabalin mylan),pregabalin,ema_product_name,epar
pomalidomide viatris,pomalidomide,ema_product_name,epar
emtricitabine / rilpivirine / tenofovir alafenamide viatris,emtricitabine|rilpivirine hydrochloride|tenofovir alafenamide fumarate,ema_product_name,epar
nintedanib viatris,nintedanib,ema_product_name,epar
kanjinti,trastuzumab,ema_product_name,epar
teizeild,teplizumab,ema_product_name,epar
dupixent,dupilumab,ema_product_name,epar
mysildecard,sildenafil,ema_product_name,epar
febuxostat viatris (previously febuxostat mylan),febuxostat,ema_product_name,epar
entecavir viatris (previously entecavir mylan),entecavir monohydrate,ema_product_name,epar
eltrombopag viatris,eltrombopag olamine,ema_product_name,epar
duloxetine viatris (previously duloxetine mylan),duloxetine,ema_product_name,epar
darunavir viatris (previously darunavir mylan),darunavir,ema_product_name,epar
ibandronic acid sandoz,ibandronic acid,ema_product_name,epar
dapagliflozin viatris,dapagliflozin,ema_product_name,epar
cinacalcet viatris (previously cinacalcet mylan),cinacalcet hydrochloride,ema_product_name,epar
rapilysin,reteplase,ema_product_name,epar
afiveg,aflibercept,ema_product_name,epar
ambrisentan viatris (previously ambrisentan mylan),ambrisentan,ema_product_name,epar
atazanavir viatris (previously atazanavir mylan),atazanavir (as sulfate),ema_product_name,epar
ilumetri,tildrakizumab,ema_product_name,epar
comtan,entacapone,ema_product_name,epar
arixtra,fondaparinux sodium,ema_product_name,epar
uzpruvo,ustekinumab,ema_product_name,epar
beovu,brolucizumab,ema_product_name,epar
truvelog mix 30,insulin aspart,ema_product_name,epar
olumiant,baricitinib,ema_product_name,epar
kerendia,finerenone,ema_product_name,epar
oncaspar,pegaspargase,ema_product_name,epar
usgena,ustekinumab,ema_product_name,epar
integrilin,eptifibatide,ema_product_name,epar
korjuny,catumaxomab,ema_product_name,epar
truqap,capivasertib,ema_product_name,epar
ifirmasta (previously irbesartan krka),irbesartan hydrochloride,ema_product_name,epar
rhapsido,remibrutinib,ema_product_name,epar
onerji,levodopa|carbidopa,ema_product_name,epar
ilaris,canakinumab,ema_product_name,epar
mvabea,recombinant modified vaccinia ankara bavarian nordic virus encoding the: ebola virus zaire (zebov) mayinga strain glycoprotein (gp)|ebola virus sudan gulu strain gp|ebola virus taï forest strain nucleoprotein and the marburg virus musoke strain gp,ema_product_name,epar
zabdeno,recombinant adenovirus type 26 (ad26) encoding the glycoprotein (gp) of the ebola virus zaire (zebov) mayinga strain,ema_product_name,epar
qutenza,capsaicin,ema_product_name,epar
rivastigmine sandoz,rivastigmine,ema_product_name,epar
yeytuo,lenacapavir sodium,ema_product_name,epar
mcombriax,"single-stranded, 5'-capped messenger rnas (mrnas) produced using a cell-free in vitro transcription from the corresponding dna template, encoding seasonal influenza haemagglutinin (ha) glycoproteins: a|h1n1, a|h3n2, b|victoria",ema_product_name,epar
mresvia,single-stranded 5' capped mrna encoding the respiratory syncytial virus glycoprotein f stabilised in the prefusion conformation,ema_product_name,epar
xromi,hydroxycarbamide,ema_product_name,epar
siklos,hydroxycarbamide,ema_product_name,epar
micardis,telmisartan,ema_product_name,epar
micardisplus,telmisartan|hydrochlorothiazide,ema_product_name,epar
perjeta,pertuzumab,ema_product_name,epar
besremi,ropeginterferon alfa-2b,ema_product_name,epar
beyfortus,nirsevimab,ema_product_name,epar
advate,octocog alfa,ema_product_name,epar
caelyx pegylated liposomal,doxorubicin hydrochloride,ema_product_name,epar
stelara,ustekinumab,ema_product_name,epar
striascan,ioflupane (123l),ema_product_name,epar
viokat,diazoxide choline,ema_product_name,epar
vysribli (previously denosumab intas),denosumab,ema_product_name,epar
terrosa,teriparatide,ema_product_name,epar
kinpeygo,"budesonide, micronised",ema_product_name,epar
jayempi,azathioprine,ema_product_name,epar
aptivus,tipranavir,ema_product_name,epar
praxbind,idarucizumab,ema_product_name,epar
zilbrysq,zilucoplan,ema_product_name,epar
nulojix,belatacept,ema_product_name,epar
taltz,ixekizumab,ema_product_name,epar
amgevita,adalimumab,ema_product_name,epar
movymia,teriparatide,ema_product_name,epar
volibris,ambrisentan,ema_product_name,epar
dabigatran etexilate accord,dabigatran etexilate mesilate,ema_product_name,epar
erleada,apalutamide,ema_product_name,epar
rybelsus,semaglutide,ema_product_name,epar
verquvo,vericiguat,ema_product_name,epar
veoza,fezolinetant,ema_product_name,epar
arsenic trioxide medac,arsenic trioxide,ema_product_name,epar
evrysdi,risdiplam,ema_product_name,epar
ferriprox,deferiprone,ema_product_name,epar
roteas,edoxaban tosilate,ema_product_name,epar
lixiana,edoxaban tosilate,ema_product_name,epar
aclasta,zoledronic acid,ema_product_name,epar
tepmetko,tepotinib hydrochloride monohydrate,ema_product_name,epar
rezurock,belumosudil mesilate,ema_product_name,epar
livmarli,maralixibat chloride,ema_product_name,epar
atriance,nelarabine,ema_product_name,epar
steqeyma,ustekinumab,ema_product_name,epar
zolsketil pegylated liposomal,"doxorubicin hydrochloride, liposomal",ema_product_name,epar
emtricitabine / tenofovir alafenamide viatris,emtricitabine|tenofovir alafenamide fumarate,ema_product_name,epar
ocrevus,ocrelizumab,ema_product_name,epar
icatibant accord,icatibant acetate,ema_product_name,epar
myqorzo,aficamten,ema_product_name,epar
kygevvi,doxecitine|doxribtimine,ema_product_name,epar
prialt,ziconotide,ema_product_name,epar
jorveza,budesonide,ema_product_name,epar
bortezomib hospira,bortezomib,ema_product_name,epar
bluevac btv (previously bluevac btv8),bluetongue virus vaccine serotypes 1 or 4 or 8 [inactivated],ema_product_name,epar
spevigo,spesolimab,ema_product_name,epar
pavblu,aflibercept,ema_product_name,epar
aripiprazole sandoz,aripiprazole,ema_product_name,epar
mysimba,bupropion hydrochloride|naltrexone hydrochloride,ema_product_name,epar
equidormin,midazolam,ema_product_name,epar
mycophenolate mofetil teva,mycophenolate mofetil,ema_product_name,epar
myfenax,mycophenolate mofetil,ema_product_name,epar
mynzepli,aflibercept,ema_product_name,epar
myclausen,mycophenolate mofetil,ema_product_name,epar
sorafenib accord,sorafenib tosilate,ema_product_name,epar
kayshild,semaglutide,ema_product_name,epar
fylrevy,estetrol monohydrate,ema_product_name,epar
copiktra,duvelisib,ema_product_name,epar
sibnayal,potassium citrate monohydrated|potassium hydrogen carbonate,ema_product_name,epar
supemtek,a|california|07|2009 (h1n1)pdm09-like strain (a|california|07|2009)|a|texas|50|2012 (h3n2)-like strain (a|texas|50|2012)|b|brisbane|60|2008-like strain (b|brisbane|60|2008),ema_product_name,epar
blenrep,belantamab mafodotin,ema_product_name,epar
yellox,bromfenac sodium sesquihydrate,ema_product_name,epar
rebif,interferon beta-1a,ema_product_name,epar
aripiprazole zentiva,aripiprazole,ema_product_name,epar
poteligeo,mogamulizumab,ema_product_name,epar
viramune,nevirapine,ema_product_name,epar
neupro,rotigotine,ema_product_name,epar
kavigale,sipavibart,ema_product_name,epar
aerinaze,desloratadine|pseudophedrine sulfate,ema_product_name,epar
zokinvy,lonafarnib,ema_product_name,epar
keppra,levetiracetam,ema_product_name,epar
ilumira,lutetium (177lu) chloride,ema_product_name,epar
roactemra,tocilizumab,ema_product_name,epar
eliquis,apixaban,ema_product_name,epar
elfabrio,pegunigalsidase alfa,ema_product_name,epar
topotecan hospira,topotecan,ema_product_name,epar
vaxelis,"diphtheria toxoid|tetanus toxoid|bordetella pertussis antigens: pertussis toxoid, filamentous haemagglutinin, pertactin, fimbriae types 2 and 3|hepatitis b surface antigen produced in yeast cells|poliovirus (inactivated): type 1 (mahoney), type 2 (mef-1), type 3 (saukett) produced in vero cells|haemophilus influenzae type b polysaccharide (polyribosylribitol phosphate) conjugated to meningococcal protein.",ema_product_name,epar
zoledronic acid mylan,zoledronic acid,ema_product_name,epar
hepcludex,bulevirtide acetate,ema_product_name,epar
cinacalcet accordpharma,cinacalcet hydrochloride,ema_product_name,epar
brilique,ticagrelor,ema_product_name,epar
finlee,dabrafenib mesilate,ema_product_name,epar
alyftrek,deutivacaftor|tezacaftor|vanzacaftor calcium dihydrate,ema_product_name,epar
glyxambi,empagliflozin|linagliptin,ema_product_name,epar
increlex,mecasermin,ema_product_name,epar
wegovy,semaglutide,ema_product_name,epar
atazanavir krka,atazanavir (as sulfate),ema_product_name,epar
ziextenzo,pegfilgrastim,ema_product_name,epar
vevzuo,denosumab,ema_product_name,epar
blarcamesine anavex,blarcamesine hydrochloride,ema_product_name,epar
kisplyx,lenvatinib mesilate,ema_product_name,epar
lenvima,lenvatinib mesilate,ema_product_name,epar
lazcluze,lazertinib mesilate monohydrate,ema_product_name,epar
axumin,fluciclovine (18f),ema_product_name,epar
lyrica,pregabalin,ema_product_name,epar
zirabev,bevacizumab,ema_product_name,epar
bemfola,follitropin alfa,ema_product_name,epar
tepezza,teprotumumab,ema_product_name,epar
trabectedin accord,trabectedin,ema_product_name,epar
bortezomib accord,bortezomib,ema_product_name,epar
stivarga,regorafenib,ema_product_name,epar
kanuma,sebelipase alfa,ema_product_name,epar
menquadfi,neisseria meningitidis group c polysaccharide conjugated to tetanus toxoid|neisseria meningitidis group a polysaccharide conjugated to tetanus toxoid|neisseria meningitidis group y polysaccharide conjugated to tetanus toxoid|neisseria meningitidis group w-135 polysaccharide conjugated to tetanus toxoid,ema_product_name,epar
vafseo,vadadustat,ema_product_name,epar
artesunate amivas,artesunate,ema_product_name,epar
roclanda,latanoprost|netarsudil mesilate,ema_product_name,epar
jardiance,empagliflozin,ema_product_name,epar
velphoro,sucroferric oxyhydroxide,ema_product_name,epar
zynyz,retifanlimab,ema_product_name,epar
shingrix,recombinant varicella zoster virus glycoprotein e,ema_product_name,epar
sondelbay,teriparatide,ema_product_name,epar
vaborem,meropenem trihydrate|vaborbactam,ema_product_name,epar
waylivra,volanesorsen sodium,ema_product_name,epar
cunitraxx,fenbendazole,ema_product_name,epar
ebglyss,lebrikizumab,ema_product_name,epar
adcetris,brentuximab vedotin,ema_product_name,epar
sonovue,sulphur hexafluoride,ema_product_name,epar
osenvelt,denosumab,ema_product_name,epar
aerius,desloratadine,ema_product_name,epar
neoclarityn,desloratadine,ema_product_name,epar
deltyba,delamanid,ema_product_name,epar
strensiq,asfotase alfa,ema_product_name,epar
cegfila (previously pegfilgrastim mundipharma),pegfilgrastim,ema_product_name,epar
pelmeg,pegfilgrastim,ema_product_name,epar
gohibic,vilobelimab,ema_product_name,epar
gazyvaro,obinutuzumab,ema_product_name,epar
plegridy,peginterferon beta-1a,ema_product_name,epar
pemazyre,pemigatinib,ema_product_name,epar
akeega,abiraterone acetate|niraparib (tosilate monohydrate),ema_product_name,epar
trydonis,beclometasone dipropionate|formoterol fumarate dihydrate|glycopyrronium,ema_product_name,epar
pradaxa,dabigatran etexilate mesilate,ema_product_name,epar
vazkepa,icosapent ethyl,ema_product_name,epar
arsenic trioxide accord,arsenic trioxide,ema_product_name,epar
xerava,eravacycline,ema_product_name,epar
vizamyl,flutemetamol (18f),ema_product_name,epar
elucirem,gadopiclenol,ema_product_name,epar
vueway,gadopiclenol,ema_product_name,epar
lenalidomide krka (previously lenalidomide krka d.d. novo mesto),lenalidomide hydrochloride monohydrate,ema_product_name,epar
quviviq,daridorexant hydrochloride,ema_product_name,epar
vimpat,lacosamide,ema_product_name,epar
kirsty (previously kixelle),insulin aspart,ema_product_name,epar
lysodren,mitotane,ema_product_name,epar
ponvory,ponesimod,ema_product_name,epar
kengrexal,cangrelor,ema_product_name,epar
lydisilka,estetrol monohydrate|drospirenone,ema_product_name,epar
drovelis,drospirenone|estetrol monohydrate,ema_product_name,epar
amversio,betaine,ema_product_name,epar
cayston,aztreonam lysine,ema_product_name,epar
sprycel,dasatinib,ema_product_name,epar
tyruko,natalizumab,ema_product_name,epar
waskyra,genetically modified autologous cd34+ cell enriched population that contains haematopoietic stem and progenitor cells (hspc) transduced ex vivo using a lentiviral vector encoding the human wiskott-aldrich syndrome (was) gene,ema_product_name,epar
toujeo (previously optisulin),insulin glargine,ema_product_name,epar
apidra,insulin glulisine,ema_product_name,epar
vacpertagen,recombinant pertussis toxin|filamentous haemagglutinin,ema_product_name,epar
lantus,insulin glargine,ema_product_name,epar
insuman,insulin human,ema_product_name,epar
imatinib teva,imatinib,ema_product_name,epar
simponi,golimumab,ema_product_name,epar
eylea,aflibercept,ema_product_name,epar
mnexspike,"single-stranded, 5'-capped messenger rna (mrna) produced using a cell-free in vitro transcription from the corresponding dna template, encoding the n-terminal domain and receptor-binding domain of the viral spike (s) protein of sars-cov-2",ema_product_name,epar
otezla,apremilast,ema_product_name,epar
leqvio,inclisiran,ema_product_name,epar
xevudy,sotrovimab,ema_product_name,epar
afqlir,aflibercept,ema_product_name,epar
zeposia,ozanimod hydrochloride,ema_product_name,epar
vyloy,zolbetuximab,ema_product_name,epar
aqneursa,l-acetylleucine,ema_product_name,epar
lotilaner / milbemycin elanco,lotilaner|milbemycin oxime,ema_product_name,epar
nivestim,filgrastim,ema_product_name,epar
lamzede,velmanase alfa,ema_product_name,epar
fingolimod accord,fingolimod hydrochloride,ema_product_name,epar
rasilez,aliskiren,ema_product_name,epar
pylclari,piflufolastat (18f),ema_product_name,epar
herceptin,trastuzumab,ema_product_name,epar
azomyr,desloratadine,ema_product_name,epar
jeraygo,aprocitentan,ema_product_name,epar
zyprexa,olanzapine,ema_product_name,epar
aumseqa,aumolertinib mesilate,ema_product_name,epar
nustendi,bempedoic acid|ezetimibe,ema_product_name,epar
nilemdo,bempedoic acid,ema_product_name,epar
cabometyx,cabozantinib (s)-malate,ema_product_name,epar
zumrad,sasanlimab,ema_product_name,epar
flucelvax tetra,"a|wisconsin|67|2022 (h1n1)pdm09-like strain (a|georgia|12|2022, cvr-167) a|massachusetts|18|2022 (h3n2)-like strain (a|sydney|1304|2022, wild type) b|austria|1359417|2021-like strain (b|singapore|wuh4618|2021, wild type) b|phuket|3073|2013-like strain (b|singapore|inftt-16-0610|2016, wild type)",ema_product_name,epar
adenuric,febuxostat,ema_product_name,epar
sunlenca,lenacapavir sodium,ema_product_name,epar
fluad tetra,"a|victoria|4897|2022 (h1n1)pdm09-like strain (a|victoria|4897|2022, ivr-238)|a|thailand|8|2022 (h3n2)-like strain (a|thailand|8|2022 ivr-237)|b|austria|1359417|2021-like strain (b|austria|1359417|2021, bvr-26)|b|phuket|3073|2013-like strain (b|phuket|3073|2013, bvr-1b) influenza virus",ema_product_name,epar
conexxence,denosumab,ema_product_name,epar
kisunla,donanemab,ema_product_name,epar
revolade,eltrombopag,ema_product_name,epar
vydura,rimegepant,ema_product_name,epar
yesafili,aflibercept,ema_product_name,epar
orbyk ehd (previously epizootic haemorrhagic disease vaccine (recombinant protein) laboratorios syva s.a.),"epizootic hemorrhagic disease virus, serotype 8, vp2 protein",ema_product_name,epar
sycrest,asenapine maleate,ema_product_name,epar
daxas,roflumilast,ema_product_name,epar
datscan,ioflupane (123l),ema_product_name,epar
byooviz,ranibizumab,ema_product_name,epar
tibsovo,ivosidenib,ema_product_name,epar
vivlipeg,pegfilgrastim,ema_product_name,epar
exelon,rivastigmine,ema_product_name,epar
zoledronic acid accord,zoledronic acid monohydrate,ema_product_name,epar
teriflunomide accord,teriflunomide,ema_product_name,epar
eribulin baxter,eribulin mesylate,ema_product_name,epar
lenalidomide accord,lenalidomide,ema_product_name,epar
fymskina,ustekinumab,ema_product_name,epar
tepadina,thiotepa,ema_product_name,epar
inluriyo,imlunestrant tosilate,ema_product_name,epar
ogivri,trastuzumab,ema_product_name,epar
emblaveo,avibactam|aztreonam,ema_product_name,epar
dawnzera,donidalorsen,ema_product_name,epar
osqay,denosumab,ema_product_name,epar
palonosetron accord,palonosetron,ema_product_name,epar
lyvdelzi (previously seladelpar gilead),seladelpar lysine dihydrate,ema_product_name,epar
kevzara,sarilumab,ema_product_name,epar
casgevy,exagamglogene autotemcel,ema_product_name,epar
klisyri,tirbanibulin,ema_product_name,epar
nuvaxovid,sars cov-2 (original) recombinant spike protein|sars-cov-2 (omicron xbb.1.5) recombinant spike protein,ema_product_name,epar
uptravi,selexipag,ema_product_name,epar
adzynma,radamts13,ema_product_name,epar
enrylaze,crisantaspase,ema_product_name,epar
soliris,eculizumab,ema_product_name,epar
fulphila,pegfilgrastim,ema_product_name,epar
orladeyo,berotralstat dihydrochloride,ema_product_name,epar
epysqli,eculizumab,ema_product_name,epar
bronchitol,mannitol,ema_product_name,epar
trecondi,treosulfan,ema_product_name,epar
imbruvica,ibrutinib,ema_product_name,epar
dovato,dolutegravir sodium|lamivudine,ema_product_name,epar
luxturna,voretigene neparvovec,ema_product_name,epar
pregabalin zentiva,pregabalin,ema_product_name,epar
hefiya,adalimumab,ema_product_name,epar
enspryng,satralizumab,ema_product_name,epar
"vantavo (previously alendronate sodium and colecalciferol, msd)",alendronic acid|colecalciferol,ema_product_name,epar
palforzia,"defatted powder of arachis hypogaea l., semen (peanuts)",ema_product_name,epar
adrovance,colecalciferol|alendronic acid (as sodium trihydrate),ema_product_name,epar
foscan,temoporfin,ema_product_name,epar
fosavance,alendronic acid|colecalciferol,ema_product_name,epar
kyinsu,insulin icodec|semaglutide,ema_product_name,epar
imjudo,tremelimumab,ema_product_name,epar
steglatro,ertugliflozin l-pyroglutamic acid,ema_product_name,epar
romvimza,vimseltinib dihydrate,ema_product_name,epar
lumark,lutetium (177lu) chloride,ema_product_name,epar
winlevi,clascoterone,ema_product_name,epar
datroway,datopotamab deruxtecan,ema_product_name,epar
azopt,brinzolamide,ema_product_name,epar
xadago,safinamide methanesulfonate,ema_product_name,epar
helicobacter test infai,urea (13c),ema_product_name,epar
exforge hct,valsartan|hydrochlorothiazide|amlodipine besilate,ema_product_name,epar
alymsys,bevacizumab,ema_product_name,epar
dafiro hct,valsartan|hydrochlorothiazide|amlodipine besilate,ema_product_name,epar
copalia hct,amlodipine|valsartan|hydrochlorothiazide,ema_product_name,epar
rayvow,lasmiditan succinate,ema_product_name,epar
insulin aspart sanofi,insulin aspart,ema_product_name,epar
azarga,brinzolamide|timolol maleate,ema_product_name,epar
dasatinib accord healthcare,dasatinib monohydrate,ema_product_name,epar
vanflyta,quizartinib dihydrochloride,ema_product_name,epar
lyxumia,lixisenatide,ema_product_name,epar
yuflyma,adalimumab,ema_product_name,epar
duotrav,travoprost|timolol,ema_product_name,epar
avzivi,bevacizumab,ema_product_name,epar
tocilizumab stada (previously tofidence),tocilizumab,ema_product_name,epar
prevenar 13,pneumococcal polysaccharide serotype 1|pneumococcal polysaccharide serotype 3|pneumococcal polysaccharide serotype 4|pneumococcal polysaccharide serotype 5|pneumococcal polysaccharide serotype 6a|pneumococcal polysaccharide serotype 6b|pneumococcal polysaccharide serotype 7f|pneumococcal polysaccharide serotype 9v|pneumococcal polysaccharide serotype 14|pneumococcal polysaccharide serotype 18c|pneumococcal polysaccharide serotype 19a|pneumococcal polysaccharide serotype 19f|pneumococcal polysaccharide serotype 23f,ema_product_name,epar
sugammadex amomed,sugammadex sodium,ema_product_name,epar
imraldi,adalimumab,ema_product_name,epar
galliapharm,gallium (68ga) chloride|germanium (68ge) chloride,ema_product_name,epar
trisenox,arsenic trioxide,ema_product_name,epar
pemetrexed accord,pemetrexed disodium hemipentahydrate,ema_product_name,epar
scenesse,afamelanotide,ema_product_name,epar
trulicity,dulaglutide,ema_product_name,epar
zubsolv,buprenorphine hydrochloride|naloxone hydrochloride dihydrate,ema_product_name,epar
inomax,nitric oxide,ema_product_name,epar
insulin lispro sanofi,insulin lispro,ema_product_name,epar
zykadia,ceritinib,ema_product_name,epar
varenzin,molidustat sodium,ema_product_name,epar
heplisav b,hepatitis b surface antigen,ema_product_name,epar
biktarvy,bictegravir|emtricitabine|tenofovir alafenamide|fumarate,ema_product_name,epar
leflunomide zentiva (previously leflunomide winthrop),leflunomide,ema_product_name,epar
vegzelma,bevacizumab,ema_product_name,epar
oyavas,bevacizumab,ema_product_name,epar
aybintio,bevacizumab,ema_product_name,epar
herzuma,trastuzumab,ema_product_name,epar
dexdor,dexmedetomidine hydrochloride,ema_product_name,epar
vpriv,velaglucerase alfa,ema_product_name,epar
jaypirca,pirtobrutinib,ema_product_name,epar
tadalafil lilly,tadalafil,ema_product_name,epar
cialis,tadalafil,ema_product_name,epar
omvoh,mirikizumab,ema_product_name,epar
forsteo,teriparatide,ema_product_name,epar
emgality,galcanezumab,ema_product_name,epar
optruma,raloxifene hydrochloride,ema_product_name,epar
adcirca (previously tadalafil lilly),tadalafil,ema_product_name,epar
minjuvi,tafasitamab,ema_product_name,epar
cetrotide,cetrorelix (as acetate),ema_product_name,epar
avastin,bevacizumab,ema_product_name,epar
mvasi,bevacizumab,ema_product_name,epar
briviact (in italy: nubriveo),brivaracetam,ema_product_name,epar
wainzua,eplontersen sodium,ema_product_name,epar
levetiracetam actavis,levetiracetam,ema_product_name,epar
levetiracetam teva,levetiracetam,ema_product_name,epar
levetiracetam actavis group,levetiracetam,ema_product_name,epar
levetiracetam ratiopharm,levetiracetam,ema_product_name,epar
recarbrio,imipenem monohydrate|cilastatin sodium|relebactam monohydrate,ema_product_name,epar
enurev breezhaler,glycopyrronium bromide,ema_product_name,epar
tovanor breezhaler,glycopyrronium bromide,ema_product_name,epar
seebri breezhaler,glycopyrronium bromide,ema_product_name,epar
triumeq,dolutegravir sodium|lamivudine|abacavir (as sulfate),ema_product_name,epar
ronapreve,casirivimab|imdevimab,ema_product_name,epar
austedo,deutetrabenazine,ema_product_name,epar
nexviadyme,avalglucosidase alfa,ema_product_name,epar
travatan,travoprost,ema_product_name,epar
simbrinza,brinzolamide|brimonidine tartrate,ema_product_name,epar
nevanac,nepafenac,ema_product_name,epar
elahere,mirvetuximab soravtansine,ema_product_name,epar
aripiprazole mylan pharma (previously aripiprazole pharmathen),aripiprazole,ema_product_name,epar
vyvgart,efgartigimod alfa,ema_product_name,epar
ontruzant,trastuzumab,ema_product_name,epar
opatanol,olopatadine hydrochloride,ema_product_name,epar
erivedge,vismodegib,ema_product_name,epar
lacosamide adroiq,lacosamide,ema_product_name,epar
liprolog,insulin lispro,ema_product_name,epar
abraxane,paclitaxel,ema_product_name,epar
ponlimsi,denosumab,ema_product_name,epar
nyvepria,pegfilgrastim,ema_product_name,epar
libtayo,cemiplimab,ema_product_name,epar
imnovid (previously pomalidomide celgene),pomalidomide,ema_product_name,epar
hycamtin,topotecan,ema_product_name,epar
odomzo,sonidegib diphosphate,ema_product_name,epar
aflunov,influenza virus surface antigens (haemagglutinin and neuraminidase) of strain: a|turkey|turkey|1|05 (h5n1)-like strain (nibrg-23),ema_product_name,epar
daptomycin hospira,daptomycin,ema_product_name,epar
degevma,denosumab,ema_product_name,epar
abiraterone mylan,abiraterone acetate,ema_product_name,epar
xenpozyme,olipudase alfa,ema_product_name,epar
effentora,fentanyl,ema_product_name,epar
brintellix,vortioxetine,ema_product_name,epar
relistor,methylnaltrexone bromide,ema_product_name,epar
ziagen,abacavir,ema_product_name,epar
trizivir,abacavir (as sulfate)|lamivudine|zidovudine,ema_product_name,epar
kivexa,abacavir|lamivudine,ema_product_name,epar
aprovel,irbesartan,ema_product_name,epar
rystiggo,rozanolixizumab,ema_product_name,epar
sugammadex adroiq,sugammadex sodium,ema_product_name,epar
ervebo,"recombinant vesicular stomatitis virus (strain indiana) with a deletion of the envelope glycoprotein, replaced with the zaire ebolavirus (strain kikwit 1995) surface glycoprotein",ema_product_name,epar
elrexfio,elranatamab,ema_product_name,epar
intuniv,guanfacine hydrochloride,ema_product_name,epar
alimta,pemetrexed,ema_product_name,epar
xospata,gilteritinib fumarate,ema_product_name,epar
karvea,irbesartan,ema_product_name,epar
tauvid,flortaucipir (18f),ema_product_name,epar
cyramza,ramucirumab,ema_product_name,epar
amyvid,florbetapir (18f),ema_product_name,epar
abiraterone krka,abiraterone acetate,ema_product_name,epar
victoza,liraglutide,ema_product_name,epar
ifirmacombi,irbesartan|hydrochlorothiazide,ema_product_name,epar
irbesartan/hydrochlorothiazide teva,irbesartan|hydrochlorothiazide,ema_product_name,epar
pemetrexed pfizer (previously pemetrexed hospira),pemetrexed disodium|pemetrexed disodium hemipentahydrate,ema_product_name,epar
verkazia,ciclosporin,ema_product_name,epar
rhokiinsa,netarsudil,ema_product_name,epar
bekemv,eculizumab,ema_product_name,epar
blincyto,blinatumomab,ema_product_name,epar
roctavian,valoctocogene roxaparvovec,ema_product_name,epar
zvogra,denosumab,ema_product_name,epar
abiraterone accord,abiraterone acetate,ema_product_name,epar
stoboclo,denosumab,ema_product_name,epar
rydapt,midostaurin,ema_product_name,epar
aranesp,darbepoetin alfa,ema_product_name,epar
welireg,belzutifan,ema_product_name,epar
mavenclad,cladribine,ema_product_name,epar
inrebic,fedratinib dihydrochloride monohydrate,ema_product_name,epar
galenvita,germanium (68ge) chloride|gallium (68ga) chloride,ema_product_name,epar
voydeya,danicopan,ema_product_name,epar
entresto,sacubitril|valsartan,ema_product_name,epar
neparvis,sacubitril|valsartan,ema_product_name,epar
celsentri,maraviroc,ema_product_name,epar
bosulif,bosutinib (as monohydrate),ema_product_name,epar
